GeneID	control	control	perturbed	control	perturbed	control	perturbed	perturbed
321	70	49	47	35	62	44	52	160
23359	13	7	11	9	7	11	7	18
56160	610	832	735	566	692	772	579	946
100130111	58	36	18	27	19	31	31	111
105370743	3	0	3	0	1	0	2	2
7082	2261	3672	2747	2259	2722	3366	2295	3448
653073	29	16	15	21	33	41	36	42
89837	2	3	1	2	7	10	12	7
653075	39	21	23	32	41	51	49	45
105370747	0	0	0	0	0	0	0	0
26082	0	0	0	0	0	0	1	0
102724055	2	1	0	2	0	2	2	4
89832	9	6	1	3	5	11	22	16
105370751	0	0	0	0	1	0	0	0
101059918	90	53	59	64	98	97	92	114
101927788	9	5	5	8	12	7	11	9
105376704	9	3	3	5	6	4	5	8
100288203	133	114	121	119	187	170	193	218
100996413	0	0	0	0	0	0	0	0
727909	39	27	31	29	52	38	41	42
101927579	1	1	1	2	3	0	0	1
100288380	4	4	1	3	8	12	9	7
102725021	23	24	24	21	20	17	20	24
728498	33	20	26	27	39	42	43	44
89839	45	173	162	28	44	37	41	75
100288637	29	197	168	40	56	35	30	70
107984025	7	4	4	9	8	8	7	15
101930434	1	4	2	1	2	2	1	3
390561	7	11	11	13	14	16	13	14
22909	844	971	916	735	1017	813	741	1133
54893	610	579	505	514	696	509	413	864
4308	0	1	0	1	0	0	0	0
105370752	0	0	0	0	2	0	0	0
406993	0	0	0	0	0	0	0	0
102725022	2	1	2	0	0	3	2	2
283710	2	1	4	1	1	1	0	3
51621	2205	2965	1930	2143	2234	3166	1569	2037
105376707	2	0	0	1	0	1	0	0
105370939	4	3	5	5	10	1	3	1
107987220	0	0	0	0	0	0	0	0
161725	11	16	20	36	64	36	20	17
105370753	2	2	2	2	1	3	1	3
105370940	0	0	0	0	0	0	0	0
1139	7	4	2	3	3	9	16	19
105370754	0	0	0	0	0	0	0	0
102724078	0	0	0	0	0	0	0	0
105376709	0	0	0	0	0	0	0	0
112268159	0	0	0	0	0	0	0	0
653125	40	20	24	34	47	56	66	51
107987221	3	1	1	2	3	3	4	2
89838	4	3	1	3	10	14	15	7
728047	95	52	67	71	107	90	89	121
105376710	9	2	3	5	5	4	5	8
101060588	0	0	0	0	0	0	0	0
100653133	7	6	8	2	3	2	3	11
107987222	41	32	33	36	62	63	58	53
100288615	103	108	103	97	161	170	174	152
100996255	27	18	22	18	31	28	22	28
101928042	12	8	6	8	9	7	8	11
643699	84	56	62	57	90	94	99	99
9824	166	581	634	79	127	183	133	296
114118903	114	293	219	149	193	257	199	188
6447	73	133	43	124	155	213	164	103
105370757	0	0	1	0	0	0	0	0
105370756	1	1	0	1	2	2	6	0
26585	3896	12460	4134	9403	9477	3308	1874	3934
100131315	4	4	2	18	8	5	7	5
342184	122	131	92	67	99	62	103	245
107984089	2	10	4	9	5	3	4	1
105370759	0	0	0	0	0	0	0	0
100652857	0	0	0	0	0	0	0	0
101928134	0	0	0	0	0	0	0	0
6263	18	16	20	15	12	21	18	28
57099	406	558	448	428	468	458	283	548
1133	3	8	1	4	4	3	3	3
107984748	1	0	1	3	1	4	0	1
56851	1492	2374	1614	1326	1424	1553	968	1726
161779	102	151	102	111	161	107	131	185
79768	283	387	309	242	216	326	231	314
51234	1063	1547	939	869	806	1205	668	941
9990	2124	2618	1943	1984	2485	4632	3392	2837
55505	1761	2758	1832	1331	1343	1704	1219	2227
256646	0	2	1	1	0	1	0	1
254531	1138	1601	931	735	844	865	875	1148
23015	1511	888	773	1287	1783	2076	2000	2089
100302160	1	0	0	0	0	0	0	0
440270	1629	710	636	1237	1636	1446	1437	2155
100422845	1	0	0	0	0	0	0	0
105370762	0	0	0	0	0	0	0	0
57369	0	1	0	0	0	0	0	0
101928174	0	1	0	0	0	0	0	0
70	3	17	10	35	35	7	3	7
107984776	0	0	0	0	0	0	0	0
9716	970	1485	1131	937	1172	1263	820	1544
54989	792	1267	1089	899	908	1176	808	1117
105370764	1	2	1	2	4	6	2	3
105370763	0	0	0	0	0	0	0	0
105370765	1	2	1	0	1	0	1	7
388112	2	0	0	1	1	0	1	1
89978	87	120	73	67	58	111	72	88
723972	30	38	36	15	28	34	25	69
100500904	1	1	0	0	0	0	0	0
100507466	36	42	10	48	8	20	1	10
105370766	0	0	0	0	0	0	0	2
100616293	0	0	0	0	0	0	0	0
100507480	5	1	2	2	0	0	0	3
102724214	0	0	2	0	0	0	0	4
105370767	0	0	1	0	0	0	0	0
105370769	0	0	0	0	0	0	0	0
105370768	0	0	0	0	0	0	0	0
105370770	0	0	0	0	0	0	0	0
84529	125	315	174	143	128	171	108	126
161635	8	11	9	3	12	6	6	11
145845	0	0	0	0	0	0	0	0
4212	56	106	89	316	242	366	170	67
102466875	0	0	0	0	0	0	0	0
105370772	0	0	0	0	0	0	0	0
105370773	0	0	0	0	0	0	0	0
145942	1	1	0	1	3	3	1	2
107984774	0	0	0	0	0	2	1	0
101928227	0	0	0	0	0	0	0	0
107984773	31	35	42	18	36	57	24	54
107984760	0	0	0	0	1	1	1	0
161742	1059	1691	1280	997	1014	3939	1831	1414
283742	580	853	553	500	460	756	453	860
10125	1	5	2	5	3	8	3	4
105370774	0	1	1	0	0	1	1	2
107984739	0	0	0	0	0	0	0	0
107984725	0	0	0	0	0	0	0	0
105370775	0	0	0	0	0	0	0	0
400359	0	1	0	0	0	0	0	0
105370776	0	0	0	0	0	0	0	0
102724253	0	0	0	0	0	0	0	0
105370777	0	1	1	1	1	0	0	0
105370781	0	0	1	0	1	0	0	0
105370780	0	0	0	0	0	0	0	2
400360	0	0	0	0	0	0	0	0
105370783	0	0	0	0	0	0	0	0
105370784	0	0	0	0	0	0	0	0
7057	11553	4659	5389	17972	19558	2577	4207	21089
161835	44	31	51	44	57	31	37	78
105370785	0	0	0	0	0	0	0	0
105370941	41	32	21	23	15	18	27	37
11245	3600	6010	4816	2707	3383	1633	1608	5495
105370786	0	1	0	0	0	1	0	2
100505534	0	2	0	0	1	1	0	0
440275	2300	3447	2741	2142	2699	1918	1769	3103
6727	4200	6303	4362	3400	3826	4684	3378	5065
100131089	74	174	148	83	94	85	72	87
105370787	0	3	0	0	2	0	0	1
90427	80	113	189	52	142	748	361	145
701	57	605	583	33	39	84	80	204
107984763	0	0	0	0	0	0	0	0
106821730	3	14	11	1	1	2	4	8
56924	2	1	0	0	0	0	0	1
644809	0	0	0	0	0	0	0	0
100131244	0	0	0	0	0	0	0	0
5330	7	2	4	1	3	1	0	4
112268152	0	0	0	0	0	0	1	0
100505573	134	128	209	154	353	97	145	505
388115	323	215	216	256	328	135	192	491
644844	0	0	0	0	0	0	0	0
85455	38	20	35	34	70	3	5	38
90417	134	499	555	119	121	140	146	283
3712	1553	1633	1678	1297	1924	1014	1301	2679
22893	558	898	632	502	724	863	648	800
113189	1018	1158	845	798	1003	841	880	1280
90416	390	475	433	326	496	352	303	650
359821	13	4	6	11	15	4	7	25
27079	177	217	191	146	204	143	134	214
100189229	0	0	0	0	0	0	0	0
57082	52	385	497	21	31	89	88	167
100505648	68	46	44	57	39	31	38	59
5888	49	270	248	37	39	43	87	202
55177	667	1003	975	663	979	644	655	1273
2644	21	14	20	16	30	15	13	32
55192	239	269	229	178	226	234	191	331
643338	47	50	46	32	43	49	63	92
84936	492	628	650	373	714	431	523	815
54866	1	0	1	1	0	0	1	3
102724362	2	0	1	0	1	2	1	0
6692	16	32	16	20	24	54	10	11
171177	2	3	5	1	1	2	4	8
57617	919	1459	849	791	856	1127	723	986
105370943	1	3	1	1	3	4	2	3
54567	6	6	0	2	2	5	4	4
79094	701	467	626	263	185	206	520	474
105370789	0	1	2	0	0	0	2	0
112268144	20	39	34	19	31	32	23	34
54617	1061	1648	1488	988	1353	1178	1098	1691
105376713	1	0	0	1	1	0	1	0
161829	1	0	1	1	0	0	0	3
11261	2241	2299	1865	1873	2539	2789	1987	3168
729082	2758	4531	3565	3201	4391	3806	2772	4118
11339	20	116	51	16	18	26	25	27
51203	166	988	815	79	84	231	162	354
51103	317	364	245	271	270	276	158	356
23168	1502	2209	1863	1188	1763	1999	1451	2379
105370790	0	1	0	0	0	1	0	0
3706	4	26	31	5	6	7	10	6
4058	15	12	16	10	11	2	5	21
26015	731	1058	762	628	669	713	570	946
7301	386	670	626	341	563	329	425	812
105370791	0	1	0	0	2	0	0	0
23269	661	1058	1109	869	1333	1237	948	1195
693211	0	0	0	0	0	0	0	0
23005	997	992	650	602	692	1026	819	1127
8681	172	122	110	109	139	173	152	199
100137047	114	105	82	86	101	129	115	137
100137049	129	90	83	79	100	136	117	167
51332	26	152	93	38	31	50	60	32
100423013	0	0	0	0	0	0	0	0
105370792	29	71	63	25	48	28	17	44
30844	786	1356	917	577	630	542	328	905
101928363	0	0	1	0	0	0	0	1
101928388	0	0	0	0	0	0	0	1
123745	0	0	0	0	0	0	0	0
105370793	0	0	0	0	0	0	0	0
283748	0	0	0	0	0	0	0	0
255189	0	0	0	0	0	0	0	0
23339	2554	3629	2706	2441	2916	2814	2038	2908
693212	0	0	0	0	0	0	0	0
105370795	2	2	4	3	3	4	3	2
25963	1161	2314	1906	1119	1493	1803	1309	1892
2595	436	560	408	390	466	440	347	597
825	231	207	166	177	307	158	144	284
105370794	1	2	0	0	1	1	2	0
64397	3642	5308	4160	3043	3811	3978	2755	5044
8773	1181	1867	1702	1170	1457	1306	1047	1901
255252	421	663	609	472	648	533	543	895
55142	483	771	679	366	546	470	445	735
57519	328	501	405	336	380	525	313	293
146059	462	559	379	370	486	578	491	646
146057	535	675	716	492	775	783	622	946
197131	952	1564	1197	958	1151	1399	841	1464
80021	158	547	478	174	348	142	196	314
23582	842	1220	1448	768	1121	729	798	1421
2038	0	0	0	1	0	0	0	0
9333	1	1	5	4	5	0	0	4
116179	0	6	6	0	1	0	0	0
9836	216	351	203	209	232	244	191	359
161823	240	360	309	217	225	233	191	384
146050	648	788	622	569	773	827	553	870
27229	528	869	788	453	740	735	654	801
7158	2650	3811	3209	2485	3121	4260	2942	3974
4130	6343	16025	9824	6750	7067	14870	7697	4798
9677	365	348	311	281	412	400	423	532
1159	1	1	3	0	1	0	0	1
161497	2	2	3	2	7	3	10	7
117155	6	12	10	3	11	8	17	10
110006325	164	166	149	140	205	184	189	264
548596	1	1	4	0	1	0	0	1
554225	2	1	2	1	5	3	8	5
440278	25	39	21	17	8	12	13	13
2923	13245	23831	14030	11318	9170	13090	8136	12055
80237	77	114	125	90	143	59	68	104
10169	9526	13355	9661	6655	7332	6254	5404	9317
100529067	1674	2635	1869	1291	1253	1159	931	1800
100302254	1238	1914	1490	995	977	943	739	1360
619189	343	529	462	274	307	292	294	498
25764	375	564	421	319	291	288	199	490
4236	685	1281	923	717	748	894	597	1048
79968	127	403	226	88	110	129	176	361
84978	36	327	119	55	34	7	6	66
728758	34	80	54	38	40	48	30	54
113201	3433	5794	4923	3322	4236	4190	3581	5204
51496	382	722	643	439	596	687	537	721
645212	172	240	203	184	217	168	134	194
8669	1254	1799	1256	1203	1035	1175	794	1680
80208	1446	2269	1783	1766	2080	2102	1419	1867
197135	51	136	155	58	88	27	30	65
567	26985	72629	58763	36052	53388	32988	19163	33460
113218500	916	2064	1794	1196	1963	1118	699	1128
100419583	680	2584	1668	1139	1887	966	600	808
140691	31	84	93	35	96	41	40	49
653381	124	198	155	65	98	122	107	172
105370798	0	0	0	0	0	0	0	0
145645	0	0	0	0	0	0	0	0
6652	237	406	319	136	216	224	198	375
50506	2	46	61	11	11	5	0	2
405753	0	14	5	2	1	0	0	0
90527	0	72	48	13	8	1	2	3
53905	16	221	141	82	90	27	39	35
90525	90	67	58	38	93	174	79	75
100188986	0	0	0	0	0	0	0	0
100188988	0	1	1	0	0	0	0	0
100189065	0	0	0	0	0	0	0	0
101928414	7	23	13	7	4	14	8	3
9153	1	8	2	4	1	3	4	5
2628	1	3	2	4	3	5	4	1
79029	149	189	177	144	167	162	116	294
84419	14	39	18	22	62	19	22	108
100126311	3	6	6	4	12	5	6	23
107987223	0	0	0	0	0	0	0	2
105376714	0	1	3	0	3	1	2	5
7782	501	516	497	499	679	444	335	831
283651	114	214	132	73	75	78	76	125
109617005	0	0	0	0	0	0	0	0
26258	1862	3159	2394	1604	1900	2444	1666	3027
58472	2204	3158	2126	2582	3018	1587	1469	2964
105370802	0	0	0	0	0	0	0	0
107984794	0	0	0	0	0	0	0	0
105370803	0	0	0	0	0	0	0	0
107984733	0	0	0	0	0	0	0	0
80031	229	7	6	159	175	323	202	227
105370804	0	0	0	0	0	0	0	0
101928442	0	0	0	0	0	0	0	0
105370805	0	0	0	0	0	0	0	0
102724553	0	0	0	0	0	0	0	0
107984792	0	0	0	0	0	0	0	0
107984136	0	0	0	0	0	0	0	0
283652	6	0	5	1	1	2	6	20
50804	47	31	95	11	22	22	56	241
399697	0	0	0	0	0	0	0	0
105370807	0	0	0	3	1	0	0	1
6557	0	0	0	1	3	0	0	1
112267905	0	1	3	4	1	0	1	0
107984756	0	0	0	2	0	0	0	0
107984758	0	0	0	0	0	0	0	1
107984755	1	0	2	1	2	0	2	2
107984757	1	3	2	0	1	1	1	5
1854	791	1386	1074	857	908	820	804	1137
2200	50058	41432	28801	66615	61504	33794	21985	64610
105370809	22	42	47	20	35	14	25	75
22995	108	330	239	149	150	178	132	144
101928472	0	0	0	0	0	0	0	0
399694	11	13	18	8	20	24	21	30
23741	3725	5951	4976	3862	4130	4404	3269	5321
9728	1266	2070	1697	1673	2235	2116	1272	1776
9318	2274	3228	2929	2456	3163	3151	2186	3162
2585	260	474	308	276	334	356	199	281
100306975	2	2	1	1	7	1	1	2
100616332	0	0	0	0	0	0	0	0
196951	78	108	109	88	104	101	52	114
2252	2585	3005	1903	3441	4575	1485	1142	3115
105370811	0	4	0	0	1	1	1	3
56986	1077	1423	1163	1031	1542	1047	948	1714
79895	28	22	12	32	40	25	13	35
102724587	1	2	1	0	1	1	1	1
11001	1	2	2	1	4	2	1	2
3067	0	0	0	0	0	1	1	0
2553	427	670	531	401	386	541	360	519
55056	219	316	343	220	318	258	187	290
100129387	80	103	111	85	94	80	78	111
100616396	3	4	6	1	3	1	1	1
9101	1368	2067	1843	1306	1648	1759	1266	2155
107984741	4	3	2	5	2	2	4	7
373509	8	15	17	9	13	7	11	16
54822	2546	4195	3593	2862	3034	4913	3110	3405
84888	1818	2501	1861	1508	1578	2331	1688	2326
23431	478	719	537	547	565	573	445	739
100132724	7	10	11	5	2	8	3	7
109729174	0	0	1	0	0	0	0	0
388121	259	686	293	553	410	108	76	156
1588	285	311	222	144	320	106	139	459
100616369	0	0	0	0	0	0	0	0
102465855	0	0	0	0	0	0	0	0
102466250	0	0	0	0	0	0	0	0
112268146	0	0	0	0	0	0	0	0
342035	634	97	128	25	161	25	110	1527
23312	770	1041	939	855	1273	1036	782	1194
105370816	0	0	0	0	1	1	0	0
29106	0	4	1	2	11	0	3	11
256586	128	147	141	121	168	108	106	209
29767	632	524	694	660	1020	570	652	1305
29766	2809	3678	2367	2389	2525	3707	2380	3575
100422556	1	1	1	1	0	3	2	1
112268148	15	10	10	14	9	9	8	21
123169	608	906	738	641	733	840	595	981
112268149	2	2	3	0	1	0	1	0
112543478	7	16	13	7	9	6	1	4
5597	1508	3235	1507	1671	953	3031	1058	1218
112268150	20	32	42	95	89	48	12	24
10017	3	0	1	7	2	5	1	4
10681	618	982	684	633	811	840	557	664
100129973	5	4	8	2	6	1	5	5
55930	5	2	4	1	5	4	7	11
105370820	0	0	0	0	0	0	0	0
100302202	0	0	0	0	0	0	0	0
105370819	0	0	0	0	0	0	0	0
4644	2284	3365	1848	2435	1895	3675	1915	2358
10776	2501	3700	2322	2270	2248	3079	2142	3108
56204	569	745	748	641	982	1058	990	985
105370821	3	5	1	0	0	0	2	0
3175	1	0	0	0	0	0	0	0
105370824	0	0	0	0	0	0	0	0
101928499	0	0	0	0	0	0	0	0
107983981	0	0	0	0	0	0	0	0
105370823	0	0	0	0	0	0	0	0
105370822	0	0	0	0	0	0	0	0
105370826	0	0	0	0	0	0	0	0
256764	0	2	1	0	0	1	0	1
440279	0	0	0	0	0	0	0	0
105370827	0	0	0	0	0	0	0	0
105370829	0	0	0	0	0	0	0	0
51187	1371	1724	1635	1398	1542	1944	1267	1529
5873	599	1106	832	435	550	544	403	694
101928527	105	154	141	119	128	152	97	133
9488	261	325	268	228	225	300	238	312
100533483	2196	2887	2835	2460	3012	4035	3282	3059
9236	3121	4163	4009	3455	4068	5661	4521	4293
693213	0	0	0	0	0	0	1	0
145788	58	77	66	51	57	77	63	49
161582	36	86	70	46	43	68	50	59
107984745	5	1	1	1	3	3	2	5
26108	399	551	362	396	456	739	449	609
283659	15	47	37	63	72	62	42	21
4734	930	1352	1221	812	1090	1066	849	1663
64864	717	909	727	691	1012	1020	869	1179
374618	106	138	159	99	131	184	144	184
55329	75	266	244	70	122	126	133	165
105370831	0	0	1	0	3	0	1	1
105370832	0	0	0	0	0	0	0	1
54816	684	808	739	729	936	1008	799	1000
105370833	5	5	4	6	2	5	1	2
145783	85	173	94	118	129	149	76	97
6938	2110	4115	3590	2236	2579	3979	2384	2984
109616990	0	0	0	0	1	0	0	0
283663	16	12	12	4	7	10	11	18
101928611	0	0	0	0	0	0	0	0
84952	111	234	162	592	742	118	119	150
145781	613	992	1051	561	828	990	678	997
100820829	28	41	96	6	12	17	9	46
81488	619	989	1014	578	850	999	703	1003
105370834	1	4	2	2	3	6	1	2
107984724	0	0	0	0	0	0	0	0
8854	20	52	31	720	590	931	199	11
283665	0	0	0	8	7	5	2	0
366	11	7	5	120	70	44	6	6
3990	73	30	32	82	103	76	60	69
101928694	2	2	0	5	3	0	0	1
102	3714	6001	3330	4030	3000	6306	2205	3063
664618	10	27	25	22	16	21	13	18
101928725	4	5	6	4	1	3	2	2
54629	517	1004	970	826	1063	987	657	791
79811	1512	2057	1718	1155	1479	2212	1600	2372
54778	779	1249	896	669	856	1171	823	1204
9133	120	671	744	76	63	160	100	232
4643	3146	6993	3958	4993	5013	7862	2674	2631
100313886	2	3	1	3	0	3	1	1
92483	2	19	6	5	10	13	3	1
145773	19	81	43	48	73	58	39	35
9245	54	114	69	94	108	354	156	28
2958	508	793	529	470	500	588	395	667
663	1494	2486	1691	1415	1367	2170	1227	1598
107984803	0	0	0	0	0	0	0	0
107984802	0	0	0	0	0	0	0	0
27023	0	0	0	0	0	0	0	0
105370838	0	0	0	0	0	0	0	0
105370839	0	0	0	0	0	0	0	0
105370840	0	0	0	0	0	0	0	0
302	44361	48449	34393	20093	18929	22055	18130	56197
79664	868	1032	961	775	922	873	665	1287
101928784	4	7	10	8	3	5	6	7
6095	317	865	542	506	603	529	480	497
105370846	1	0	0	0	0	1	1	1
100996876	0	3	0	0	0	0	0	0
105370844	0	0	0	0	0	0	0	0
102724802	0	0	0	0	1	0	0	0
105370842	0	0	0	0	0	0	0	0
107984805	6	5	2	9	5	3	2	11
105370841	12	5	2	6	4	3	2	6
105370847	0	0	0	0	0	0	0	0
107984782	0	0	0	0	0	0	0	0
101928850	0	0	0	0	0	0	0	0
107984783	0	0	0	0	0	0	0	0
100506530	0	0	0	0	0	0	0	0
54832	1311	1914	2060	1958	2919	3202	2013	2373
101928907	6	5	6	6	3	9	0	5
145741	7	5	8	1	6	185	65	5
388125	5	4	1	0	4	12	12	0
107984784	1	0	0	0	0	0	0	0
255180	0	0	0	0	0	0	1	1
105370849	2	0	0	2	1	4	3	2
105370852	0	0	0	0	0	0	0	0
105370851	0	0	0	0	0	0	0	0
102724938	0	1	1	1	0	0	0	0
105370850	0	0	0	0	0	0	0	0
102465869	0	0	0	0	0	0	0	0
102464834	0	0	0	0	0	0	0	0
83660	1037	1556	1088	1344	1364	789	734	1272
197003	0	0	0	0	1	0	0	0
105370855	0	1	0	0	0	0	1	1
406965	0	0	0	0	0	0	0	0
105370854	41	50	58	61	67	33	29	47
7168	10113	8862	6102	10706	11817	2795	4033	20309
111064646	37	53	28	105	84	26	25	58
107984798	0	5	3	0	0	0	1	4
114294	781	1280	956	944	989	810	406	1201
51065	4247	4065	2075	3985	3725	3993	2424	4522
101928972	0	1	0	0	0	1	0	0
51762	1228	2487	1363	1398	1211	1402	684	1158
83464	830	1287	1162	839	1100	838	926	1517
771	9443	33656	12967	14969	14921	18102	5876	5936
102723344	6	4	11	13	9	9	19	9
9960	687	884	576	521	532	1088	538	570
100130855	49	56	41	44	43	73	39	42
283807	28	33	21	24	20	9	11	27
8925	1036	1497	1372	1204	2064	1955	1391	1726
494334	0	0	0	0	0	0	0	0
23604	395	253	234	471	716	455	397	481
101928988	7	2	3	7	6	5	11	11
84191	507	992	923	552	722	645	443	939
6642	2585	4659	4138	2390	3481	3187	2541	4157
79856	6336	10564	6031	4672	4042	5961	3992	5854
5479	10414	17311	10084	7958	6517	10091	6412	9819
53944	823	1730	897	981	861	1139	724	1033
9768	153	329	164	92	61	90	65	147
9325	420	654	571	354	410	555	430	577
105370861	0	0	0	0	1	0	0	0
23060	1249	1936	1414	1094	1412	1940	1179	1755
107984736	0	0	0	0	0	0	0	0
101930091	0	0	0	0	0	0	0	0
4947	2064	2529	1536	1545	1566	2359	1202	1871
107984737	0	0	0	1	1	7	13	0
348093	70	25	18	79	108	418	318	46
100302184	0	0	0	0	0	0	0	0
80119	144	254	155	85	129	99	85	197
80301	1612	2803	1729	1751	1906	1947	1275	1546
348094	120	267	162	135	116	125	95	100
107984754	108	171	101	87	86	128	93	94
51324	1898	3283	2114	2220	2356	3023	1676	1932
123263	228	333	250	216	255	266	214	349
123264	3	7	14	1	3	17	20	2
51285	78	82	129	38	58	578	350	47
390594	0	0	0	0	0	0	0	0
390595	83	87	57	45	62	104	101	131
10081	712	1022	736	566	554	727	481	662
10845	797	1151	925	725	901	1119	671	1076
8483	98	238	133	68	172	568	157	66
112268147	34	42	35	26	35	43	22	38
54956	212	184	190	149	164	223	122	176
109617003	0	0	0	0	0	0	0	0
26831	0	1	0	0	1	0	1	0
26832	0	1	0	0	0	0	1	0
9543	0	2	2	1	0	8	0	3
57722	1209	761	658	832	1152	2145	1406	2015
54878	879	1260	1321	835	1261	1149	1005	1544
51495	2226	3859	3645	2068	3105	2950	2513	3962
81556	773	1122	942	616	731	794	713	1163
9187	350	658	546	280	402	309	321	547
102723464	0	0	0	0	1	0	0	1
10260	708	1056	1081	729	1088	1095	760	1291
109617020	0	0	0	0	0	0	0	0
100616379	0	0	0	0	0	0	0	0
105370866	3	1	0	0	0	0	1	3
100189317	0	0	1	0	0	0	0	0
8766	1847	3038	2628	1625	2106	2422	1824	3024
84465	43	80	55	44	58	78	56	80
105370867	0	0	0	0	0	0	1	0
100422905	0	0	0	0	0	0	0	0
105370868	1	3	2	0	2	2	1	0
115752	987	1098	1014	884	1277	833	739	1444
54962	88	247	162	69	113	116	112	152
692149	0	0	0	0	0	0	0	0
5604	771	1722	1226	679	784	890	593	1089
10302	380	636	453	350	438	368	292	452
100616149	2	0	0	1	0	0	1	1
6124	30806	23855	22449	22606	28573	34230	30915	45792
595100	6	5	6	2	3	4	0	7
595099	0	2	0	1	3	3	0	1
595097	5	5	3	0	3	6	3	4
595098	0	3	0	0	0	2	1	1
55055	176	644	601	150	164	217	257	433
197021	63	60	62	20	31	32	39	124
102723165	0	0	0	0	0	0	0	0
4091	1658	1026	713	616	822	668	813	1903
105370869	3	2	3	1	2	1	0	5
105376718	14	5	7	7	2	3	3	16
102723481	1	1	1	0	0	0	0	0
102723493	2	2	2	1	2	0	2	3
4088	4806	6555	5131	3359	4509	2506	2253	5868
79719	1182	1606	1426	1269	1466	1126	889	1679
64799	59	144	140	50	83	70	51	79
100506686	141	184	184	93	111	138	134	210
145853	166	152	152	135	78	137	84	146
5607	614	610	556	496	625	705	526	630
107984718	0	1	0	0	0	0	0	0
390598	5	8	3	2	3	3	4	2
105370870	0	0	0	1	1	0	1	1
101929076	2	6	0	1	2	0	1	1
26827	0	4	3	1	4	2	1	3
8554	693	1227	716	633	722	954	479	685
105370871	2	0	1	0	2	2	0	0
91860	83	174	88	65	73	84	87	78
54982	250	535	258	203	234	375	304	288
10116	1499	2251	1881	1499	1821	2724	1701	2107
22801	20418	19509	13173	16389	15084	15391	11333	14102
105370873	2	1	0	0	0	0	1	0
10391	182	535	568	434	553	558	455	236
8125	1107	1437	1436	799	1116	1320	1136	2187
100422971	0	0	0	0	0	0	0	0
80035	3	3	5	4	12	3	7	7
79400	7	15	10	17	17	27	37	1
246777	9	22	28	84	111	153	161	17
283673	0	0	3	0	2	0	0	0
26035	529	1078	738	620	889	910	452	735
102723548	0	0	1	0	1	0	1	0
54852	147	387	347	290	336	201	103	132
145694	51	72	81	71	68	32	21	59
9493	179	856	885	123	112	131	121	425
6176	17044	13165	12230	13220	17322	17006	20845	27331
105370876	2	6	3	0	1	2	0	1
145837	0	1	2	2	3	0	2	4
104472713	0	0	0	0	0	0	1	0
107984788	0	0	0	0	0	0	0	0
414926	0	0	0	0	0	0	0	0
101929129	0	0	0	0	0	0	0	0
7090	896	1097	668	544	648	1379	723	991
693214	0	0	0	0	0	0	0	0
105370877	4	6	1	3	0	3	0	6
107984734	0	0	0	0	0	0	0	0
105370878	0	0	0	0	0	0	0	0
105370880	0	0	0	0	0	0	0	0
107984781	0	0	0	0	0	2	0	1
101929151	2	1	3	2	0	2	0	2
104548972	0	0	0	0	0	1	0	1
104548973	0	1	0	1	2	0	1	7
107984791	3	3	7	0	5	3	2	6
55075	2656	3990	3821	2674	3178	2890	2618	5049
55323	1827	2412	2156	1889	1756	1789	1410	1959
54839	265	319	372	244	322	420	337	422
56906	42	174	215	38	57	62	84	104
105370886	0	1	2	0	0	0	0	1
196993	0	1	0	1	1	0	0	0
79875	192	317	121	477	222	34	31	304
101929196	0	0	0	0	0	0	0	0
105370884	1	0	0	1	0	0	0	0
107984716	0	1	0	0	0	0	0	0
101929173	0	0	0	0	0	0	0	0
10002	1	0	2	3	1	1	0	1
4649	826	1228	1223	1086	1547	1251	947	1364
107984713	0	0	0	0	0	0	0	0
107984714	0	0	0	0	0	1	0	0
123228	121	93	102	81	111	107	109	165
107984715	0	0	1	0	2	0	1	2
196996	6	3	3	6	5	4	5	6
5315	41239	69519	39011	31638	27812	32998	24481	42738
56965	1529	1698	1561	1364	1768	1758	1475	1908
105370887	3	3	4	2	5	3	3	3
60677	134	155	156	134	224	170	224	258
3073	5825	7398	4682	6852	6300	8304	3789	4490
80072	31	53	30	29	24	29	11	17
338949	0	0	0	0	0	0	0	0
105370888	2	3	8	2	2	3	4	4
107983949	5	6	7	4	11	3	3	5
25820	1883	2639	1868	1603	1769	2369	1477	2402
693215	2	1	1	1	0	0	0	2
102723640	1	1	1	0	2	0	0	1
112268145	6	5	2	3	5	2	3	4
55889	2	3	5	2	3	1	1	2
123346	0	1	1	0	0	1	0	0
585	526	738	638	450	630	537	564	838
83440	1375	2051	1443	969	1099	1420	993	1654
100287559	3	13	6	9	5	5	4	6
107984801	0	0	0	0	0	0	0	1
4756	1757	1701	1540	1822	2420	2515	1428	2148
113219462	0	0	0	0	0	0	0	0
10021	0	0	0	0	0	0	0	0
105370890	0	0	0	0	0	0	0	0
107984728	0	0	0	0	0	0	0	0
283677	0	0	0	0	0	1	1	0
27020	3143	5018	3873	2683	3414	3956	3240	4047
101241892	80	52	45	37	63	79	71	69
105370891	0	0	0	0	0	0	1	0
80381	8174	20164	9675	7985	9458	18622	10698	7527
388135	89	86	130	107	215	77	108	253
101929221	0	1	0	0	1	0	0	0
105370892	0	0	0	0	0	0	0	0
102723657	0	0	0	0	0	0	0	0
161514	18	5	3	9	4	13	13	25
100287616	1048	521	452	444	464	387	364	1362
4016	13062	5523	3117	4044	3324	4534	4702	8394
9399	438	851	579	328	382	315	262	572
5371	2271	4164	2393	1565	2260	1170	1136	2500
