GeneID	control	perturbed	control	perturbed	control	perturbed
105372421	2	3	0	3	1	4
444882	0	0	1	1	0	0
147920	0	0	0	1	1	0
388555	0	0	0	0	1	0
105376901	1	0	0	0	0	0
105372424	0	0	0	0	0	0
645553	0	0	0	0	0	0
93429	0	0	0	0	0	0
374918	0	0	0	0	0	0
64344	0	9	2	4	4	1
5536	938	1090	1053	1313	1133	1013
105372426	59	59	62	84	76	68
83987	1	3	0	0	1	0
55228	255	290	291	352	327	271
100506012	13	14	12	12	20	6
57469	0	0	1	0	0	0
808	6511	5105	8457	6631	8562	5034
5739	1011	832	1352	1147	1385	909
94235	1	0	0	0	1	1
147906	57	54	87	57	77	42
100506068	0	1	1	0	0	0
25865	220	317	244	429	298	431
100422913	0	1	0	0	0	0
107987269	15	16	18	23	23	30
29888	1719	2183	2277	3112	2381	2406
79147	148	217	133	241	154	241
6510	1165	1176	1435	1469	1702	1313
107985273	0	0	0	0	0	0
100170220	0	0	0	0	0	0
1175	1750	1847	2292	2280	2360	1738
2909	2157	2735	2452	3544	2960	3243
4861	79	93	72	86	90	95
54958	348	401	402	545	450	366
23211	561	619	691	767	825	715
10055	1783	1603	2341	2545	2247	1680
27113	420	645	505	917	624	795
100422899	2	2	4	3	3	5
100422832	2	2	4	2	3	5
26093	170	239	188	315	256	289
255783	85	102	101	109	106	97
105372427	4	8	4	7	1	4
728	5	4	5	5	2	3
27202	0	0	1	0	0	0
9704	649	927	799	1172	1014	997
56917	40	37	49	57	31	48
6543	13	17	14	41	30	32
11133	97	94	110	144	140	110
100505681	225	283	293	376	340	291
8775	2552	3197	3479	4727	3764	4053
84215	23	16	10	14	21	21
29998	195	332	265	379	284	399
30846	24	30	34	51	45	54
29997	1980	3009	2679	4397	2523	3238
692091	8	5	5	7	8	9
106144593	14	24	21	42	26	30
6415	502	743	687	1165	786	876
284355	0	0	1	0	0	0
1406	1	1	1	0	0	0
102725176	0	0	0	0	0	0
6822	0	0	0	0	0	0
100126800	0	0	0	0	0	0
100170223	0	0	0	0	0	0
100126798	0	0	0	0	0	0
100169951	0	0	0	0	0	0
100170218	0	0	0	0	0	0
100126799	0	0	0	0	0	0
100170219	0	1	0	0	0	0
100169959	0	0	0	0	0	0
100170226	0	1	0	0	0	0
100170225	0	0	0	0	0	0
100131137	0	0	0	0	0	2
64100	0	0	1	0	0	0
56344	1	0	1	1	0	1
8605	6	2	6	2	13	5
106144526	0	1	1	0	3	0
3978	1397	969	1822	1372	1713	937
107985293	1	0	0	2	1	0
374920	46	48	54	87	62	78
22900	120	119	131	149	143	122
100505812	6	11	7	9	11	9
105372429	0	1	1	1	1	0
163071	46	40	69	53	90	37
93233	12	8	13	12	7	8
2014	12	7	19	13	11	14
55260	233	123	324	139	328	107
23546	3	1	2	2	8	3
10945	2472	2383	3296	3390	3746	2991
107984140	12	13	10	13	12	17
2906	454	677	485	794	717	877
83743	838	719	1092	897	1222	746
3770	63	77	79	85	105	98
9266	1156	1544	1032	1646	1311	1569
114783	113	158	145	216	170	205
6820	4	21	4	32	8	30
54854	7	8	5	15	5	16
171169	0	1	0	1	1	0
6141	9136	10485	13164	14493	13280	10749
56848	251	479	344	641	413	615
1628	99	125	179	211	171	145
770	235	362	271	569	310	463
653677	20	34	23	51	26	33
126147	3	3	3	1	2	3
105372431	1	1	3	2	2	1
2524	10	16	18	18	30	15
105447645	8	9	8	8	11	7
284358	16	17	14	21	19	11
54922	11	15	7	8	11	9
284359	7	4	3	3	3	0
2523	295	319	322	423	393	380
26291	1	0	0	0	0	0
587	1485	2100	2127	3092	2146	2412
105372432	89	128	117	166	148	159
51171	11	14	17	30	11	23
57664	108	173	150	223	140	186
23645	588	656	614	875	778	831
7288	2	2	5	4	3	3
4924	2334	2847	3443	4197	3874	3530
100874085	262	291	350	402	373	302
27294	18	17	21	23	12	25
581	803	837	1141	1311	1214	1003
2512	4596	6262	7343	10825	6720	8074
2997	1210	2092	1461	2704	1577	2383
10856	1910	2361	2491	3198	2626	2388
102466738	1	1	2	1	1	1
3972	4	6	4	3	10	9
101059948	4	6	4	8	5	7
1082	7	15	11	11	19	15
100170228	0	0	0	0	0	0
114336	23	32	30	46	40	37
114335	5	10	11	14	7	6
100126780	1	2	2	2	2	0
93659	4	11	7	9	11	9
94115	7	15	12	15	20	14
94027	10	12	9	18	18	16
4909	3	2	3	1	2	5
3743	6	3	5	2	3	0
6625	1729	2025	2018	2313	2190	2103
64130	136	147	164	190	190	132
55150	19	27	20	28	28	9
8541	600	849	714	1112	800	1012
3270	5	5	1	8	8	6
54795	530	941	582	1203	660	1099
107985340	0	0	0	0	0	0
28968	40	49	38	54	52	54
100422979	0	1	1	1	1	1
951	35	26	29	30	41	55
8463	797	1121	1068	1794	1027	1244
27120	10	12	19	28	12	12
101928295	124	72	116	102	148	91
147872	7	7	22	12	10	9
113091	3	6	2	4	3	2
100507003	3	0	6	4	9	2
57030	84	14	98	37	123	29
55011	667	979	899	1548	1032	1193
126133	513	530	693	678	745	568
2323	5	5	8	6	4	3
23521	23422	31185	36300	48839	32527	33613
26819	10	9	15	17	8	13
26818	2	3	2	4	3	3
26817	6	3	6	6	7	6
26816	3	4	5	6	4	3
6205	15915	18089	23167	30430	22810	19681
84546	11	51	17	23	16	21
406942	0	0	0	0	0	0
2217	21	14	24	24	24	14
57333	8	7	17	12	15	7
51070	347	511	451	785	450	562
5639	53	111	79	163	96	146
57479	980	1140	1284	1530	1443	1514
6237	68	62	62	105	104	91
58506	1256	1516	1540	1826	1881	1807
3661	764	885	964	1226	1095	1086
83596	635	663	760	912	966	783
3276	3608	4271	4561	5153	4364	3688
100847074	0	1	0	0	0	0
199800	38	45	46	52	48	55
126129	72	102	102	157	108	114
60385	2	3	0	4	4	4
105372434	0	1	0	1	1	1
160	1415	1901	1640	2659	2071	2326
102465479	0	0	0	0	0	0
80199	73	93	100	137	113	127
105372435	5	8	11	9	7	8
81857	395	475	457	648	513	536
102465480	25	19	19	21	20	17
100506033	83	92	90	129	96	79
53635	1280	1636	1590	2400	1900	2090
100616313	1	2	2	3	3	2
101928378	326	442	385	626	475	473
11284	405	504	461	666	540	591
84335	1225	1755	1555	2484	1623	2127
79735	506	661	688	993	620	832
100616314	9	8	6	12	8	11
259307	83	104	140	132	140	112
23636	1283	1389	1666	1810	1781	1487
22809	601	556	834	793	847	678
100616483	47	50	75	87	75	66
114132	0	0	0	2	1	3
400709	2	0	1	0	2	3
51231	504	579	734	1012	728	707
25888	447	293	528	391	555	322
400710	4	5	4	16	17	14
100169956	0	0	0	0	0	0
100191063	0	0	0	0	0	0
100169952	0	0	0	0	0	0
100169957	0	0	0	0	0	0
100169953	0	0	0	0	0	0
100169958	0	0	0	0	0	0
100169955	0	0	0	0	0	0
100170216	0	0	0	0	0	0
100169954	1	0	0	1	1	0
100170224	0	1	0	1	0	0
105372436	0	0	0	1	1	1
100170217	0	2	0	1	0	0
100170227	0	0	0	0	0	0
126123	0	0	1	1	0	0
79784	1565	2824	1724	3399	2151	3389
3748	96	127	67	78	112	129
105372437	2	1	2	5	4	0
256236	1	2	6	4	3	2
9476	11	15	15	11	14	26
7376	728	1480	1020	2086	1058	1782
5424	1102	951	1438	1330	1495	934
6689	0	0	2	0	1	1
4606	2	5	4	8	2	8
112703	114	191	149	241	174	233
284361	1891	2801	2431	3962	2825	3677
126119	134	266	139	284	190	270
554235	3	7	3	2	9	5
94030	1	2	1	5	4	1
100126781	0	0	0	0	0	0
84258	0	1	2	2	3	1
342918	26	43	39	48	35	42
50944	4	4	11	5	16	7
6320	61	79	85	95	89	101
2854	0	0	0	0	0	0
105372440	2	3	5	3	1	2
105372439	3	2	3	2	4	3
93650	19	14	14	12	18	20
84798	6577	5905	8863	8695	9755	6538
692203	51	41	77	58	97	66
692202	3	12	8	7	8	3
692204	29	18	24	19	40	25
284365	9	7	7	5	5	7
3816	215	224	249	287	265	260
55554	19	9	15	23	23	23
105372441	10	3	7	2	10	1
354	514	310	805	407	1073	448
3817	532	368	698	408	824	468
606293	54	43	79	68	91	45
9622	5380	4036	6998	5233	7430	4854
25818	0	0	0	0	0	1
5653	0	0	1	0	2	0
105372442	0	0	0	0	0	0
5650	0	0	0	0	1	0
11202	1	0	0	1	1	1
284366	0	1	1	0	0	0
5655	5	0	1	5	7	2
11012	12	19	10	22	8	18
43849	4	0	1	1	1	0
26085	0	1	1	2	2	0
107985341	0	0	0	1	0	0
43847	7	10	3	3	6	8
90353	114	160	125	187	163	177
27180	0	2	0	0	0	0
27036	2	2	6	7	6	11
101928517	48	56	47	61	75	45
284367	35	28	38	47	50	27
102465873	0	0	0	0	0	0
945	3	1	3	4	4	2
107985327	0	0	0	0	0	0
284369	0	0	1	0	1	0
105372444	0	0	0	0	0	0
107985326	0	0	0	0	0	0
402665	7	5	11	13	6	13
147645	383	567	396	639	544	874
2109	1448	1905	1925	2444	2032	2049
125875	13	8	24	18	19	17
4818	1	0	0	1	0	0
3982	0	0	0	0	0	0
105372446	5	6	1	0	6	4
147646	0	0	1	0	0	0
89790	15	10	16	11	17	5
100129083	5	4	7	4	6	1
27181	0	1	1	0	0	0
729767	0	1	0	0	0	0
89858	0	0	3	0	1	0
946	0	0	1	1	0	0
7728	85	90	105	95	119	72
729975	4	5	12	3	7	3
8778	0	0	0	3	0	1
100049587	0	0	0	0	0	0
102238594	1	1	1	2	1	2
147650	18	20	22	30	30	24
407056	0	0	0	0	0	0
406887	0	0	0	0	0	0
406910	0	0	0	0	0	0
3036	0	0	2	0	0	0
2357	0	0	0	1	0	1
2358	0	2	1	0	0	0
105372448	0	0	0	0	0	0
2359	0	0	0	0	0	0
84765	35	46	45	53	63	35
101928571	15	11	8	14	14	10
65251	84	90	122	93	113	74
79898	49	43	48	87	72	56
101669766	0	1	1	2	0	2
59348	79	82	69	94	100	80
284370	123	168	110	192	140	159
80110	159	148	140	167	179	145
112268244	14	19	13	16	15	18
9668	80	77	55	83	69	70
284371	83	65	67	61	89	89
90317	114	143	102	172	106	154
162962	50	41	42	59	58	43
5518	4378	5557	5671	8348	6239	6073
102466984	0	0	0	0	0	0
105372449	4	5	1	5	4	1
90321	193	235	188	293	207	234
693228	0	0	0	0	0	0
147657	311	172	252	174	296	153
162963	58	56	55	86	62	70
400713	71	113	107	150	93	122
102724105	2	4	5	5	6	12
84436	122	96	99	123	101	121
147658	9	4	12	1	7	4
147660	11	8	18	9	7	11
388558	138	119	112	88	140	129
55762	150	126	132	127	137	143
7696	43	24	32	34	50	33
55769	234	189	145	181	214	212
81856	110	92	92	97	107	98
105372452	0	0	0	0	1	0
105372451	1	2	1	1	9	2
162966	105	84	86	100	98	105
7576	228	223	207	264	247	262
90333	254	275	224	368	266	321
162967	533	567	464	566	516	532
388559	153	110	136	161	164	165
100529240	26	31	24	31	21	30
399669	21	24	17	25	14	19
125893	114	73	78	99	108	81
79986	59	100	82	88	48	115
105372453	1	1	0	2	3	3
147664	0	1	1	2	1	0
100271846	0	0	0	1	1	1
90338	313	365	254	442	363	403
55786	85	110	75	121	74	110
84671	212	172	155	181	211	206
79788	39	32	50	31	41	24
390963	41	33	46	32	55	35
342926	48	40	39	46	47	25
317701	0	0	1	0	0	0
317703	0	0	1	0	0	1
646508	0	0	0	0	0	0
112401	0	0	0	0	0	0
107987270	0	0	1	0	0	1
91664	90	98	109	115	118	98
107987264	10	10	14	13	8	8
170958	218	149	156	161	197	148
91661	115	121	93	136	102	142
110116772	82	93	75	108	91	106
147804	165	134	185	128	181	131
388561	85	91	73	107	94	106
126017	97	98	90	99	108	80
55422	252	239	226	252	288	273
284379	0	0	0	0	0	0
503834	0	0	0	0	0	0
107985342	0	0	0	0	0	0
574458	0	0	0	0	0	0
574459	0	0	0	0	1	0
100302255	0	0	0	0	0	0
574460	0	0	0	0	0	0
574461	0	0	0	0	0	0
574462	0	0	0	0	0	0
574463	0	0	0	0	0	0
574464	0	0	0	0	0	0
574465	0	0	0	0	0	0
574466	0	0	0	0	0	0
100302265	0	0	0	0	0	0
574467	0	0	0	0	0	0
574468	0	0	0	0	0	0
574469	0	0	0	0	0	0
574470	0	0	0	0	0	0
574471	0	0	0	0	0	0
574472	0	0	0	0	0	0
107985346	0	0	0	0	0	0
574473	0	0	0	0	0	1
574474	0	0	0	0	0	0
574475	0	0	0	0	0	0
574476	0	0	0	0	0	0
574477	0	0	0	0	0	0
574478	0	0	0	0	0	0
574479	0	0	0	0	0	0
574480	0	0	0	0	0	0
574481	0	0	0	0	0	0
574482	0	0	0	0	0	0
574483	0	0	0	0	0	0
574484	0	0	0	0	0	0
574485	0	0	0	0	0	0
574486	0	0	0	0	0	0
574487	0	0	0	0	0	0
574488	0	0	0	0	0	0
574489	0	0	0	0	0	0
574490	0	0	0	0	0	0
574491	0	0	0	0	0	0
574492	0	0	0	0	0	0
574493	0	0	0	0	0	0
574494	0	0	0	1	0	0
574495	0	0	0	0	0	0
574496	0	0	0	0	0	0
574497	0	0	0	0	0	0
574498	0	0	0	0	0	0
100302205	0	0	0	0	0	1
574499	0	1	0	0	0	0
574500	0	0	0	0	0	0
442916	0	0	0	0	0	0
100616185	0	0	0	0	0	0
442917	0	0	0	0	0	0
442918	0	0	0	0	0	0
91662	1	1	0	0	0	0
105372457	2	3	1	2	2	1
91663	563	497	643	562	784	571
5582	0	1	2	3	2	1
59284	0	0	1	0	0	1
59283	0	0	0	0	0	0
100126325	0	0	0	0	0	0
59285	0	0	0	0	0	0
284415	1	0	1	0	0	1
441864	0	0	0	0	2	0
126014	2	4	1	2	3	4
4696	760	1079	1071	1552	1130	1248
29844	128	177	179	243	186	212
26121	927	1222	1088	1591	1131	1211
4849	1049	1100	1324	1395	1533	1241
102724273	6	5	0	2	5	7
79165	150	181	183	230	225	202
147798	378	693	440	1070	577	983
112268246	118	174	156	276	163	219
79143	839	1377	1114	1857	1338	1708
79042	1171	1392	1478	2013	1574	1511
6203	6421	8418	9268	13281	8973	9767
11025	0	1	2	7	6	2
107985279	0	0	0	0	0	0
79168	1	1	1	0	1	1
10990	0	0	2	0	0	2
10288	0	0	1	1	0	0
100616171	0	0	0	0	0	0
353514	1	0	1	0	0	1
23547	0	0	0	0	0	0
3903	0	1	0	0	1	0
57348	13	23	15	31	28	15
104355426	19	20	14	27	23	21
114823	1417	1524	1077	1246	1674	1428
94059	137	216	206	279	209	232
148170	8	1	5	5	3	2
3904	0	1	3	0	0	1
105372460	0	0	0	0	0	0
90011	0	0	0	0	0	1
107985347	0	0	0	0	0	0
105372461	0	0	0	0	0	0
11027	0	0	0	0	0	0
11024	1	0	1	1	1	1
10859	0	0	0	0	1	0
102466251	0	0	0	0	0	0
11006	0	0	0	1	0	1
102724290	0	0	0	0	0	0
79166	0	0	0	0	0	0
115653	0	0	0	2	1	0
3804	1	1	0	0	0	0
3802	0	1	0	0	1	0
101928804	0	0	0	0	0	0
3805	0	0	0	1	1	0
3811	0	1	1	3	2	0
3809	0	0	1	0	0	2
3812	1	1	1	3	2	0
2204	0	0	0	1	0	0
9437	0	0	0	0	0	0
199713	0	0	1	0	0	1
55655	0	2	0	1	2	2
107985325	33	31	39	30	37	39
51206	0	0	1	1	0	1
112724	483	554	511	595	652	607
54869	311	495	366	586	431	579
54776	410	624	529	762	594	819
102466872	0	0	0	0	0	0
7138	236	192	346	364	324	237
7137	21	11	33	31	23	19
352909	25	32	28	45	29	25
101930593	6	6	4	9	6	6
6861	10	26	19	40	22	46
5794	3	3	2	1	8	5
255043	49	62	51	71	49	63
22870	1329	1888	1532	2497	1858	2306
102465482	1	1	2	3	1	2
102465481	2	3	1	1	1	4
102466739	0	0	0	0	0	0
23640	598	932	760	1204	899	975
84446	25	29	21	28	23	31
284417	5	0	2	1	1	1
84787	334	415	418	507	502	400
125965	0	0	0	2	2	1
284418	0	1	0	1	0	0
3589	8	9	5	8	13	8
147744	8	10	8	14	12	5
388564	281	474	300	491	306	539
6158	7253	11832	9961	16334	10701	13449
102465483	6	10	26	9	7	13
27338	3829	3306	4887	4754	5114	3264
109623451	1	5	2	5	8	7
105372462	6	5	5	2	5	3
729956	8	5	4	9	5	3
79763	1380	1617	1876	2396	1938	1733
89887	171	204	176	251	225	217
57106	117	179	150	263	171	194
284297	58	80	77	86	96	97
646643	0	0	0	0	0	2
100130827	1	0	0	2	1	0
163033	184	271	212	357	257	345
84922	227	296	277	463	342	369
147807	124	169	117	288	139	243
107985322	4	2	5	5	11	5
100507290	189	290	235	334	273	306
147808	92	127	105	154	118	145
107983998	20	32	14	22	23	42
51545	293	402	392	635	430	473
51157	227	305	279	452	310	362
29903	255	372	378	605	398	499
11338	3368	3366	4144	4627	4398	3706
29924	1389	1682	1623	2278	1676	1927
338321	0	2	3	4	4	5
105372465	0	0	0	0	0	0
342931	0	0	0	0	0	0
729974	0	0	1	0	0	1
204801	0	1	1	3	0	2
147945	0	0	0	0	1	2
126204	0	1	0	0	1	2
126205	0	1	1	0	0	0
126206	0	0	1	2	1	1
101928886	0	0	0	2	1	0
126208	331	401	395	492	431	502
55311	490	672	607	997	725	871
85569	0	1	1	0	0	0
342933	1	1	2	0	0	1
649137	0	0	1	1	3	2
79149	60	63	52	73	75	65
100506374	3	0	1	1	1	0
105372470	0	1	2	0	3	3
112268243	6	10	8	8	6	5
105372468	3	3	1	1	1	2
147947	262	226	214	298	246	259
147948	47	49	44	50	65	56
386758	16	17	22	28	23	19
147949	40	57	43	56	52	49
63934	225	230	167	243	219	233
100128252	218	207	234	256	226	270
105372471	19	23	13	18	23	20
57573	132	150	116	188	151	167
101928982	0	2	0	3	1	2
140612	96	79	105	93	89	97
112268241	5	4	9	7	7	7
388566	71	68	83	84	102	86
58491	140	137	166	184	207	159
114818278	11	9	10	7	11	10
147670	0	0	0	0	1	0
90485	3	0	1	3	5	0
105372473	0	0	0	0	0	0
105372472	0	0	0	0	0	0
101929059	0	0	0	0	1	0
23619	3	7	5	7	4	4
5178	66	53	66	60	73	41
100169890	8	5	5	7	7	4
100073347	0	0	0	0	2	0
105372475	0	0	0	0	0	0
57663	0	1	1	2	0	1
114026	0	0	1	1	0	0
503835	0	1	0	0	0	0
9422	307	290	345	296	370	332
6795	1	3	6	4	4	5
390980	100	109	98	174	108	127
105372476	1	0	1	4	4	2
10794	43	28	48	36	47	41
125919	139	104	121	125	134	97
57343	235	181	242	244	294	195
284306	38	36	36	43	50	49
10597	24	49	53	63	59	54
147694	173	153	144	174	175	159
7565	89	71	78	83	90	79
388567	140	126	144	149	135	128
57191	5	3	3	4	10	6
400720	217	219	222	261	267	189
79744	100	91	104	101	106	100
374928	83	98	118	134	109	109
256051	115	140	130	165	143	120
162972	190	166	172	173	238	179
55659	53	68	73	103	69	74
284307	34	33	50	37	44	23
348327	119	75	111	96	145	57
7693	219	272	235	376	274	316
10520	82	84	76	118	117	74
201516	1	0	0	0	0	2
90233	216	197	221	259	249	206
7710	1	3	2	2	2	2
79891	7	5	3	4	3	6
284309	209	306	208	365	249	317
54807	114	127	123	144	148	118
79818	122	124	133	134	136	129
2282	0	0	0	1	0	0
100293516	106	116	104	101	106	74
84914	382	317	322	295	443	347
100874260	21	21	16	33	37	27
730051	101	110	104	135	112	131
147687	192	203	164	155	205	173
147686	49	40	48	51	45	46
10172	92	74	80	79	92	68
147685	0	0	0	1	1	0
80095	96	84	108	107	112	97
100128398	19	11	10	15	16	7
105372478	1	0	0	0	1	0
284312	21	12	21	20	17	8
7694	74	73	72	103	107	86
65982	373	478	421	609	459	575
79673	131	110	143	131	162	108
10782	276	271	314	345	328	299
105372479	0	0	0	0	0	0
27300	490	532	494	721	595	549
105372482	51	56	56	44	74	52
7554	177	202	154	224	233	214
108903150	347	320	391	359	445	350
105372481	279	232	330	291	366	278
105372480	78	80	107	127	115	100
342945	172	173	174	220	212	193
102465484	1	0	1	1	0	1
1	48	51	53	78	58	72
503538	51	72	54	90	76	66
162968	133	197	153	218	159	175
105372483	9	10	11	19	8	8
116412	70	81	106	84	80	83
105372484	3	4	4	3	3	3
100616168	2	2	2	0	2	3
6193	10140	13571	14341	20645	14858	14111
113218487	2268	3033	3394	4948	3225	3134
646862	46	69	40	87	58	107
110806301	32	32	27	56	34	46
201514	423	453	487	511	526	460
7691	41	52	57	64	47	71
388569	168	207	199	251	263	230
25799	444	501	551	583	598	508
55663	281	317	391	409	414	342
112268251	25	32	34	41	35	33
10998	244	360	304	449	331	347
105372485	12	12	11	20	20	15
84878	432	499	528	614	574	555
105372486	69	54	69	59	67	68
10155	7692	8557	10071	11588	10865	8874
102465976	4	4	7	8	4	5
27243	1506	1757	1789	2383	1928	1856
9040	1678	1884	2055	2234	2465	1941
100131691	67	63	52	78	93	68
7593	270	480	299	513	387	482
65996	524	786	637	948	687	884
107987272	31	26	32	29	32	38
245938	0	0	0	0	0	0
81623	0	4	0	0	1	1
140850	0	0	0	0	0	0
245939	0	1	0	0	0	0
140881	0	0	0	0	0	0
400830	7	1	5	2	5	2
140680	89	144	92	150	100	136
85364	261	470	281	554	345	594
100507459	109	94	117	113	111	90
6666	649	992	852	1330	874	1218
101929937	219	261	322	353	310	276
80023	1410	1465	1927	2345	1997	1715
57761	1225	1494	1686	1910	1830	1656
10616	1101	1202	1347	1410	1636	1376
128637	736	750	902	976	1043	932
1457	2418	2278	2550	2989	2821	2523
6939	13	7	22	18	31	19
107985387	0	0	0	0	0	0
140809	1358	1603	1538	1817	1849	1691
107985423	55	41	47	41	51	27
105372491	0	0	0	0	0	0
85508	1	4	6	1	6	4
113278	37	71	63	129	74	102
83541	89	99	134	139	123	120
51378	2	0	3	2	2	1
105372492	0	0	0	0	0	0
343637	133	154	141	196	171	243
105372494	0	0	0	1	0	0
9491	1288	1513	1661	2060	1690	1639
105372493	1	0	2	3	1	2
55321	77	109	49	77	84	108
105372496	1	1	4	1	1	2
400831	3	1	4	0	2	1
642636	2	1	1	1	0	0
9751	22	39	37	50	61	49
100528031	123	196	138	187	140	162
27111	9	12	10	9	11	8
100507495	87	99	87	97	90	73
2280	1417	1619	1626	2207	1669	1745
102465524	1	1	1	2	1	2
105372497	0	0	0	0	0	0
55968	839	970	1053	1282	1135	1079
284759	0	0	0	0	0	1
105372499	0	0	0	0	0	1
105372498	0	0	0	0	0	0
128646	1	0	0	0	0	1
107985409	0	0	0	0	0	0
10326	5	5	6	6	4	5
55423	0	0	2	0	1	0
101929010	0	0	0	0	0	0
105369219	0	0	0	0	0	0
100289473	1	0	0	0	0	0
107984104	0	1	0	0	0	0
105372501	0	0	0	0	0	0
107984088	0	0	0	0	1	0
102724545	0	0	1	0	1	1
140885	65	65	85	111	93	75
727993	0	0	0	0	0	0
5173	0	0	0	0	1	0
140901	1144	1018	1352	1264	1487	1096
105372502	0	0	0	0	1	0
388780	8	7	11	16	8	7
7053	4	0	2	2	2	3
105372503	0	0	0	0	0	0
343641	0	0	4	3	4	2
6628	3487	3715	4637	5450	4670	3710
100113378	1	2	0	0	0	0
79175	181	194	188	187	203	190
105372504	0	0	0	0	0	0
117532	2	2	1	1	1	2
105372505	1	0	1	0	0	1
10528	2622	2429	2903	3070	3194	2408
100302138	27	44	34	48	47	41
692213	17	13	13	13	16	14
677831	5	1	2	3	5	1
692201	100	78	81	93	122	61
26793	3	3	3	3	7	8
26792	10	10	7	9	9	10
3420	1603	1457	1644	1835	1981	1350
105372507	0	1	0	0	2	1
57593	60	45	90	81	72	62
105372506	1	0	2	1	2	2
56265	0	0	2	2	1	1
128653	1	0	1	0	0	0
100288797	0	0	0	0	0	0
64773	259	281	262	311	272	263
64601	258	313	314	411	329	360
5786	861	548	1099	699	1085	482
2797	19	3	12	5	7	13
64949	1185	1385	1483	1827	1694	1405
101929098	0	0	0	0	0	0
5020	0	0	0	0	0	1
551	1	0	0	0	1	1
100134015	16	15	20	20	18	14
22888	196	196	236	240	257	236
60493	407	487	515	620	525	538
9762	58	67	62	99	81	91
107985414	6	2	6	3	8	4
65992	642	813	747	902	912	890
3704	770	1175	1013	1602	1055	1292
83959	215	262	224	230	276	236
25943	23	29	32	42	40	44
105372508	0	0	0	0	0	0
105372509	0	0	0	0	0	0
8455	734	865	861	1021	1004	927
64096	0	0	0	0	1	0
80332	3	0	5	1	6	0
6614	0	0	1	1	1	2
116835	13	19	21	10	28	8
54976	954	1146	1243	1556	1354	1246
25876	24	48	14	79	22	61
1059	1406	1845	1706	2421	2020	2075
994	1615	1674	1952	2257	2299	1816
101929125	1	0	1	0	4	0
55317	198	254	240	328	293	260
57506	1466	1634	1572	1947	2095	2126
107985395	23	31	28	28	28	20
80025	414	446	434	516	542	486
406896	1	1	0	0	1	0
100302282	1	1	0	0	1	0
11237	176	248	184	280	215	254
54498	72	42	103	80	80	72
728228	0	0	0	0	0	0
146	0	0	1	0	1	0
105372510	0	0	0	0	0	0
5621	631	526	738	535	846	563
23627	0	0	1	1	1	0
149830	0	0	0	0	0	0
105372511	0	0	0	0	0	0
9770	14	8	11	13	11	4
107985392	0	0	0	0	0	0
9962	404	485	420	474	465	482
29058	738	727	796	973	850	879
5111	2140	926	2631	1156	2274	766
100302739	559	337	715	359	727	252
8760	502	498	571	699	598	571
128674	0	0	0	0	0	1
100507629	0	0	0	0	0	0
107985411	0	0	0	0	0	0
643406	16	11	20	11	22	14
105372513	0	0	2	0	0	0
149837	96	64	105	73	120	72
101929207	0	0	0	0	0	0
56261	253	213	192	250	265	232
105372514	0	0	0	0	0	0
149840	9	16	25	20	23	26
1114	47	70	51	104	86	91
51605	400	470	418	600	486	446
84515	715	402	622	392	803	325
101929225	3	1	2	2	2	3
54675	481	410	392	520	500	486
164312	12	9	16	21	17	14
55612	340	290	361	324	428	240
101929244	0	0	0	0	0	0
105372516	0	0	0	0	0	0
105372517	2	0	0	0	2	0
650	160	209	224	253	288	273
101929265	0	0	0	0	0	0
101929288	0	0	0	0	0	0
101929312	0	0	0	0	0	0
102465865	0	0	0	0	0	0
105372518	0	0	0	0	0	0
54363	0	0	4	0	0	0
56255	553	255	574	263	563	196
105372520	0	0	1	0	0	0
23236	134	132	156	172	160	146
100874337	0	0	0	0	0	0
105372521	0	1	1	0	0	0
26767	0	0	0	0	0	0
105372522	0	0	0	0	0	0
5332	207	297	216	348	302	350
101929329	0	0	0	0	0	0
24141	2	0	0	2	0	0
57144	0	1	3	1	0	0
105372523	0	0	1	0	0	0
101929348	0	0	0	0	0	0
101929371	0	0	0	0	0	0
100131208	0	0	0	0	0	0
63926	198	151	211	158	239	154
105372524	0	0	0	0	0	0
6616	3	0	6	3	1	0
112268268	0	0	0	0	0	0
8195	707	559	708	723	813	623
128710	151	133	164	146	193	141
182	3	11	7	18	3	11
102465525	0	1	0	0	0	0
101929395	0	0	0	0	0	0
107985398	0	0	0	0	0	0
105372525	0	0	0	0	0	0
101929413	0	0	0	0	0	0
728434	0	0	0	0	0	0
105372527	0	0	1	0	0	0
105372528	0	0	0	0	0	0
339593	0	0	0	0	0	0
105372529	0	0	0	0	0	0
105372530	0	0	0	0	0	0
728450	0	0	0	0	0	0
22903	442	485	452	558	551	534
105372531	0	0	0	0	0	0
107985406	0	0	0	0	0	0
107985407	0	0	0	0	0	0
105372532	0	0	0	0	0	0
101929486	0	0	0	0	0	0
102606466	0	0	0	0	0	0
105372535	0	0	0	0	0	0
100505515	0	0	0	0	0	0
55304	0	1	0	3	1	0
55617	120	161	153	211	137	155
140862	2	1	1	0	1	2
105372539	1	0	1	1	1	1
100505536	0	0	0	0	0	0
51575	285	221	256	272	290	209
79133	178	198	193	232	196	200
80343	0	0	0	0	1	2
140733	10	8	13	12	17	8
23767	4	6	1	2	5	7
140848	0	0	0	0	0	0
100379174	0	0	0	0	0	0
107985394	0	0	0	0	0	0
613266	0	0	0	0	0	0
55614	343	364	491	426	465	341
105372541	0	0	0	0	0	0
