GeneID	control	control	perturbed	perturbed	perturbed	perturbed
26046	1053	712	1500	1021	771	688
105372766	0	0	0	0	0	0
10069	472	325	637	482	424	330
10600	811	474	1128	761	676	553
10694	5634	3285	7489	5093	4521	3458
56911	93	44	122	78	98	73
105372767	0	0	1	1	3	0
193629	1	1	0	0	0	1
105369299	2	2	6	2	9	5
571	1017	677	1353	980	964	792
100874322	0	1	1	1	1	1
107985486	1	0	1	1	0	1
105372770	0	0	0	0	1	0
54147	0	0	0	0	0	1
2897	123	96	227	141	132	98
105372768	11	11	27	16	14	10
100379661	10	5	9	7	6	2
642976	6	2	3	1	4	1
26285	0	0	0	0	0	0
266919	0	0	0	0	0	0
9073	0	0	0	0	0	0
643803	0	0	0	0	0	0
100131902	0	0	0	0	0	0
388818	0	0	0	0	0	0
643812	0	0	0	0	0	0
337963	0	0	0	0	0	0
337959	0	0	0	0	0	0
100422891	0	0	0	0	0	0
105372772	0	0	0	0	0	0
140258	0	0	0	0	0	0
337960	0	0	0	0	0	0
284827	0	0	0	0	0	0
254950	0	0	0	0	0	0
337882	0	0	0	0	0	0
337969	0	0	0	0	0	0
337970	0	0	0	0	0	0
337971	0	0	0	0	0	0
337972	0	0	0	0	0	0
337973	0	0	0	0	0	0
337974	0	0	0	0	0	0
100288287	0	0	0	0	0	0
337968	0	0	0	0	0	0
337967	0	0	0	0	0	0
337979	0	0	0	0	0	0
337966	0	0	0	0	0	0
337975	0	0	0	0	0	0
100151643	0	0	0	0	0	0
337976	0	0	0	0	0	0
337985	0	0	0	0	0	0
105372773	0	0	0	0	0	0
100288323	0	0	0	0	0	0
337978	0	0	0	0	0	0
337977	0	0	0	0	0	0
337879	0	0	0	0	0	0
337878	0	0	0	0	0	0
337880	0	0	0	0	0	0
105372776	0	0	0	0	0	0
105372775	0	0	0	0	0	0
105372774	0	0	0	0	0	0
728299	0	0	0	0	0	0
7074	838	551	1447	1018	1099	863
107985487	12	6	18	12	11	11
105372777	0	0	0	0	0	0
150051	24	6	39	30	17	17
107985488	0	0	0	0	0	0
102724449	2	0	0	0	1	0
6647	2601	1535	3867	2766	2489	1725
57466	1145	678	1821	1183	1016	843
30811	0	1	2	3	0	2
100551499	0	0	0	0	0	0
54069	378	250	575	351	315	228
56246	53	27	62	51	35	29
105372779	2	1	5	3	1	1
9875	1915	1144	3078	1992	1661	1202
677846	0	0	0	0	0	0
84996	57	33	80	66	59	50
59271	152	83	211	179	167	122
110091775	351	192	458	344	337	251
140290	10	5	16	13	8	6
105372782	0	2	0	1	1	2
56683	637	369	872	660	646	477
8867	391	248	673	421	324	246
100506215	19	12	36	28	34	22
94104	771	433	1081	815	678	593
54067	6	0	6	2	4	2
56245	0	0	0	1	0	0
105377136	0	0	0	0	0	0
102724502	0	0	0	0	0	0
10215	0	0	0	0	0	0
107985505	0	0	0	0	0	0
105372785	0	0	0	0	0	0
101930746	0	0	0	0	0	0
116448	0	0	0	0	0	0
101928107	0	0	0	0	0	0
728409	0	0	0	0	0	0
105372787	0	0	0	0	0	0
3455	774	461	1055	764	546	425
100288432	9	4	12	6	8	2
3588	804	471	992	701	595	485
3454	1116	721	1620	1126	1063	796
3460	1728	1072	2347	1581	1404	1122
757	795	523	1087	732	691	582
54943	9	7	19	9	5	12
2618	4009	2535	5346	3790	3460	2639
6651	7508	4925	12021	8180	6465	5145
102465248	55	38	112	71	48	39
107985481	93	58	129	99	97	73
29980	657	368	853	652	550	443
9946	348	215	447	343	250	208
6453	1757	1121	2734	1917	1567	1218
539	2211	1297	3004	2158	1849	1337
100506334	0	1	0	0	1	0
101928126	0	2	1	2	2	1
105372790	0	0	0	0	0	0
105372789	0	0	1	0	0	0
64968	1455	917	1932	1349	1341	1018
6526	2018	1407	3455	2423	1979	1553
114036	1	1	5	5	7	2
105372791	5	4	4	6	2	2
9992	3	2	3	2	2	3
54065	92	60	111	84	74	53
101928147	4	2	5	2	4	4
105372793	6	3	9	5	10	4
388820	0	0	1	0	0	0
3753	6	3	9	5	2	5
1827	3888	2320	4802	3284	1518	1158
54102	0	0	0	0	0	0
54064	0	0	0	0	0	0
107985515	0	0	0	0	0	0
100506385	0	0	4	3	3	0
861	2425	1484	4111	2899	1877	1533
102724584	1	1	2	3	6	4
112267915	5	5	14	5	5	5
80215	0	0	1	0	0	0
100506403	0	0	0	0	0	0
768219	0	0	0	0	0	0
54036	0	0	0	0	0	0
101928269	0	0	0	0	0	0
100996609	0	0	0	0	0	0
54093	233	135	305	241	210	190
105369295	0	0	1	0	0	0
100133286	315	179	596	359	352	256
873	1852	1056	2705	1822	1896	1535
105369306	0	0	0	0	0	0
100506428	107	61	136	97	114	88
874	435	236	651	409	541	376
9980	2541	1583	3662	2486	2205	1662
23515	714	402	860	611	546	387
8208	919	609	1389	952	799	610
105369301	13	6	12	7	18	11
23562	0	0	2	2	0	0
105369308	10	4	18	12	4	6
6493	692	410	1213	859	541	438
107985492	19	20	40	22	30	21
3141	871	498	1225	842	678	569
105369305	1	0	0	0	0	1
53820	0	3	1	0	2	2
105372795	1	0	3	5	2	1
51227	107	61	106	88	83	52
7267	7132	4630	10711	7489	5257	4205
100874006	163	114	277	187	147	104
257203	3	1	2	0	0	3
10311	1234	776	1778	1142	1135	876
1859	1140	674	1717	1234	1073	796
105372797	1	0	0	0	1	0
105372798	2	0	5	6	9	6
3763	0	0	0	1	0	0
107985507	0	0	0	0	0	0
105372799	0	0	1	0	0	1
101928368	0	0	0	0	0	0
10281	0	0	0	0	0	0
84677	0	0	0	0	0	0
259234	0	0	0	0	0	0
3772	2	2	0	0	6	3
105372801	0	0	0	0	0	0
102724678	0	0	1	0	0	3
107985513	1	1	5	1	7	3
2078	0	0	0	0	0	0
105372802	0	0	0	0	0	0
400866	0	0	0	0	0	0
107985480	0	1	0	0	0	0
2114	3415	2153	4178	2922	2538	1999
101928398	0	0	0	0	0	0
400867	0	0	0	1	0	0
101928435	0	0	0	0	0	0
102724740	3	0	3	2	4	2
105372803	1	1	1	0	0	1
107985484	0	2	1	0	3	0
8624	854	526	1259	885	944	626
54014	1191	864	1830	1252	1005	852
103091865	3	3	13	7	8	5
100874093	0	0	1	0	0	0
3150	4229	2282	6048	4265	3881	2918
105372804	0	0	0	0	0	0
7485	653	372	784	530	361	325
106865373	213	134	284	199	149	107
150082	27	10	29	23	19	10
6450	25	19	37	29	19	14
102466972	0	0	0	0	0	0
114041	3	1	1	6	1	2
10317	29	24	56	44	36	14
150084	0	0	1	0	0	0
107985499	0	0	0	0	0	0
107985500	0	0	0	0	0	0
5121	0	0	0	0	0	0
1826	0	0	0	0	2	0
100616148	0	0	0	0	0	0
100506492	0	0	0	0	0	0
105369294	0	0	0	0	0	0
100874326	0	0	0	0	0	0
284835	0	0	0	0	0	0
107985495	0	0	0	0	0	0
100423023	0	0	0	0	0	0
25825	33	32	49	36	36	32
191585	0	1	0	0	0	1
54097	0	0	1	0	0	0
4600	1752	1050	2363	1623	1299	1017
4599	11617	6870	10138	6835	19839	14817
7113	0	1	1	0	0	1
105372809	0	0	0	0	0	0
105372808	0	0	0	0	0	0
105372812	0	0	1	0	0	0
107985478	0	0	0	1	0	0
105372813	0	0	0	0	0	0
54090	0	0	0	0	0	0
150135	0	0	0	0	1	0
54089	0	0	0	0	0	0
54101	411	220	702	479	480	362
102465488	0	0	0	0	3	0
102724800	9	5	13	11	8	7
63977	393	247	624	438	362	240
25966	881	542	1221	918	674	566
106635524	0	0	0	0	0	0
49854	1191	747	1567	1153	722	591
150142	6	5	12	9	6	3
107985502	19	8	16	18	9	14
89766	14	5	9	5	2	8
150147	4	0	3	0	1	2
9619	1	0	0	2	0	0
105372814	0	0	0	0	0	0
7033	0	0	0	0	0	0
7032	0	0	0	0	0	0
105372815	0	0	0	0	0	0
7031	0	0	0	0	0	0
64699	0	0	0	0	0	0
53347	0	0	0	0	0	0
89765	0	0	0	1	0	0
101930094	1	0	0	1	1	0
54020	3	2	1	0	1	0
107987299	0	0	0	0	0	0
101928212	0	0	0	0	0	0
101928233	0	0	0	0	0	0
101928255	0	0	0	0	0	0
5152	0	1	1	0	1	0
105372816	0	0	0	1	0	0
101928284	0	0	0	0	0	1
107985504	0	0	0	0	0	0
101928311	0	0	0	0	0	0
107985479	0	0	0	0	0	0
10785	688	373	1057	744	707	590
105372817	18	8	21	19	16	9
4731	359	223	473	314	356	259
90625	1	1	0	0	1	0
100847013	0	0	0	0	0	0
5316	407	217	532	382	319	231
875	1390	795	2023	1414	1457	1145
7307	963	562	1549	1024	1024	761
101928369	4	3	3	3	5	3
106481742	0	0	0	0	0	0
107987300	0	0	0	2	1	1
1409	0	0	0	0	0	0
105372821	0	0	0	0	0	0
100126693	0	0	0	0	0	0
101928399	0	2	6	3	7	1
105377137	0	0	1	1	1	0
107987301	0	0	0	0	0	0
150094	404	255	658	441	248	198
107987302	1	0	2	1	0	0
284836	1	2	2	1	0	2
11077	50	19	52	41	21	23
114038	1	0	0	1	1	1
102723380	0	0	1	1	0	0
54145	60	39	91	58	93	66
102464825	0	0	0	0	0	0
23076	2606	1630	3730	2677	2230	1627
8566	11405	6859	15600	10992	11125	8260
105372824	25	13	53	29	41	21
1476	12362	7002	15192	11044	14817	11054
105372825	4	2	4	3	6	4
8568	2221	1198	3392	2220	3070	2244
284837	16	5	32	13	17	12
56894	1584	964	2495	1734	1469	1088
105372826	0	0	0	0	0	0
105372829	1	0	0	0	0	0
7109	917	586	1446	966	882	635
5822	431	255	632	447	485	375
8209	517	293	806	536	444	346
105377138	1	0	3	1	1	1
105377139	1	1	1	2	1	0
107983952	3	2	4	3	6	2
102725065	1	0	1	0	2	1
23308	68	34	90	58	144	99
29947	0	0	0	0	0	0
105372833	0	0	1	0	0	0
326	0	1	0	0	0	0
5211	2608	1553	4519	3174	3597	2585
755	115	77	206	150	174	133
7226	1	1	3	0	0	1
101928607	0	2	0	0	0	0
100861510	0	1	1	2	2	3
81543	638	385	898	657	756	594
111216286	0	0	0	0	0	0
54084	0	0	0	0	0	0
54082	0	0	0	0	0	0
114043	0	0	0	0	0	2
386677	0	0	0	0	0	0
386679	0	0	0	0	0	0
386682	0	0	0	0	0	0
386672	0	0	0	0	0	0
386680	0	0	0	0	0	0
386674	0	0	0	0	0	0
386675	0	0	0	0	0	0
386681	0	0	0	0	0	0
386676	0	0	0	0	0	0
353333	0	0	0	0	0	0
386678	0	0	0	0	0	0
386684	0	0	0	0	0	0
386683	0	0	0	0	0	0
353323	0	0	0	0	0	0
353332	0	0	0	0	0	0
386685	0	0	0	0	0	0
7327	1882	1105	2525	1883	2121	1499
101928689	6	2	5	3	3	5
6612	3222	1887	4757	3344	2963	2198
754	9553	5661	15020	10205	9000	7218
3689	6	5	3	4	1	2
107987303	0	0	0	0	0	0
100505746	1	1	0	1	0	0
84536	28	13	50	26	42	19
112268278	3	0	1	4	5	1
85395	445	289	746	500	524	387
107985497	0	1	2	3	4	3
727699	1	0	1	0	0	1
378825	0	0	0	0	0	0
105372836	5	4	4	4	5	5
728039	17	18	37	19	16	14
104	159	80	221	182	143	120
105372835	0	0	1	0	1	1
114042	1	0	0	0	0	0
23275	1476	909	2254	1531	1283	944
642852	361	207	541	393	330	252
105372838	2	1	6	2	3	0
388830	0	0	0	0	0	0
105372839	0	0	0	0	0	1
101928745	51	29	80	50	59	47
80781	4315	2479	6511	4633	4687	3432
100874236	1	0	0	0	2	2
378832	0	2	6	4	1	1
102465489	0	1	0	0	0	0
6573	1319	752	2145	1408	1479	1092
107987304	0	0	3	2	0	1
107985485	0	0	0	0	0	0
105372840	11	6	18	6	12	6
54039	707	394	1096	784	704	504
100129027	1	0	0	0	0	0
101928796	1	0	1	2	0	0
105372841	0	0	0	0	0	2
1291	1083	679	1710	1228	1307	924
105372842	0	0	0	1	0	0
1292	605	350	916	618	911	662
10841	14	9	28	34	25	21
100861507	0	0	2	3	2	2
84221	373	223	663	467	386	282
4047	3653	2129	5754	3924	3132	2277
109623452	8	4	16	20	14	9
114044	178	91	274	192	174	130
8888	1944	1136	3072	2127	2023	1505
54059	360	213	544	355	333	279
54058	264	174	530	356	437	328
5116	2045	1302	4047	2818	2482	1841
23181	844	558	1484	934	866	671
100862692	0	4	3	1	3	1
6285	0	0	0	1	0	0
3275	1335	790	2187	1503	1360	958
105379418	0	0	0	0	0	0
102723780	9	5	13	7	15	5
107984037	0	0	2	0	0	0
102723769	1	0	0	0	0	0
107987323	0	0	0	0	0	0
105379516	1	0	0	0	0	0
105379428	1	1	4	2	2	1
81061	0	0	0	0	0	0
112268291	0	0	0	0	0	0
23784	0	0	0	0	0	0
100852406	0	0	0	0	0	0
106146148	0	0	1	0	0	0
107987324	0	0	0	0	0	0
503637	0	1	0	0	0	0
106480334	0	0	0	0	0	0
150160	0	0	0	0	0	0
387590	0	1	0	0	0	0
112268292	0	0	0	0	0	0
23783	0	0	0	0	0	0
101929350	0	0	0	0	0	0
150165	0	0	0	0	0	0
27437	0	0	0	0	0	0
128954	0	0	0	0	0	0
100130418	47	22	74	63	46	35
23765	1024	615	1614	1114	1043	707
27439	3	2	3	1	2	5
100996342	0	1	2	1	0	1
27440	1189	704	1762	1256	1252	961
100130717	2	3	2	3	5	5
51816	2	1	1	2	2	4
107985573	0	0	0	0	0	0
27442	0	0	0	0	0	0
27443	0	0	0	0	1	0
83733	92	61	112	86	69	69
105372850	0	0	0	0	0	0
101929372	0	0	2	1	0	0
529	1620	920	2035	1391	1440	1075
23786	1746	1157	2474	1641	1581	1217
637	1038	554	1436	963	920	648
100423025	0	0	0	1	1	0
200298	1	4	1	4	4	1
57553	4281	2775	7804	5384	5109	3635
693233	0	0	0	0	0	0
100192420	0	0	1	0	0	1
105372853	2	0	0	0	0	0
55670	1460	851	2312	1654	1485	1116
51807	24	16	33	20	28	29
11274	390	203	303	241	592	448
100996415	0	0	0	0	0	0
105372858	0	0	0	0	0	0
105379518	0	0	0	0	0	0
105372942	20	11	15	11	23	19
729461	0	0	0	0	0	0
107987325	0	0	0	0	0	0
653203	0	0	0	0	0	0
728226	0	0	0	0	0	0
728229	7	3	7	6	9	6
728233	162	99	277	180	202	138
85376	0	0	4	1	1	0
105372871	0	0	0	0	0	0
642643	0	0	0	0	0	0
105377182	18	9	15	13	24	16
2679	0	0	1	0	1	0
101929738	4	2	4	3	5	4
102725072	6	4	9	9	11	8
100996432	0	0	0	0	0	0
8214	49	28	64	59	52	36
5625	1	0	0	0	0	0
26220	0	0	1	0	1	0
25787	0	0	0	0	1	1
26222	0	0	0	0	0	0
9993	1421	800	2425	1763	1431	1129
25786	21	18	50	37	26	22
8220	387	237	716	517	488	320
23617	12	4	23	15	12	6
112268297	0	1	2	2	6	2
2928	0	0	0	0	0	0
100652736	10	6	25	10	10	7
6576	2762	1615	4146	2815	2225	1581
8218	265	151	405	273	233	183
112268289	10	7	15	10	16	12
105372859	37	17	39	14	28	29
7290	1368	779	2076	1368	1201	933
64976	374	221	531	388	354	251
128977	252	172	391	260	246	167
105372860	69	32	107	74	104	80
7353	946	609	1543	1040	965	717
8318	539	300	782	534	439	328
7122	0	0	1	0	0	0
150185	0	0	0	0	0	0
5413	281	147	358	231	233	181
100526833	330	179	443	290	285	223
2812	40	21	64	41	39	36
105372861	0	0	0	0	0	0
6899	13	5	17	10	23	8
54584	276	156	476	365	283	189
79680	577	373	898	650	589	435
10587	370	199	588	407	422	296
1312	1799	1039	2826	1893	1928	1320
100616414	63	33	94	68	67	42
421	197	100	324	224	265	222
128989	351	204	604	447	388	284
406961	0	0	0	0	0	0
54487	1156	757	2030	1401	1081	810
100500860	7	8	16	13	8	6
100302197	18	12	35	23	15	13
27037	589	312	1015	722	726	478
102465490	1	0	0	0	0	0
5902	2539	1511	3829	2640	2658	1909
109617010	4	3	5	2	4	4
29801	1525	923	2588	1803	1907	1528
388849	17	7	24	15	26	21
284865	0	0	0	0	0	0
105372862	0	0	1	0	0	0
150197	0	0	0	0	0	0
105372863	0	0	0	0	0	1
65078	2	1	5	0	7	1
105372864	0	0	0	0	0	0
100302118	0	0	0	0	0	0
85359	318	194	515	380	373	269
101927859	0	0	0	0	0	0
373856	79	39	59	43	98	90
7625	281	195	538	329	340	226
91179	344	212	596	415	396	274
107985588	0	1	5	1	1	2
84861	756	460	1191	894	659	457
101928824	5	1	13	12	6	3
51586	1199	715	1977	1393	1350	978
266697	2	2	2	1	4	4
107985584	4	4	5	4	2	3
84222	12	6	11	12	7	4
5297	2057	1260	3452	2412	2039	1524
3053	0	1	0	0	2	0
9342	1042	626	1450	1032	897	658
1399	2547	1593	3758	2631	2410	1794
101928891	2	2	8	6	5	7
150209	5	6	11	9	8	10
8216	992	588	1681	1111	1115	839
80764	404	206	608	431	329	272
439931	44	20	56	53	44	25
113691	20	6	39	34	31	10
9127	9	3	30	13	18	6
6545	0	0	0	0	0	0
693234	0	0	0	0	0	0
440799	0	0	0	0	0	0
400891	2	1	3	3	2	2
400892	10	8	15	12	11	7
112268299	0	0	0	0	0	0
642633	0	0	0	0	0	0
105372935	35	19	25	20	43	38
728441	3	2	5	3	5	3
29797	13	8	16	15	18	14
100996335	0	0	0	0	0	0
105377190	0	0	0	0	0	0
440804	0	0	1	1	0	0
23119	136	82	251	147	213	160
105377191	0	0	1	0	0	1
645426	3	5	8	5	10	6
375133	245	154	421	296	320	216
150221	0	0	1	1	1	0
7332	1953	1154	2818	1978	1830	1390
150223	753	428	1249	801	720	495
164592	10	3	13	11	11	11
23753	953	553	1721	1174	1121	741
100126318	0	0	0	0	0	0
406920	2	0	4	1	0	1
107985532	7	6	17	14	13	22
23759	992	634	1807	1149	1107	848
29799	167	91	209	138	144	111
5594	2672	1621	4045	2715	2348	1891
9647	1410	785	2025	1427	1222	979
100286925	46	27	78	63	60	25
8940	400	190	570	422	445	357
649179	0	0	0	0	0	0
28763	0	0	0	0	0	0
28784	0	0	0	0	0	0
28764	0	0	0	0	0	0
28771	0	0	0	0	0	0
84097	0	0	0	0	0	0
28757	0	0	0	0	0	0
28759	0	0	0	0	0	0
28760	0	0	0	0	0	0
28765	0	0	0	0	0	0
28819	0	0	0	0	0	0
102724653	0	0	0	0	0	0
28774	0	0	0	0	0	0
28785	0	0	0	0	0	0
28761	0	0	0	0	0	0
28758	0	0	0	0	0	0
28778	0	0	0	0	0	0
28766	0	0	0	0	0	0
28770	0	0	0	0	0	0
28772	0	0	0	0	0	0
28762	0	0	0	0	0	0
7441	0	0	0	0	0	0
105372952	3	0	4	5	8	4
96610	265	159	354	265	300	199
28779	18	10	25	18	28	16
28820	1	0	0	1	1	3
28821	0	0	1	0	0	0
28773	0	0	0	0	0	0
28780	0	0	0	0	0	0
28822	0	0	0	0	0	0
28775	0	0	0	0	0	0
28781	0	0	0	0	0	0
28823	0	0	0	0	0	0
28776	0	0	0	0	0	0
28767	0	0	0	0	0	0
84089	0	0	0	0	0	0
101929255	3	1	3	1	3	3
28824	0	0	0	0	0	0
28825	0	0	0	0	0	0
28768	0	0	0	0	0	0
28783	0	0	0	0	0	0
28826	0	0	0	0	0	0
28777	0	0	0	0	0	0
140883	43	30	74	34	44	27
129025	1	0	0	0	0	1
23532	347	215	508	318	356	268
648691	0	0	1	0	0	0
28810	0	0	0	0	0	0
28811	0	0	0	0	0	0
28787	0	0	0	0	0	0
28788	0	0	0	0	0	0
28789	0	0	0	0	0	0
25812	17	12	26	18	21	18
91227	5	2	3	3	4	4
28790	0	0	0	0	0	0
28812	0	0	0	0	0	0
28791	0	0	0	0	0	0
28792	0	0	0	0	0	0
84090	0	0	0	0	0	0
28793	0	0	0	0	0	0
112267890	0	0	0	0	0	0
28794	0	0	0	0	0	0
105372949	0	0	0	0	0	0
28813	0	0	0	0	0	0
84091	0	0	0	0	0	0
28795	0	0	0	0	0	0
28796	0	0	0	0	0	0
28769	0	0	0	0	0	0
28797	0	0	0	0	0	0
28814	0	0	0	0	0	0
28798	0	0	0	0	0	0
28799	0	0	0	0	0	0
28800	0	0	0	0	0	0
107985542	0	0	0	0	0	0
28815	0	0	0	0	0	0
28801	0	0	0	0	0	0
28802	0	0	0	0	0	0
107985543	0	0	0	0	0	0
28816	0	0	0	0	0	0
28803	0	0	0	0	0	0
28804	0	0	0	0	0	0
105372948	0	0	0	0	0	0
723778	0	0	0	0	0	0
28817	0	0	0	0	0	0
28805	0	0	0	0	0	0
28806	0	0	0	0	0	0
28818	0	0	0	0	0	0
28807	0	0	0	0	0	0
28786	0	0	0	0	0	0
28808	0	0	0	0	0	0
102724638	0	0	0	0	0	0
28809	0	0	0	0	0	0
100847006	0	0	0	0	0	0
100423062	0	0	0	0	0	0
28833	0	0	0	0	0	0
3537	0	0	0	0	0	0
28832	0	0	0	0	0	0
3538	0	0	0	0	0	0
28831	0	0	0	0	0	0
3539	0	0	0	0	0	0
28830	0	0	0	0	0	0
3540	0	0	0	0	0	0
28829	0	0	0	0	0	0
3541	0	0	0	0	0	0
28828	0	0	0	0	0	0
3542	0	0	0	0	0	0
105372947	0	0	0	0	0	0
28827	0	0	0	0	0	0
28834	0	0	0	0	0	0
27156	3	2	3	4	1	0
2781	626	363	859	618	587	434
9609	346	277	619	402	375	268
613	1159	658	1942	1333	1127	813
26226	9	6	5	17	2	6
107985554	0	0	0	1	0	0
102724679	0	0	0	0	0	0
649264	10	4	12	8	10	4
150244	280	171	465	375	253	184
107985555	20	11	55	37	34	28
101929374	16	5	15	16	3	5
388882	2	3	8	3	2	1
105372955	0	0	0	0	0	0
107985580	0	0	0	0	0	0
101978785	0	0	0	0	0	0
105372957	0	0	0	0	0	0
3543	0	0	0	0	0	0
51233	0	3	1	2	5	2
91316	130	86	231	150	210	141
266747	89	48	141	93	118	103
7621	100	85	185	112	139	99
29802	0	1	3	0	1	1
150248	27	9	19	18	16	13
400916	528	289	695	472	514	374
107985577	1	0	1	1	1	1
4320	422	258	603	386	329	258
6598	1717	952	2557	1821	1568	1137
91319	65	46	112	83	52	46
66035	148	86	223	183	168	123
284889	4230	2408	7272	4904	4877	3455
4282	4172	2370	7172	4820	4801	3394
107985558	52	31	100	74	88	50
100652871	0	0	0	0	0	0
653689	37	20	48	34	40	28
100037417	492	266	745	519	554	416
1652	474	258	724	503	513	390
2953	26	16	35	22	26	16
25774	0	0	0	0	0	0
105372959	0	0	1	0	0	2
23523	2721	1638	4480	3176	2811	1945
56241	164	88	190	124	235	181
2687	108	66	103	77	146	91
29774	91	66	107	74	142	105
101730217	674	399	1118	787	580	467
23384	1222	715	1811	1288	1151	946
105372960	2	0	1	1	1	0
135	165	98	335	222	116	74
646023	15	10	35	24	16	9
51733	3	3	9	7	3	3
83606	2033	1242	3041	2250	1914	1455
6634	2090	1255	3154	2261	1992	1532
2678	11	4	13	10	11	14
388886	79	33	109	80	73	47
644165	16	9	33	24	20	14
646074	32	22	51	35	46	34
105372962	0	0	0	0	0	0
440822	0	0	0	0	0	0
7152	12	7	17	14	15	11
129049	9	10	18	22	20	14
255349	0	0	1	0	0	0
85379	802	579	1356	964	894	721
100128531	1	2	2	2	5	3
1417	192	122	265	184	201	169
1415	2	2	5	3	4	7
105372969	0	0	0	0	0	0
91353	8	1	4	4	3	5
91355	77	39	116	88	113	82
1416	71	37	122	93	95	75
102466198	0	0	1	0	0	0
100996404	0	0	0	1	0	0
157	43	18	47	38	23	34
105372964	0	0	0	0	0	0
84700	1	0	0	0	1	2
105372963	0	0	0	0	0	0
102724801	0	0	0	0	0	0
105372972	0	0	0	0	0	0
105372971	0	0	0	0	0	0
23544	0	0	0	0	0	0
105372974	0	0	0	0	0	0
57168	11	5	9	6	10	4
89781	715	428	998	679	647	468
402055	421	244	695	465	402	280
24144	806	447	1306	918	861	622
100507599	20	6	22	9	15	13
8459	227	146	310	217	210	129
100313914	0	0	0	0	0	0
1414	0	0	0	0	0	0
1413	0	0	0	0	0	0
440823	3	2	5	3	6	2
102724827	4	2	10	3	12	7
105372976	0	1	2	3	0	3
110091768	0	0	0	0	0	0
101929539	0	0	0	0	0	0
107985582	0	0	0	0	0	0
284898	0	0	0	0	0	0
107985534	0	0	0	0	0	0
105372977	0	0	0	0	0	0
105372978	0	0	0	0	0	1
100507657	0	0	0	0	0	0
105372979	0	0	0	0	0	0
102724900	0	0	0	0	0	0
105372980	0	0	0	0	0	0
105372981	0	0	0	0	0	0
4330	5	1	2	5	2	4
107985529	0	2	0	1	0	1
23760	2279	1414	3224	2347	1946	1506
284900	163	103	237	165	114	113
100423034	0	0	0	0	0	0
100422998	0	0	0	0	0	0
23331	1038	686	1635	1084	1076	860
102466081	0	0	0	0	0	0
101929594	0	3	1	4	0	1
11200	730	474	933	642	584	456
150274	195	123	261	172	194	146
150275	776	493	1030	732	679	533
7494	2648	1540	3113	2244	1901	1460
84133	264	177	464	293	257	223
107985549	1	4	4	3	7	1
100874123	0	0	0	0	0	0
25770	0	0	0	0	0	0
83999	45	32	53	38	23	12
101929638	1	0	2	0	0	0
129080	1	0	1	0	0	0
105372985	0	0	0	0	0	0
25807	752	447	1093	779	769	564
2130	4864	2911	7349	5236	4884	3567
10634	765	457	1393	947	912	606
10633	11	4	19	10	20	6
162	2566	1522	4039	2842	2291	1643
100113380	0	2	2	5	0	3
5988	0	2	5	2	1	0
102723305	0	1	2	1	0	0
10740	0	0	0	0	0	0
107985541	4	0	4	4	1	0
4744	5	2	7	4	5	7
8563	1395	838	2139	1542	1327	974
8508	2323	1393	3060	2099	1496	1119
4771	2055	1327	3627	2734	2062	1430
164633	49	37	75	51	43	31
55954	178	97	265	187	152	111
29796	893	436	1277	857	804	542
84164	1047	626	1706	1215	1169	848
8897	913	568	1444	1032	920	704
102466742	0	0	0	0	0	0
101929664	12	13	25	17	14	14
150280	1	0	1	0	1	0
105372988	1	1	0	1	2	0
110806283	2	5	2	3	3	4
3976	1670	1033	2308	1604	1437	1067
91370	26	13	35	17	26	25
5008	1	0	0	1	0	1
652968	49	28	63	42	53	51
83874	231	124	401	228	254	175
10291	3390	2050	5366	3860	3307	2490
550631	94	61	165	121	135	86
85371	31	16	43	29	47	30
200312	275	152	373	257	279	201
23541	596	348	796	609	733	510
105372989	23	14	32	26	29	21
51537	433	231	715	486	497	337
105372990	10	2	14	9	13	7
266629	0	0	0	0	1	0
105372991	0	0	0	0	0	0
376844	0	0	0	0	0	0
107985579	0	0	0	0	0	0
284904	1	0	0	0	0	0
730005	0	0	1	0	0	0
9514	3	0	1	2	0	2
23481	2875	1576	4732	3284	3522	2518
6948	140	56	182	126	132	109
339665	117	79	207	111	124	85
150290	89	75	161	113	113	72
23762	44	17	51	29	40	33
100422912	0	0	0	0	0	0
105372994	0	0	0	0	0	0
107985544	12	3	7	5	5	9
150291	15	14	33	21	23	19
22880	1184	669	1887	1286	1251	888
55000	3844	2702	6464	4480	3827	3135
6525	1629	928	3314	2302	1603	1107
140606	1121	587	1646	1046	1019	841
27124	10	7	16	13	11	5
105372995	0	0	1	0	1	0
50487	0	0	0	2	0	0
100500901	0	0	0	0	0	1
91445	618	318	909	640	592	445
3985	307	181	465	345	337	216
113791	36	19	56	39	33	17
105372997	0	0	2	1	0	0
23598	787	481	1330	904	657	471
101929760	1	3	4	1	4	1
54944	41	27	63	58	56	41
4733	1215	747	1735	1208	1206	864
56478	791	458	1138	786	745	569
9814	420	253	643	389	488	374
23761	463	262	714	475	489	345
102465666	13	6	21	12	11	6
253143	1126	660	1745	1293	974	692
9681	212	104	321	220	195	163
105372998	1	1	1	0	2	0
25775	3	3	11	4	8	2
7533	3167	1907	4929	3380	2909	2216
105372999	0	0	0	0	0	0
6523	0	0	0	0	0	0
105373000	0	0	0	0	0	0
23782	0	0	0	0	0	0
150297	1	0	1	0	0	0
10739	0	0	0	0	1	0
110806273	0	0	0	0	0	0
6527	0	0	0	0	0	0
107985561	0	0	0	0	0	0
