GeneID	perturbed	control	control
25823	0	0	0
64499	0	0	0
7177	0	0	0
23430	0	0	0
7329	2114	1960	1952
8938	89	83	78
115939	505	502	479
84572	461	370	352
64718	653	582	591
101929440	0	2	3
283951	194	175	162
105371044	6	11	0
105371045	6	0	0
645811	5	5	4
1186	938	830	864
390667	0	0	0
9894	522	495	475
9742	264	255	290
79652	13	10	8
105371046	0	2	5
57585	706	772	804
90861	3619	3568	3541
23162	1033	974	876
101929480	0	0	6
100423012	3	2	0
4832	401	349	325
65993	1309	1243	1170
197342	144	91	89
90864	354	265	349
10101	624	522	584
3483	2	1	0
3029	321	471	432
81889	436	409	450
254528	1	2	5
64735	0	0	0
105371048	0	0	0
64711	0	0	1
51734	508	594	510
6123	19	3	3
4716	1047	1064	1141
6187	21582	22043	21687
574042	23	21	28
26784	33	23	14
735301	32	17	31
677844	6	2	1
146310	4	1	3
10607	722	611	665
124056	172	121	150
2671	548	449	506
9143	86	88	127
90850	1443	1498	1339
283869	22	12	20
9351	878	621	654
4913	287	304	317
7249	1087	1009	924
5310	777	869	808
100188847	0	0	0
105371049	34	40	44
102465429	1	5	4
100616258	1	2	1
100500916	0	0	0
25837	101	103	120
100507303	160	156	157
26788	7	9	7
84231	2114	2103	2144
57524	352	292	289
64223	512	412	464
283870	69	65	69
283871	808	753	723
1877	448	485	434
1775	2	12	23
1632	671	565	581
107984839	21	28	34
10921	2566	2477	2611
106660606	13	20	5
100500812	2	0	1
100126328	2	3	1
100616241	0	3	0
21	770	791	846
650655	3	6	8
899	723	646	699
102465459	0	0	0
105371050	53	42	50
80178	179	201	179
102465460	1	1	0
729652	5	18	5
4917	4	0	8
57465	238	235	341
527	1480	1346	1453
51005	30	26	34
752014	10	13	5
100422974	0	0	0
5170	919	953	1021
652276	66	106	88
645644	172	133	148
100507321	100	139	121
54442	969	959	909
83886	7	10	4
100128788	15	35	36
23524	9933	8987	9064
6923	1502	1289	1329
260429	7	6	0
360226	0	0	0
109616997	0	0	0
10942	0	0	0
124220	0	0	0
124221	6	7	2
64063	390	316	346
101929566	14	7	12
114984	182	189	180
84256	761	826	822
105371055	4	27	4
79412	16	44	26
124222	660	777	712
9088	882	824	886
283875	1	1	1
101929613	0	2	0
107984895	16	23	16
105371056	21	23	17
9080	4	10	9
9074	0	2	1
51330	2434	2141	2059
54985	472	526	514
79228	516	462	430
146439	3	9	1
100128770	2	13	2
64386	61	43	39
100507419	67	64	63
9235	201	240	248
105371058	0	0	0
84891	3	0	0
81854	45	52	45
7755	252	219	215
100507458	92	96	59
7760	175	166	149
197350	3	2	3
100189173	0	0	1
100189168	0	0	0
100189119	7	4	3
100189335	0	0	0
100189221	0	0	0
100189282	0	0	0
100189209	0	0	0
100189136	0	0	0
100189388	0	0	0
100189281	0	0	0
4992	26	11	11
100189296	0	0	0
100189062	0	1	1
100189020	0	1	0
100189270	0	0	0
26184	6	0	2
7752	301	213	315
4210	3	10	4
283876	2	6	19
10127	509	518	539
91151	103	120	116
7627	383	392	432
4993	0	0	0
105371059	35	41	31
100463285	0	0	0
54925	314	339	315
7727	162	164	159
146434	6	1	5
79903	654	574	559
102465134	23	25	17
646174	0	1	1
23059	133	178	167
197358	21	13	13
101929732	1	2	1
105371060	11	12	14
84464	495	536	574
1773	851	753	762
10131	2095	1964	2032
1387	1372	1179	1360
102724927	6	4	1
115	106	115	118
105371062	11	5	9
6345	0	0	2
100507501	22	30	39
105371063	0	0	5
7023	198	196	179
84662	356	411	512
101926896	3	0	0
100529144	168	169	182
51025	109	101	110
79585	69	92	87
114990	39	44	33
9093	2129	2020	2035
57407	772	791	811
3163	1557	1510	1390
29965	258	297	265
342346	5	4	3
124402	254	263	235
23295	535	478	550
102466731	1	0	0
84309	267	228	256
124401	249	294	232
146562	18	18	11
26048	270	249	310
124404	4	2	3
440335	10	4	16
79641	227	244	206
84656	1521	1537	1507
29855	1267	1200	1294
5493	663	690	674
105371064	28	35	27
9717	0	0	0
51172	375	340	322
100507589	35	20	20
146556	1	6	0
56052	607	590	560
196483	388	441	431
107984828	0	0	0
105371067	0	0	0
105371066	0	0	0
54715	0	0	0
101926950	0	0	0
102465867	0	0	0
105371068	0	0	0
105371069	0	0	0
105371070	0	0	0
105371071	0	0	0
105371072	0	0	0
283953	0	0	0
79091	475	399	400
18	11	11	17
107984840	0	0	0
25880	156	198	171
5373	726	768	714
100130283	214	215	187
23589	1301	1212	1259
101929989	2	2	0
7874	3014	2600	2722
105371074	2	2	3
29035	1419	1383	1412
101927026	0	0	0
105371075	0	0	0
101927009	0	0	0
104355218	0	0	0
104266959	0	0	0
2903	0	0	0
105371077	0	0	0
105371076	0	0	0
107984900	0	0	0
105371078	0	0	0
80063	84	84	70
107984877	0	0	0
106144584	0	1	0
2013	1023	988	1003
146279	5	0	5
105371079	0	0	0
4682	358	323	337
780776	93	103	124
105371080	0	0	0
4261	194	172	219
112267907	0	0	0
28955	273	225	249
23274	542	493	622
105371081	0	0	0
107984859	7	3	3
105371082	7	10	12
8651	18	18	12
7142	0	0	0
58531	0	0	0
5620	0	0	0
5619	0	0	0
100313773	0	0	0
105371083	12	6	10
116028	558	540	569
400499	1	5	6
101927131	0	0	0
9516	918	1091	1159
107984880	0	0	0
8303	55	69	84
51061	519	485	496
29066	1105	1124	1086
400500	0	0	0
26156	3139	3120	3082
105371084	335	314	341
2935	3535	3494	3596
112268177	8	6	5
729978	18	14	25
608	0	1	0
92017	291	357	296
642696	0	0	0
101927227	0	0	0
105371087	0	0	0
105371085	2	1	0
105371088	0	0	1
55313	458	384	422
100616195	0	0	0
105371090	0	0	0
105371089	0	0	0
729993	0	0	0
105371092	0	0	0
105371091	0	0	0
107984137	0	0	0
105371093	0	0	0
2072	436	455	387
101927311	0	0	0
101927348	0	0	0
57496	861	1016	996
100189086	0	0	0
100129781	3	5	15
574455	0	0	0
100126355	0	0	0
105447648	0	0	0
5073	871	935	941
105371094	5	3	2
107984865	0	1	0
51283	943	974	1036
8399	7	1	4
105371095	3	2	2
642778	42	49	40
100652777	1	4	1
105376747	2	2	2
642799	42	42	43
105376749	1	2	1
730013	15	14	16
23420	2512	2499	2561
101927469	12	14	23
100422960	1	1	0
100500910	0	0	0
100422870	0	3	0
109951030	700	582	601
100288162	61	52	52
102466268	0	0	0
102465461	0	0	0
9284	118	87	94
23042	1525	1605	1637
100302243	0	0	0
123803	490	503	508
54700	1428	1620	1402
100505915	36	47	28
105369154	289	298	355
102465985	0	0	0
100500852	0	0	0
105371096	0	0	0
105371097	0	0	0
107987241	0	0	0
105371103	0	0	0
100288332	130	114	104
255027	94	229	242
89927	136	319	280
105371102	0	0	0
9665	1111	1201	1160
102465252	18	23	22
54820	661	815	818
619553	0	0	0
4629	52	82	72
123811	1530	1418	1554
107984869	1	0	0
4363	1476	1632	1562
368	72	83	82
105371100	1	0	2
408050	1552	1599	1538
105371099	45	32	38
100422886	4	1	1
100846994	0	0	0
100422956	0	3	0
339044	750	733	697
102466812	0	0	0
102465908	0	0	0
102465683	0	0	0
101059938	87	84	92
105371098	1	2	1
105371105	0	0	0
64131	1	1	3
102723692	0	0	0
107987234	0	0	0
105371106	0	0	0
107984893	0	0	0
105371108	0	0	0
105376751	0	0	0
105376753	2	3	2
110006323	300	289	315
101059953	44	38	48
102465684	0	0	0
110006322	482	448	440
102466259	2	0	0
112268172	8	6	3
100422836	0	3	0
103504726	0	0	0
100423006	5	1	2
102723728	619	595	585
103504740	0	0	0
105379460	7	5	1
103504729	6	2	3
283820	2119	2127	2144
653190	10	18	19
6210	4958	4830	4617
23204	4890	4757	4594
23049	2998	3819	3648
107984844	4	16	8
79905	191	195	171
102723385	17	16	23
10229	266	287	249
162073	824	851	821
51760	180	194	231
105371114	9	12	12
728276	11	2	0
105371113	0	0	0
79838	513	568	503
51573	2221	2095	2056
9738	649	760	767
57020	1073	808	843
400506	639	716	632
124152	86	90	64
105371115	0	0	0
51704	93	126	133
105371116	0	0	0
105371117	0	0	0
124274	0	0	0
102723396	0	0	0
2813	0	0	0
7369	0	0	0
204474	0	0	0
54988	0	0	0
105371119	0	0	0
123876	0	0	0
348158	0	0	0
105371120	0	0	0
107984831	0	0	0
116285	0	0	0
105379461	0	0	0
55623	854	724	766
6296	129	130	132
112479	331	346	328
81691	184	169	196
105371121	17	10	10
123879	286	340	342
57149	364	460	469
55567	34	43	42
107984888	0	0	0
57146	365	318	320
7783	0	0	2
105371123	0	0	0
257629	0	3	0
1428	28	24	30
105371125	0	0	0
400508	6	8	5
100652781	4	3	2
23117	487	464	496
100190986	129	116	126
100271836	299	336	325
100500917	0	0	0
387254	45	44	33
101927814	1	3	3
51108	1081	1178	1062
10261	5	1	0
146183	5	6	1
105371126	0	0	0
730092	2	2	3
112268174	34	23	26
440345	524	458	523
7385	1957	1939	2219
255762	178	209	190
730094	318	414	440
105371129	58	52	53
146177	1	1	0
100288072	0	7	0
100189032	0	0	0
29904	545	496	461
100189291	0	0	0
55718	800	795	880
1039	834	879	880
440346	1	5	5
105371130	4	6	7
100131998	96	96	108
641298	206	248	239
100132247	955	852	1007
105371131	27	21	25
653786	7	2	2
112268175	0	0	0
107984851	0	0	0
9956	0	0	0
112268176	0	0	0
57478	607	606	595
6340	0	0	0
6338	0	2	0
91949	257	255	295
23062	924	939	893
124454	965	944	844
56061	1370	1300	1189
4706	751	642	655
79728	478	575	529
84516	1521	1429	1441
5347	2081	2090	2091
10595	15	13	18
63928	9	0	0
5579	104	37	44
105371141	1	0	0
102466247	0	0	0
105371142	0	0	0
10368	0	0	0
105371143	0	0	0
5930	1184	1190	1125
27327	1443	1465	1299
400511	0	0	0
107984825	0	0	0
115584	2	0	0
107984826	4	2	0
55114	641	635	591
554206	7	19	28
283887	9	9	16
102723510	8	8	5
51451	359	307	335
100506655	3	0	4
343	0	0	0
342357	172	193	154
105371146	0	0	0
105371147	0	0	0
105369297	0	0	0
9951	0	0	0
100422923	0	0	0
105371149	0	0	0
105371150	0	0	0
102723536	0	0	0
105371152	0	0	0
105371153	0	0	0
105371154	0	0	0
162083	0	0	0
105371155	0	0	0
79831	68	111	87
197370	384	432	381
400512	8	19	13
3566	1041	1003	930
50615	5	16	11
283888	6	1	3
2975	2082	2080	2209
23247	298	330	269
107984874	0	2	0
100128079	12	8	12
105371157	0	0	0
146395	0	0	0
23214	2354	2274	2276
388228	35	39	29
105369182	0	0	0
728741	22	21	45
728689	5555	5707	5792
102465520	1	0	0
112268171	10	13	15
1201	780	686	680
55911	9	7	5
246778	0	0	0
26471	25	29	23
112869	121	95	119
6799	17	15	13
6817	141	170	119
107984835	1	2	6
728734	12	14	23
8663	5966	6202	6229
102465907	0	0	0
100507607	106	117	120
105379464	0	0	0
11273	3921	3847	4299
7284	3770	3984	3746
100616256	387	364	339
25970	981	1003	957
487	55	68	44
100289092	38	47	31
79874	237	220	196
930	1	6	9
84901	1624	1601	1609
100616487	20	7	5
83985	485	425	446
27040	79	43	45
653390	19	18	35
101928215	1	2	4
107984832	0	0	0
101928188	0	0	0
102723708	0	0	0
105371159	5	16	18
107984833	1	4	2
440352	1	3	0
728888	170	134	174
100422558	159	153	173
107282092	481	472	476
606724	2	11	3
552900	385	344	348
79008	132	108	131
100526831	179	156	171
445329	115	96	96
388242	2	4	5
101928556	11	8	4
440353	329	264	297
440354	140	207	181
105371168	10	14	6
100847041	0	0	0
6693	1	1	4
23475	701	405	384
283897	0	0	0
653808	0	0	0
105371167	0	0	0
3835	1422	1370	1332
107984837	150	145	117
4150	1407	1126	1257
112268170	447	355	348
112476	52	21	32
79447	972	797	743
9961	2705	2476	2308
10423	1058	941	872
440356	0	0	0
26470	310	345	367
253982	138	145	142
253980	259	262	257
107984836	39	70	36
124446	765	668	706
9344	1513	1423	1280
8479	713	671	730
283899	936	1002	848
8448	172	173	153
146378	3	1	0
83723	6	5	3
112694756	13321	12070	11837
226	13382	12086	11892
5531	2544	2256	2237
6911	57	60	52
83719	262	212	249
101928595	45	39	21
79153	92	42	61
5595	1188	1335	1279
107984834	16	15	23
11151	107	78	124
654483	514	486	458
548593	251	188	231
100526830	199	175	195
6818	116	95	96
613038	2	4	5
101929894	6	11	7
613037	241	209	204
595101	151	179	168
10421	2154	2135	1949
101928707	107	103	116
26000	1458	1295	1347
29895	1	0	0
1731	30	23	26
197407	475	458	464
51333	41	53	52
109616959	0	0	0
79077	1465	1418	1339
22928	1572	1520	1519
3683	0	1	0
100616405	0	0	0
79724	959	942	969
65988	294	349	395
107984875	62	53	43
92595	154	120	149
146542	160	152	136
146540	29	37	28
115509	365	307	299
78994	587	543	582
64319	1816	1714	1829
730183	34	20	34
10847	2963	2869	2887
677813	0	0	0
100862671	176	180	173
5261	710	655	744
90835	91	113	96
9810	3067	3118	2933
23361	1280	1324	1290
9274	558	512	481
100616231	1	0	7
101928736	193	183	196
100313837	133	122	85
1489	30	24	25
283932	174	180	161
54620	958	928	880
93129	222	259	280
9739	1260	1257	1224
80270	875	726	728
112755	78	103	93
6810	1045	1000	933
101928762	36	34	39
79759	260	225	200
9726	808	776	793
339105	152	131	148
79001	1389	1374	1275
10295	1216	1217	1254
84148	534	449	438
5652	2	13	8
146547	10	8	20
2521	8664	7627	7615
29108	2	2	3
100652740	1	1	0
493829	4	3	2
260434	0	0	0
3684	0	3	0
3687	18	18	20
3681	1	7	5
1339	0	0	0
283933	1	1	7
79798	126	78	82
7041	193	169	188
6524	148	143	150
64755	715	644	717
51327	0	0	0
105371173	0	0	0
102724018	0	0	0
440359	4	3	7
100132341	61	49	78
124411	174	164	149
107983990	2	0	1
317702	0	0	0
10308	193	265	301
105371174	0	0	0
102725101	0	0	0
100289574	0	0	0
105379466	0	0	0
729264	0	0	0
100507221	0	0	0
390705	0	0	0
105371191	0	0	0
102724062	0	0	0
107984013	0	0	0
24150	0	0	0
105371177	0	0	0
386757	0	0	0
388255	0	0	0
653550	0	0	0
102724101	0	0	0
105369266	0	0	0
729355	0	0	0
105379473	0	0	0
102724127	0	0	0
105379474	0	0	0
101929031	0	0	0
107984855	0	0	0
107984083	0	0	0
102724207	0	0	0
104644205	0	0	0
390714	0	0	0
105369183	0	0	0
113218496	0	0	0
102724485	0	0	0
105379475	0	0	0
107987236	0	0	0
107987235	0	0	0
102724523	0	0	0
100505948	0	0	0
162137	0	0	0
107984902	0	0	0
105371195	0	0	0
102724928	0	0	0
105371197	0	0	0
606551	27	21	36
112268173	0	0	0
105371200	0	0	0
105371199	0	0	0
105371198	0	0	0
283914	0	0	0
105371201	0	0	0
105371203	0	0	0
146481	0	0	0
100130700	0	0	0
105371204	0	0	0
400533	0	0	0
124149	4	0	0
79801	2073	2003	1997
55737	3069	3276	2988
23594	944	1005	952
91807	0	7	9
388272	322	348	311
84706	1163	1579	1473
109623466	0	0	0
10294	2385	2366	2354
81831	2339	2277	2006
101927102	92	114	98
81533	1188	1144	1114
101927080	1	0	1
5257	1132	1287	1200
105371236	0	0	0
100507534	0	0	0
101927132	0	1	4
105371237	0	0	0
105371238	0	0	0
94160	0	0	0
85320	54	37	37
83752	1049	1259	1196
6477	432	575	477
112268166	121	81	102
9683	977	996	1031
105371240	8	20	20
105371241	0	0	0
102724847	0	0	0
869	0	0	0
102724859	0	0	0
105371243	0	0	0
123970	0	0	0
105371244	0	0	0
105371245	0	0	0
101927228	0	0	0
23090	0	0	1
1596	0	0	0
255919	459	335	389
55027	951	836	898
64282	968	1170	1147
113	921	916	874
102465462	0	0	0
29117	2133	2124	2222
105371248	2	3	3
85407	37	66	66
124460	0	0	0
101927272	0	2	0
64127	9	9	6
102724907	13	14	8
1540	766	807	844
100422972	2	2	3
105371251	0	0	0
105371252	0	0	0
112267895	0	0	0
102724940	0	0	0
101927334	0	0	0
107984903	0	0	0
107984887	0	0	0
105371253	0	0	0
6299	0	0	0
107984886	0	0	0
105371256	0	0	0
102723323	0	0	0
107984892	0	0	0
105371257	0	0	0
101927364	0	0	0
105371259	0	0	0
388276	0	0	0
100505619	0	0	0
102467079	0	0	0
105371261	0	0	0
283854	0	0	0
107983961	0	0	0
107984901	0	0	0
105371262	0	0	2
27324	18	26	6
643714	0	0	0
105371265	0	0	0
105371264	0	0	0
105371267	31	15	25
80205	1031	1350	1300
643802	0	0	0
102723373	0	0	1
5934	1264	1503	1287
64400	400	517	374
105371268	0	0	0
105371269	0	0	0
23322	291	346	329
79068	600	635	673
100505692	13	7	6
105371271	1	0	6
100996338	0	1	0
79191	46	29	54
100996345	0	0	0
105371272	0	0	0
105371273	0	0	0
105371274	0	0	0
101927480	0	0	0
105371275	0	0	0
105371276	0	0	0
643911	111	171	147
10265	0	3	1
105371277	0	0	0
105371278	0	0	0
79190	0	0	0
105371279	0	0	0
107984884	0	0	0
4313	0	0	0
54947	162	164	181
84290	0	0	0
6530	0	0	0
105371280	0	0	0
390732	0	0	0
51716	0	0	0
1066	0	0	0
221223	0	0	0
107984815	0	0	0
105371281	0	0	0
283856	0	1	1
102725116	0	0	0
2775	53	57	60
26077	0	0	0
100500891	0	0	0
267	2950	3457	3379
11051	4472	4910	4531
55239	1739	1935	1747
583	1287	1221	1162
105371283	0	0	0
84560	0	0	0
4504	2	0	1
4502	6692	5564	5296
4500	458	363	341
4493	837	656	686
4499	23	22	11
4498	17	2	3
4489	85	46	80
326343	12	6	5
4490	0	0	0
4494	44	38	42
101927536	0	0	0
4495	0	0	0
4496	0	0	1
644314	0	0	0
4501	94	123	51
105371286	3	6	5
105371287	0	0	0
9688	2571	2427	2382
406930	0	0	0
6559	0	0	0
102466752	0	0	0
9709	941	1229	1105
1071	14	11	6
84166	378	318	311
221184	959	1069	1069
105371289	1	0	0
80011	1900	2105	2023
89970	1222	1342	1329
23568	1977	1868	1963
51090	210	265	275
100189130	0	0	0
100189089	0	0	0
6367	0	0	0
6376	0	0	0
6361	0	0	0
57019	1755	1559	1545
57017	952	861	966
5432	1639	1450	1592
55715	262	265	264
92922	221	214	227
221188	0	0	1
105371291	0	0	0
107984889	16	8	6
9289	417	391	490
222487	70	55	75
84229	5	0	2
107984852	5	21	5
10300	603	594	545
3801	5974	5142	4918
102465463	40	28	30
388282	68	58	66
1258	0	0	0
374739	23	28	32
57567	413	344	370
79650	1641	1658	1572
4324	300	431	505
29105	858	806	766
101927556	1095	1106	1159
1459	995	1113	1006
29070	298	354	413
105371293	0	1	0
221191	28	38	34
64785	499	571	433
105371295	6	4	2
65009	196	281	246
79918	1055	1130	980
23019	6032	7070	7007
677827	16	0	3
677830	1	0	3
55238	849	762	795
2806	6210	5569	5775
107984867	1	1	1
105371296	0	0	0
107984824	0	0	0
105371298	0	0	0
644649	0	0	0
101927580	0	0	0
105371300	0	0	0
105371299	0	0	0
729159	0	0	0
101927605	0	0	0
107984812	0	0	0
105371301	0	0	0
105371302	0	0	0
1006	0	1	0
105371306	0	0	0
102723560	0	0	0
105371307	0	0	0
105371308	0	0	0
101927629	0	0	0
105371309	0	0	0
105371310	0	0	0
105371311	0	0	0
107984894	0	0	0
107984822	0	0	0
105371313	0	0	0
1009	0	0	1
105371314	0	0	0
101927650	0	0	0
283867	0	0	0
107984823	0	0	0
105371316	0	0	0
105371317	0	0	0
105371318	0	0	3
1003	3	2	9
100505865	75	67	74
146227	98	96	86
101927726	8	5	6
7084	622	659	638
51192	530	490	401
100529251	487	445	351
113540	79	82	81
146225	0	0	6
146223	2549	2834	2675
123920	919	696	800
112268168	0	0	0
1783	4361	4659	4738
106699570	7	10	5
283847	0	1	2
8883	2222	2168	2083
766	19	16	9
57546	811	773	827
107984821	0	2	0
1014	0	0	0
6236	6	27	20
51647	834	884	807
8824	1121	1054	1016
107984881	0	0	0
23491	19	19	17
283848	147	136	106
865	2210	2090	2203
80262	489	480	467
84752	356	360	287
8717	390	382	281
55336	109	85	93
3299	146	110	118
8996	493	396	417
653319	569	511	461
283849	20	9	7
1874	2659	2225	2170
79767	196	210	193
442901	0	0	1
26231	31	28	21
29100	573	483	489
29109	2425	1947	1823
6553	400	404	393
25894	2502	2548	2512
146212	65	77	76
55282	29	23	35
51673	9	4	4
29800	114	123	104
3291	18	26	23
9114	1738	1502	1604
101927837	26	44	42
181	0	0	0
100505942	17	21	9
79567	1859	1771	1950
107984813	20	5	4
10664	1774	1640	1620
146206	216	190	200
65057	610	546	598
50855	149	134	137
84080	202	248	223
388284	13	9	16
81577	717	738	677
57610	644	657	627
55815	24	20	27
80152	1002	881	760
57215	829	846	781
10204	2316	2316	2106
23644	1655	1576	1577
123904	0	1	4
5681	390	469	392
1506	43	40	43
5699	309	235	218
3931	112	129	106
6560	991	943	884
64180	0	0	0
64174	0	0	0
100131303	0	0	0
55794	287	227	271
54920	427	444	463
4775	644	744	739
80004	980	928	842
102466194	3	1	0
23659	352	334	316
9057	1378	1367	1242
84138	867	882	821
54496	731	599	583
55512	52	41	40
105371321	0	0	0
146198	760	947	930
1001	5100	4342	4500
999	3539	2505	2572
79613	688	733	629
3038	2327	1928	1806
113455421	1575	1466	1459
54921	1575	1466	1459
84916	2222	2161	2226
6645	965	1084	927
27183	2047	2064	2045
64146	400	440	398
84342	526	516	506
51388	1700	1728	1429
146456	17	19	24
7014	677	548	611
80777	4068	4109	4142
105371325	0	0	0
100302119	0	0	0
10725	1511	1590	1497
109617018	0	0	0
1728	16560	16811	16551
28987	2329	2577	2256
11060	1157	959	1011
406932	0	0	0
348174	14	5	17
283970	289	288	238
100422922	0	0	0
55066	1998	2034	2151
400541	73	77	73
283971	3	1	1
105371328	2	2	0
100506060	70	97	62
107984138	101	87	84
118460	658	530	516
16	9425	12537	12569
11269	711	692	655
100506083	91	87	79
55308	1276	1293	1246
6483	1096	1004	1062
197258	401	352	339
25839	1214	1127	1196
23450	6146	6595	6486
100113402	0	0	0
692214	1	0	0
146433	6	1	6
92154	1487	1344	1425
55697	1680	1595	1632
100130894	74	93	93
7198	0	0	0
100188985	0	0	1
100189220	0	0	0
100189163	0	0	0
54768	32	45	42
55783	1043	1052	1073
102723786	37	64	30
102725168	0	0	0
794	374	380	329
105371332	0	1	0
105371333	0	0	0
100189135	0	0	0
102723796	0	0	0
7571	297	312	307
7567	50	74	76
105371335	0	0	0
10164	4	5	0
100132529	2	5	6
6898	3	5	5
105371334	0	0	0
91862	69	55	85
23035	447	387	445
100379141	0	0	0
164	3156	3120	3025
692111	0	0	0
342371	1635	1592	1504
55565	127	110	88
9798	2634	2667	2496
342372	14	9	11
1723	298	299	257
54957	440	445	480
3240	0	2	0
3250	0	0	0
9785	2915	2766	2564
83449	29	39	22
105371341	0	2	0
101927957	30	28	50
107984814	26	44	32
101927978	21	22	16
463	738	851	889
283902	0	0	0
100506172	0	0	0
100189125	0	0	0
102723876	0	0	0
105371342	0	0	0
107984856	0	0	0
101928035	0	0	4
5713	1945	2101	2115
283922	189	162	160
440348	30	48	34
105376772	2	1	7
497190	16	5	9
107984827	0	0	1
2734	3720	3953	3903
55159	2775	3077	2902
197259	853	764	758
79152	85	85	100
105371343	0	0	0
79726	1183	1283	1329
84937	321	368	380
197257	8	15	16
162239	323	320	350
440387	5	0	1
1504	1	0	1
100506281	1	6	5
9564	1857	1675	1787
105371344	3	4	4
105371345	8	5	0
10428	684	739	686
124491	640	633	697
4166	234	218	240
23563	0	3	1
79583	56	63	45
11345	740	752	762
23536	1101	1187	1116
3735	5019	5018	4577
54386	983	1115	995
100033411	2	0	0
105371346	0	0	0
105371348	1	0	1
105371347	0	0	0
105371349	0	0	0
85445	0	0	0
101928203	0	0	0
105376774	0	0	0
100616172	0	0	0
22879	1492	1517	1429
100130958	80	60	56
170692	2	0	0
105376775	0	0	0
105371350	0	0	0
283927	117	107	80
107984878	0	1	2
57687	8	4	10
105371351	0	0	0
10143	0	0	0
107984897	0	0	0
51741	137	123	103
102724047	0	0	1
105371354	0	4	0
112268165	0	0	0
107984806	0	0	0
4094	8	4	3
101928230	0	0	0
105371356	0	0	0
102467146	0	0	0
101928248	0	0	0
105371357	0	0	0
105371358	0	0	0
102724084	0	0	0
83657	0	0	0
105371360	0	0	0
101928276	0	0	0
124359	7	15	10
100996425	3	2	6
56942	500	542	494
55839	1580	1523	1517
107984858	107	113	86
23300	1588	1666	1697
123775	56	96	50
105371361	33	17	19
2653	725	714	663
114780	6	21	22
53630	46	16	26
8139	126	188	160
100616150	1	7	11
80790	3401	3399	3752
102465840	0	0	0
102465251	0	0	0
105371362	0	1	0
100129617	14	17	19
5336	151	122	162
93517	290	393	357
112268169	11	24	14
3294	3	0	5
105371363	1	4	1
10200	705	722	692
101928392	0	0	0
1012	0	0	0
102465863	0	0	0
101928446	0	0	0
101928417	0	0	0
105371368	0	0	0
100422853	0	0	0
105371366	0	0	0
102724163	0	0	0
3281	2468	2479	2285
23417	226	195	243
105371372	4	0	3
105371371	7	5	5
29948	508	473	401
54550	18	32	23
146167	0	0	0
8720	2861	2899	2923
83693	704	824	837
123872	158	140	123
9013	1036	970	942
161931	0	0	0
654780	0	0	0
93107	0	0	0
58189	3	2	0
9914	533	386	381
105371374	204	178	172
57707	1565	1684	1702
23406	4055	4237	4209
105371376	3	2	3
79786	1413	1472	1334
9100	2477	2656	2547
105371378	0	0	0
83716	159	163	169
101928474	0	0	0
105371379	0	0	0
55625	1923	1928	1950
9764	396	286	319
105371380	34	32	22
339145	0	0	0
105371381	0	0	0
400548	0	0	0
105371382	4	0	0
23199	2334	2242	2167
113219463	0	0	0
197196	3	2	1
107984830	11	8	13
100847022	0	1	0
101928502	2	2	0
51659	596	554	603
404550	200	162	180
100302261	0	0	0
10328	1084	1083	987
101928557	7	2	1
1327	4705	4403	4050
3394	50	29	32
102466732	0	0	0
107984811	0	0	0
105371388	0	0	0
105371389	0	0	0
105376778	0	0	0
100506542	0	0	0
101928582	0	0	0
101154687	0	0	0
146513	0	0	0
732275	0	0	0
400550	0	0	0
2294	0	0	0
64779	506	542	463
146512	11	12	7
103752587	0	0	0
2303	0	4	0
2300	127	142	135
101928614	0	0	0
102724344	0	0	0
105371392	0	0	0
107984819	0	0	0
105371393	7	7	9
440390	0	0	0
105371394	0	0	0
101928708	0	0	0
101928682	0	0	0
100506581	85	91	82
101928659	9	9	4
79791	576	667	599
100189226	1	0	2
81631	2650	2847	2982
23174	968	920	994
101928737	1	6	5
57338	6	4	5
54758	805	679	724
100129215	2	6	0
105371399	29	35	18
102724467	15	8	14
8140	7996	9984	10524
102465464	6	1	10
113218509	0	0	0
107987237	9	2	8
763	1	0	0
54971	442	413	404
105369246	0	0	0
400553	0	0	0
105371401	0	0	0
101928880	0	0	0
107984862	23	26	13
84627	3	0	1
112268182	0	0	0
161882	184	138	175
100847057	0	0	0
107984890	3	1	6
100128882	9	0	3
107984905	0	0	0
400555	34	40	47
124245	2071	1938	2041
27189	0	0	0
1535	144	144	97
4597	1551	1223	1444
197187	67	60	60
333929	28	31	29
115992	461	370	413
348180	313	322	266
9780	4957	4660	4455
100616167	6	4	3
100289580	139	167	129
339059	2	7	0
107984842	0	5	0
81620	955	886	984
353	2237	1996	2063
2588	330	481	335
107987238	12	25	12
107983950	32	18	21
51693	453	408	382
390748	0	2	1
863	0	0	2
101927793	0	0	0
102724632	0	0	0
105371409	0	0	3
107984871	0	0	0
100129697	0	0	0
105371411	0	2	0
105371412	0	0	0
197322	537	573	537
283860	34	25	21
400558	0	0	0
1013	14	12	2
146429	68	177	203
197320	672	862	771
105371413	10	16	11
29123	4307	4839	4739
105371414	39	75	82
100287036	143	82	89
101927817	1	2	2
101930112	27	24	26
101927863	7	5	6
6687	1647	1485	1542
6137	15482	13879	13214
606500	61	28	36
27132	821	741	708
1800	10	3	9
5119	2038	2014	1851
124045	175	280	174
105371416	39	14	14
8558	895	791	762
124044	232	232	197
9605	519	489	487
100128881	462	493	534
92822	1375	1188	1164
2175	1621	1601	1613
