GeneID	perturbed	perturbed	perturbed	perturbed	perturbed	perturbed	control	control	control	control	control	control
28779	13	6	12	8	4	6	12	5	5	18	7	12
28820	0	0	0	0	0	1	0	0	0	0	0	0
28821	0	0	0	0	0	0	0	0	0	0	0	0
28773	0	0	0	0	0	0	0	0	0	0	0	0
28780	0	0	0	0	0	0	0	0	0	0	0	0
28822	0	0	0	0	0	0	0	0	0	0	0	0
28775	0	1	1	0	0	0	0	0	0	0	0	0
28781	0	0	0	0	0	0	0	0	0	0	0	0
28823	0	0	0	0	0	0	0	0	0	0	0	0
28776	0	0	0	0	0	0	0	0	0	0	0	0
28767	0	0	0	0	0	0	0	0	0	0	0	0
84089	0	0	0	0	0	0	0	0	0	0	0	0
101929255	3	2	3	1	1	1	2	1	1	5	1	2
28824	0	0	0	0	0	0	0	0	0	0	0	0
28825	0	0	0	0	0	0	0	0	1	0	0	0
28768	0	0	0	0	0	0	0	0	0	0	0	0
28783	0	0	0	0	0	0	1	0	0	0	1	0
28826	0	0	0	0	0	0	0	0	0	0	0	0
28777	0	0	0	0	0	0	0	0	0	0	0	0
140883	451	106	539	192	121	128	551	203	192	542	163	223
129025	23	4	23	16	3	9	57	17	24	50	12	14
23532	10	0	1	1	2	6	5	0	0	6	2	1
648691	0	0	0	0	0	0	0	0	0	0	0	0
28810	0	0	0	0	0	0	0	0	0	0	0	0
28811	0	0	0	0	0	0	0	0	0	0	0	0
28787	0	0	0	0	0	0	0	0	0	0	0	0
28788	0	0	0	0	0	0	0	0	0	0	0	0
28789	0	0	0	0	0	0	0	0	0	0	0	0
25812	14	3	12	5	3	8	8	7	5	14	5	9
91227	8	4	3	7	3	5	1	5	5	7	5	3
28790	0	0	0	0	0	0	0	0	0	0	0	0
28812	0	0	0	0	0	0	0	0	0	0	0	0
28791	0	0	0	0	0	0	0	0	0	0	0	0
28792	0	0	0	0	0	0	0	0	0	0	0	0
84090	0	0	0	0	0	0	0	0	0	0	0	0
28793	0	0	0	0	0	0	0	0	0	0	0	0
112267890	0	0	0	0	0	0	0	0	0	0	0	0
28794	0	0	0	0	0	0	0	0	0	0	0	0
105372949	0	0	0	0	0	0	0	0	0	0	0	0
28813	0	0	0	0	0	0	0	0	0	0	0	0
84091	0	0	0	0	0	0	0	0	0	0	0	0
28795	0	0	0	0	0	0	0	0	0	0	0	0
28796	0	0	0	0	0	0	0	0	0	0	0	0
28769	0	0	0	0	0	0	0	0	0	0	0	0
28797	0	0	0	0	0	0	0	0	0	0	0	0
28814	0	0	0	0	0	0	0	0	0	0	0	0
28798	0	0	0	0	0	0	0	0	0	0	0	0
28799	0	0	0	0	0	0	0	0	0	0	0	0
28800	0	0	0	0	0	0	0	0	0	0	0	0
107985542	0	0	0	0	0	0	0	0	0	0	0	0
28815	0	0	0	0	0	0	0	0	0	0	0	0
28801	0	0	0	0	0	0	0	0	0	0	0	0
28802	0	0	0	0	0	0	0	0	0	0	0	0
107985543	0	0	0	0	0	0	0	0	0	1	0	0
28816	0	0	0	0	0	0	0	0	0	0	0	0
28803	0	0	0	0	0	0	0	0	0	0	0	0
28804	0	0	0	0	0	0	0	0	0	0	0	0
105372948	0	0	1	0	0	0	0	0	0	0	0	0
723778	0	0	0	0	0	0	0	0	0	0	0	0
28817	0	0	0	0	0	0	0	0	0	0	0	0
28805	0	0	0	0	0	0	0	0	0	0	0	0
28806	0	0	0	0	0	0	0	0	0	0	0	0
28818	0	0	0	0	0	0	0	0	0	0	0	0
28807	0	0	0	0	0	0	0	0	0	0	0	0
28786	0	0	0	0	0	0	0	0	0	0	0	0
28808	0	0	0	0	0	0	0	0	0	0	0	0
102724638	0	0	0	0	0	0	0	0	0	0	0	0
28809	0	0	0	0	0	0	0	0	0	0	0	0
100847006	0	0	0	0	0	0	0	0	0	0	0	0
100423062	0	0	0	0	0	0	0	0	0	0	0	0
28833	0	0	0	0	0	0	0	0	0	0	0	0
3537	0	0	0	0	0	0	0	0	0	0	0	0
28832	0	0	0	0	0	0	0	0	0	0	0	0
3538	0	0	0	0	0	0	0	0	0	0	0	0
28831	0	0	0	0	0	0	0	0	0	0	0	0
3539	0	0	0	0	0	0	0	0	2	0	0	0
28830	0	0	0	0	0	0	0	0	0	0	0	0
3540	0	0	0	0	0	0	0	0	0	0	0	0
28829	0	0	0	0	0	0	0	0	0	0	0	0
3541	0	0	0	0	0	0	0	0	0	0	0	0
28828	0	0	0	0	0	0	0	0	0	0	0	0
3542	0	0	0	0	0	0	0	0	0	0	0	0
105372947	0	0	0	0	0	0	0	0	0	0	0	0
28827	0	0	0	0	0	0	0	0	0	0	0	0
28834	0	0	0	0	0	0	0	0	0	0	0	0
27156	9	1	6	4	2	2	1	1	3	1	0	2
2781	397	111	411	218	129	117	266	152	159	347	159	246
9609	62	12	42	19	21	21	22	16	12	25	21	25
613	1992	593	1534	1026	846	906	878	737	1008	1621	888	1212
26226	7	1	9	2	3	5	6	7	4	6	2	3
107985554	1	1	1	0	0	1	1	0	0	1	0	2
102724679	0	0	1	0	0	0	0	0	0	0	0	0
649264	0	0	0	0	1	1	0	0	0	0	0	0
150244	8	2	9	5	8	1	3	2	6	8	4	10
107985555	0	0	1	0	0	0	0	0	0	0	0	1
101929374	3	0	0	1	1	0	0	0	1	0	0	0
388882	0	0	0	0	0	0	0	0	1	0	0	0
105372955	0	0	0	0	0	0	0	0	0	0	0	0
107985580	0	0	1	0	0	0	0	0	0	0	0	0
101978785	21	2	35	4	16	9	1	3	8	12	3	24
105372957	0	0	0	0	0	0	0	0	0	0	0	0
3543	0	0	0	0	0	0	0	0	0	0	1	0
51233	0	0	0	0	2	1	1	1	1	2	2	1
91316	150	53	99	90	26	45	112	73	62	199	86	100
266747	137	49	96	72	30	29	116	65	53	151	71	70
7621	101	17	109	47	32	25	64	33	32	93	36	49
29802	11	0	2	3	5	8	2	2	5	3	5	4
150248	64	12	53	26	18	27	26	17	25	56	30	29
400916	200	73	130	156	99	127	103	100	172	229	130	133
107985577	0	0	0	0	0	0	1	0	0	1	0	2
4320	185	60	114	82	66	84	41	53	105	112	68	112
6598	2760	797	2181	1479	1146	1177	1141	1015	1403	2088	1156	1638
91319	60	15	23	24	36	35	23	25	26	37	40	52
66035	159	35	108	69	71	64	95	44	94	185	46	94
284889	352	180	183	318	326	290	94	167	436	296	265	281
4282	312	167	159	298	308	281	74	155	418	251	239	269
107985558	104	35	121	61	37	31	96	35	26	151	30	64
100652871	0	0	1	1	0	0	0	0	1	1	0	0
653689	32	5	23	15	11	12	20	4	21	46	7	16
100037417	627	154	501	256	226	239	305	199	249	486	233	334
1652	541	135	450	230	202	222	237	167	220	376	186	290
2953	20	3	17	9	6	5	7	2	11	30	5	12
25774	1	0	2	1	1	0	1	1	2	0	0	1
105372959	0	1	4	1	2	0	1	1	1	6	3	2
23523	2086	488	1660	933	782	846	853	588	825	1564	608	1211
56241	171	39	153	91	98	93	30	45	89	157	52	103
2687	2	0	4	0	2	0	0	2	0	3	1	0
29774	16	8	13	6	6	5	8	5	8	21	10	16
101730217	801	204	818	299	232	242	526	254	271	695	195	381
23384	1313	341	1299	522	413	401	827	469	499	1253	409	627
105372960	0	0	1	0	0	0	0	0	0	0	0	0
135	76	23	40	38	42	46	21	22	37	36	34	49
646023	11	6	8	8	12	9	9	8	10	14	15	12
51733	2	1	2	3	2	4	1	1	0	3	2	8
83606	1285	325	1090	601	513	513	726	451	527	939	507	715
6634	6015	1614	6310	2541	1776	1865	4461	2276	2061	5129	2073	2655
2678	117	64	66	117	61	83	28	58	92	142	79	98
388886	95	27	50	58	72	59	33	38	74	99	80	90
644165	24	6	18	11	9	9	9	13	12	20	15	14
646074	28	7	27	12	9	11	13	15	12	27	13	15
105372962	1	0	0	0	0	1	1	0	1	1	2	0
440822	11	1	5	2	1	2	5	2	3	8	0	2
7152	3	0	6	1	1	0	4	1	2	2	1	1
129049	144	38	146	74	77	78	70	52	67	178	71	102
255349	2	0	3	0	0	2	0	0	2	3	0	1
85379	678	174	852	304	262	294	514	239	277	602	180	475
100128531	1	1	1	1	0	0	0	0	1	2	0	0
1417	208	54	280	84	108	88	189	72	95	213	68	129
1415	10	4	6	4	4	4	4	5	1	15	2	2
105372969	72	14	75	34	44	51	63	10	71	91	26	56
91353	6	2	0	3	1	3	2	3	1	2	4	3
91355	40	17	19	24	16	21	22	19	27	45	20	29
1416	164	50	141	76	27	39	129	69	56	180	74	54
102466198	0	0	0	0	0	0	0	0	0	0	0	0
100996404	1	0	0	1	0	0	1	0	0	1	0	3
157	1728	418	1902	779	351	477	1584	605	502	1586	462	785
105372964	0	0	0	0	0	0	0	0	0	0	0	1
84700	40	12	49	17	7	7	25	7	16	56	12	7
105372963	0	0	0	0	0	0	0	0	0	0	0	0
102724801	0	0	0	0	0	0	0	0	0	0	0	0
105372972	1	0	1	0	1	0	0	0	1	1	0	0
105372971	3	1	2	2	3	1	1	2	1	4	0	1
23544	133	23	106	51	28	25	53	19	18	96	13	28
105372974	0	0	0	0	0	0	0	0	1	0	0	0
57168	278	61	261	112	114	87	143	97	121	209	107	143
89781	1436	346	1578	640	675	621	889	458	662	1293	474	1023
402055	844	218	837	362	236	243	692	313	270	589	275	378
24144	849	232	858	370	258	269	664	333	333	694	283	400
100507599	174	40	215	68	48	56	124	57	61	237	57	107
8459	1383	246	1284	518	646	530	622	359	339	795	442	647
100313914	0	0	0	0	0	0	0	0	0	0	0	0
1414	35	9	24	16	10	15	7	12	10	7	8	19
1413	27	5	26	21	13	13	6	9	15	14	11	11
440823	4944	870	2938	1728	1761	1324	2852	1525	1570	7765	2152	4983
102724827	82	18	73	40	24	21	59	32	35	115	37	85
105372976	5	0	1	2	1	0	6	1	0	1	3	1
110091768	0	0	0	0	0	0	0	0	0	0	0	0
101929539	0	0	1	0	0	0	0	0	0	1	2	0
107985582	0	0	0	0	0	0	0	0	0	0	0	0
284898	0	0	0	0	1	0	0	0	0	0	0	0
107985534	0	0	0	0	0	0	0	0	0	0	0	0
105372977	0	0	0	0	0	0	0	0	0	0	0	0
105372978	0	0	0	0	0	0	0	0	0	0	0	0
100507657	0	0	0	0	0	0	2	0	0	0	0	0
105372979	5	0	3	3	0	3	7	0	0	2	2	2
102724900	0	1	0	0	0	0	0	0	0	0	0	0
105372980	0	0	0	0	0	0	0	0	0	0	0	0
105372981	0	1	0	2	0	0	0	0	0	1	1	0
4330	206	48	195	81	50	66	148	54	87	236	58	119
107985529	0	0	0	0	0	0	0	0	0	0	0	0
23760	3242	691	3316	1203	791	920	2751	1055	892	2828	931	1360
284900	432	99	528	207	150	163	357	146	138	421	114	211
100423034	0	0	0	0	0	0	0	0	0	0	0	0
100422998	0	0	0	0	0	0	0	0	0	0	0	0
23331	502	111	484	207	163	187	291	177	168	322	150	323
102466081	0	0	0	0	0	0	0	0	0	0	0	0
101929594	0	0	0	0	0	0	0	0	0	0	0	0
11200	2583	547	3059	964	912	1067	1595	676	873	1857	704	1363
150274	240	52	233	130	72	93	159	87	143	237	76	118
150275	2417	542	2928	868	820	959	1925	680	734	2425	698	1257
7494	2924	813	3544	1410	1433	1486	2723	1330	1366	2825	999	1732
84133	441	107	463	198	189	177	356	193	210	485	166	254
107985549	9	1	5	0	3	1	5	1	2	3	0	3
100874123	1	0	0	2	0	0	0	0	0	0	0	1
25770	0	0	1	0	0	1	2	0	1	0	1	0
83999	114	35	125	67	81	72	72	27	59	108	56	102
101929638	12	2	22	5	9	4	7	7	9	17	4	11
129080	88	24	69	42	35	61	19	26	80	73	29	56
105372985	0	0	0	0	0	0	0	0	0	0	0	1
25807	430	142	370	271	155	154	242	192	240	491	242	267
2130	9773	2713	8210	4635	2603	3133	6402	3856	4134	9952	3908	4703
10634	34	12	22	21	14	11	8	11	24	25	24	23
10633	2	1	2	1	1	0	2	6	0	0	1	3
162	1484	470	1087	785	605	647	583	515	936	1177	693	861
100113380	4	1	1	3	3	1	2	2	3	3	0	2
5988	10	6	8	7	4	5	8	1	5	9	2	12
102723305	1	2	1	1	0	0	1	0	0	1	0	0
10740	34	11	41	22	13	21	22	15	14	33	12	34
107985541	4	4	11	2	4	3	5	8	8	7	1	9
4744	125	38	139	71	53	58	76	38	68	97	32	99
8563	1015	250	779	423	247	271	597	436	405	836	353	411
8508	10500	2392	9052	4313	3899	4565	4768	2852	3649	7612	3082	5492
4771	598	166	630	276	256	223	358	198	282	506	239	308
164633	21	4	16	16	20	12	9	9	22	19	8	15
55954	139	39	115	75	93	62	56	51	88	106	58	95
29796	1127	325	1023	631	536	469	569	457	611	987	540	580
84164	652	186	540	345	247	246	377	232	342	648	275	359
8897	1064	259	1037	424	390	391	636	309	378	872	301	568
102466742	1	1	2	1	0	1	0	1	1	0	0	1
101929664	63	16	50	25	21	25	27	15	17	41	13	22
150280	2	0	5	3	2	4	1	1	1	3	2	2
105372988	0	0	0	0	0	0	0	0	0	0	0	0
110806283	0	0	2	0	0	0	0	0	0	0	0	0
3976	65	18	63	28	62	41	36	21	52	87	48	58
91370	2	2	3	0	2	1	4	4	5	5	1	2
5008	0	0	0	0	0	0	0	0	0	0	0	0
652968	70	26	47	48	58	58	14	24	63	68	41	72
83874	58	29	42	38	41	50	19	21	46	72	41	44
10291	4362	1063	3687	1871	1309	1365	2552	1477	1478	3042	1446	2050
550631	71	22	49	43	25	13	42	27	42	69	37	30
85371	17	5	24	15	11	4	17	11	10	27	14	10
200312	240	72	191	120	144	150	101	75	158	205	101	160
23541	116	18	77	39	14	29	68	42	27	67	31	43
105372989	7	0	4	3	3	4	2	3	1	9	2	4
51537	1023	194	496	353	262	355	312	226	305	512	303	410
105372990	1	0	0	0	1	0	1	1	1	1	1	0
266629	0	0	0	0	0	0	0	0	0	0	0	0
105372991	0	0	0	0	0	0	0	0	0	0	0	0
376844	0	0	0	0	0	0	0	0	0	1	0	0
107985579	0	0	0	0	0	0	0	0	0	0	0	0
284904	125	20	1	42	5	24	29	22	25	44	19	23
730005	130	30	92	60	27	30	78	28	36	98	19	50
9514	46	13	27	27	36	37	10	14	26	20	29	38
23481	1930	606	1374	1090	762	828	1127	774	1006	1650	782	930
6948	1413	355	1088	682	582	564	502	469	713	1287	571	633
339665	91	22	73	58	44	41	48	36	41	57	39	72
150290	54	16	53	24	16	13	46	20	19	52	18	30
23762	116	48	88	61	40	37	53	30	50	92	39	57
100422912	0	0	0	0	0	0	0	0	0	0	0	0
105372994	0	0	1	0	0	0	0	0	0	0	0	0
107985544	42	17	46	16	9	20	39	13	24	50	18	34
150291	59	14	43	23	20	12	59	36	24	62	32	33
22880	1545	432	1443	734	652	694	1201	624	818	1589	656	1058
55000	5794	1378	5915	2321	1235	1624	5776	2223	2021	7580	1914	3415
6525	123	59	91	79	105	85	24	32	88	99	59	110
140606	85	21	55	43	66	60	31	34	66	61	58	77
27124	128	40	78	102	55	69	58	57	70	123	49	98
105372995	2	0	2	1	2	1	0	0	0	3	4	2
50487	729	179	312	204	331	405	271	288	168	232	493	482
100500901	0	0	0	0	0	0	0	0	0	0	0	0
91445	1099	268	1171	471	306	335	867	400	400	930	305	505
3985	1298	363	1265	636	415	474	886	607	554	1107	454	608
113791	90	24	57	28	54	48	27	14	32	60	21	77
105372997	0	1	2	0	2	1	1	0	1	4	0	1
23598	1929	562	1804	995	532	631	1298	756	944	1937	738	926
101929760	3	0	0	0	0	0	1	0	1	7	1	2
54944	290	93	306	132	32	57	254	128	122	382	114	90
4733	2223	519	2407	977	642	745	1897	878	799	2025	695	923
56478	1089	295	1035	475	326	317	797	395	383	1022	367	548
9814	308	73	249	149	124	139	156	78	146	296	104	202
23761	854	258	746	381	388	454	421	311	473	830	314	527
102465666	8	3	9	5	8	8	3	7	9	8	8	11
253143	3161	768	4053	1345	784	860	2585	980	873	2628	709	1682
9681	468	114	472	251	132	154	329	169	199	450	168	281
105372998	0	0	1	0	0	1	0	0	0	1	0	0
25775	7	2	3	1	1	3	1	3	1	5	2	1
7533	5800	1369	5694	2456	2074	2229	4500	2079	2137	5140	1973	2942
105372999	1	0	0	0	0	0	0	0	0	0	0	1
6523	0	0	0	0	1	0	1	0	1	0	0	2
105373000	0	0	0	0	0	0	0	0	0	0	0	0
23782	0	0	0	0	0	0	0	0	0	0	0	0
150297	23	17	32	12	10	6	21	7	11	11	10	20
10739	23	8	28	12	10	8	3	3	8	5	5	10
110806273	293	73	238	115	120	142	55	58	92	65	73	204
6527	8	3	6	1	2	4	1	0	3	6	0	1
107985561	1	0	0	0	0	0	4	0	0	1	0	0
10738	11	2	5	4	3	4	5	2	3	3	3	4
10737	7	2	7	7	3	4	5	6	3	7	1	5
339666	6	0	7	4	2	3	5	1	3	10	2	5
51493	5191	1294	5419	2186	1892	2026	3600	1742	1857	4391	1664	2513
254240	0	0	0	0	0	0	0	0	0	0	0	0
25793	1837	410	1924	762	724	759	1354	609	763	1686	523	1021
8224	1128	240	1189	482	384	562	819	363	503	1510	246	693
105373004	0	0	1	0	0	1	0	0	0	1	0	0
105373003	0	0	0	0	0	0	0	0	0	0	0	0
107985545	2	1	4	2	0	0	3	0	0	2	1	1
105373002	0	0	0	0	0	0	0	0	0	1	0	0
7078	107	24	159	43	83	39	101	14	95	113	37	118
105373006	0	0	0	0	0	0	0	0	0	0	0	0
9215	2101	536	2327	1017	825	826	1227	651	933	1831	607	1291
100616295	0	0	0	0	0	0	0	0	0	0	0	0
105373007	0	0	0	0	0	0	0	0	0	0	0	0
109616998	0	0	0	0	0	0	0	0	1	0	0	0
100506195	0	0	0	0	0	0	0	0	0	2	0	0
107985565	6	2	5	4	3	3	1	1	4	7	0	3
105373010	0	0	0	0	0	0	0	0	0	0	0	0
105373009	0	0	0	0	0	0	0	0	0	0	0	0
105373012	0	0	0	0	0	0	0	0	0	0	0	0
105373013	1	0	0	0	0	0	0	0	0	0	0	0
101926957	11	3	17	7	2	5	21	2	5	24	4	11
105373014	0	0	0	0	0	0	0	0	0	0	0	0
105373016	0	0	0	0	0	0	0	0	0	0	0	0
105373015	0	0	0	0	0	0	0	0	0	0	0	0
91464	0	0	0	0	0	0	0	0	0	0	0	0
104310353	0	0	0	0	0	0	2	0	0	0	1	0
105373017	14	5	20	5	5	6	14	6	9	18	9	8
10042	2150	480	2397	861	611	717	1851	619	638	1783	546	978
10043	272	90	143	159	128	121	86	99	175	170	133	140
100500826	0	0	0	0	0	0	0	0	0	0	0	0
102464824	0	0	0	0	0	0	0	0	0	0	0	0
3162	396	138	299	187	153	137	161	234	170	161	199	246
4174	2811	1024	1699	1557	1069	1091	1100	1218	1569	2242	1446	1486
23551	80	28	71	46	39	50	43	23	71	86	37	70
107985590	0	0	0	0	0	0	0	0	0	0	0	0
4151	22	6	14	6	12	11	15	10	24	45	5	13
284912	0	0	0	0	0	0	0	0	0	2	0	0
80830	31	17	29	20	1	5	46	17	8	33	11	17
80831	0	0	0	0	0	0	0	0	0	0	0	0
23543	10869	2540	10351	4277	3233	3682	7557	3343	2986	8522	2980	5026
102723507	1	0	0	0	0	0	1	0	0	0	1	0
80833	11	3	5	11	0	1	14	5	5	5	3	1
80832	8	5	8	3	1	1	5	1	3	9	0	4
23780	649	154	358	264	186	168	340	198	190	412	179	286
8542	1	0	1	1	2	1	0	0	1	2	1	2
112268296	1	0	1	0	0	1	0	0	0	0	0	0
4627	6504	1893	4961	3494	3622	3152	2216	2159	3821	5457	2728	4826
102465491	0	0	0	0	0	0	0	0	0	0	0	0
105377199	1	0	0	0	0	0	2	0	1	3	1	0
105373018	0	0	2	0	0	1	1	1	0	1	0	0
25828	1099	304	1002	534	430	432	526	366	523	804	383	541
80020	616	188	564	367	213	243	427	320	366	608	230	416
105373020	16	4	17	7	3	4	9	9	6	12	5	10
105373019	0	0	0	0	0	0	0	0	0	0	0	0
8664	8429	2019	7491	3662	3148	3537	5136	2598	3041	5957	2710	4252
10369	0	0	1	0	1	0	0	0	0	0	0	1
105373021	5	1	5	1	3	0	7	2	0	11	1	10
11020	387	97	342	212	139	153	249	146	185	373	167	225
5816	107	18	81	44	46	42	34	29	45	80	22	40
107985578	0	0	0	0	0	0	0	0	0	0	0	0
4689	0	0	0	0	0	0	1	0	0	0	0	0
105373022	0	0	0	0	0	0	0	0	0	0	0	0
1439	0	0	0	0	0	0	0	0	0	0	0	0
105373023	0	0	0	0	0	0	0	0	0	0	0	0
100506241	0	0	0	0	0	0	0	0	1	0	0	0
339669	0	0	0	0	0	0	0	0	0	0	0	0
7263	187	88	135	159	70	109	99	101	153	186	114	109
4357	389	147	230	280	225	194	158	161	273	287	253	244
112268295	1	0	4	1	0	1	5	4	2	2	3	4
79734	420	104	228	211	205	209	145	186	217	356	217	274
164656	6	3	1	4	1	2	2	1	3	4	3	3
3560	18	7	12	5	3	5	8	8	7	14	10	4
114904	95	29	83	49	37	39	47	36	53	123	52	118
6753	12	15	29	24	0	3	33	4	18	67	7	4
5880	36	11	13	26	17	28	12	16	17	23	19	28
107985576	0	0	0	0	0	2	0	0	1	0	0	0
27128	6	0	4	2	0	0	1	2	1	0	1	3
105373024	1	0	1	0	0	0	0	1	0	0	0	0
114794	100	34	83	58	79	79	28	21	63	80	41	94
100506271	0	0	0	1	0	0	0	0	2	0	0	0
4242	110	39	59	48	60	60	23	32	72	67	41	84
29775	202	82	102	155	88	103	74	99	160	190	129	129
11135	77	41	34	71	45	40	34	52	94	100	63	72
3957	2	0	1	0	0	0	2	1	0	2	0	1
26088	615	192	389	336	293	281	232	222	397	550	294	425
23616	252	91	153	141	105	130	88	92	152	179	133	160
101927051	101	37	74	62	45	50	38	40	53	70	53	63
57026	967	219	661	416	377	338	412	310	353	594	372	472
3956	367	103	295	229	233	288	148	86	340	543	142	228
79159	190	80	115	112	91	63	104	90	124	186	117	129
11078	1298	351	862	608	334	427	525	378	518	1033	391	679
102724378	7	1	3	2	0	3	0	2	1	9	2	4
3005	7342	2108	8766	4047	2311	2580	6469	2309	4990	14294	2441	3830
23464	388	130	264	224	258	265	79	101	264	239	213	255
8484	2	0	2	1	1	2	1	0	2	2	4	2
129138	192	53	191	119	72	80	122	62	115	214	95	122
724028	0	0	0	0	0	0	0	0	1	1	0	0
724029	2	0	0	1	1	0	0	0	0	5	1	0
51386	19407	4398	19185	7940	6263	7020	13800	6146	6449	17560	5856	9258
85377	478	159	376	280	212	199	251	204	273	372	216	266
84645	124	17	136	64	69	70	80	31	57	113	38	89
5435	757	270	695	439	319	326	379	358	417	640	380	339
102465492	3	0	0	4	1	0	0	0	1	2	0	2
6663	44	16	31	29	18	17	18	10	22	52	17	22
100616146	0	0	0	0	0	0	0	0	0	0	0	0
9463	194	83	200	146	113	109	142	98	191	277	114	149
23539	9	3	3	3	15	13	2	0	7	6	2	7
105373027	2	2	4	1	1	2	0	0	0	3	3	2
80115	26	8	19	20	28	23	10	12	26	34	11	23
8398	132	27	131	72	182	120	29	27	164	148	56	182
23764	103	25	110	41	69	58	59	29	35	69	43	56
25829	812	299	627	451	447	446	363	327	527	805	380	577
106635525	4	0	0	0	1	1	0	0	2	2	0	1
102800317	1370	414	1223	794	974	917	614	417	1014	1468	598	1150
1454	1318	404	1173	770	953	904	581	406	999	1419	588	1129
400927	52	10	50	23	18	12	31	11	16	47	9	19
105373030	0	0	0	0	0	0	0	1	0	1	0	0
101927183	0	0	0	0	0	0	0	0	0	0	0	0
3761	17	11	3	13	10	19	4	2	20	12	9	17
105373029	0	0	0	0	0	0	0	0	0	0	0	0
11015	378	79	456	175	203	226	312	105	175	413	110	275
10521	10609	2885	10930	4878	4128	4130	11854	4431	4293	13575	4078	7563
11144	180	54	170	71	41	28	150	66	65	184	68	79
105373031	0	0	1	1	0	1	2	0	2	2	3	1
646851	63	19	72	32	12	15	60	21	26	143	33	32
25776	595	171	593	276	186	188	436	216	237	610	196	255
56993	2170	578	2254	932	671	762	1703	782	806	1927	749	943
9929	2011	510	2207	807	606	706	1683	705	660	1788	663	984
9567	3046	765	2339	1455	1426	1512	1158	895	1415	2336	1105	1864
25777	270	66	189	158	191	171	89	58	141	221	120	227
10126	254	56	156	118	91	109	107	66	134	199	80	86
23467	453	124	431	284	250	281	241	170	237	430	175	330
23466	578	154	519	315	315	229	325	214	273	672	264	370
105373032	2	1	1	0	0	0	1	1	0	2	0	1
200315	49	16	42	44	17	13	30	10	19	58	15	10
105373033	4	2	0	0	2	0	2	0	0	7	4	0
107985562	0	0	1	0	0	0	0	0	0	1	0	1
9582	578	203	650	502	200	224	447	160	294	897	164	193
100874530	143	40	147	131	56	43	95	37	62	183	45	42
27350	1064	241	1034	518	441	493	585	284	497	924	324	609
200316	658	162	696	312	267	314	381	164	261	567	199	395
140564	272	73	283	148	130	156	156	81	131	276	102	204
107985563	6	0	6	2	5	4	3	0	2	2	1	6
60489	58	10	45	30	21	28	26	14	21	53	5	36
101927202	0	0	0	0	0	0	0	0	0	0	0	0
164668	4	1	6	5	0	2	2	0	8	11	1	3
23492	187	68	164	121	93	146	99	59	108	162	66	140
5155	95	28	131	36	202	107	24	13	81	28	20	150
6122	70436	18353	58580	33700	30202	31803	34758	22404	30955	56884	26747	37758
116938	5	0	5	6	6	2	1	5	7	13	7	8
116937	5	0	2	7	3	2	3	2	2	7	6	9
116936	5	2	3	2	5	2	6	4	5	9	7	4
26807	3	1	3	0	1	1	1	1	2	3	3	1
9145	270	103	237	191	162	147	136	103	226	313	196	262
10454	636	189	490	333	302	294	248	194	370	545	298	342
100506472	22	6	10	11	9	10	17	7	6	20	9	16
4248	205	68	187	124	124	97	101	86	146	181	117	163
104502417	0	0	0	0	0	0	0	0	0	0	0	0
54471	1039	328	1218	510	427	464	770	400	430	899	372	688
105373035	0	0	0	0	0	0	0	0	0	0	0	0
468	11614	3674	11360	6047	4835	4765	10002	5423	4601	10209	4692	6120
91582	508	192	351	322	286	238	175	219	343	361	270	289
8911	77	17	42	30	41	39	34	17	41	65	40	75
150350	0	0	0	0	0	0	0	0	0	0	0	0
9402	1	0	2	0	0	1	2	2	0	0	0	1
113828	525	140	456	223	214	234	267	213	168	254	224	316
114841040	5	1	4	2	3	1	1	0	0	4	1	2
23112	1058	238	1285	336	329	362	907	310	276	1029	260	515
158	4792	1250	5039	2330	1181	1515	3191	1845	1689	3983	1656	1914
27352	663	211	457	410	503	430	214	238	507	672	359	581
107985538	0	0	0	0	1	0	1	0	0	0	0	0
57591	454	146	314	249	198	217	204	165	299	411	189	256
101927257	0	1	0	0	0	1	0	0	0	0	1	0
105373037	0	1	0	0	0	0	1	0	0	0	0	0
105373038	0	0	1	1	0	0	0	0	1	0	0	0
2847	57	14	49	21	15	12	21	23	17	31	25	20
10478	922	222	1052	403	276	277	889	334	317	903	336	431
100616283	0	0	0	0	0	0	0	0	0	0	0	0
6767	13473	3105	15019	5536	3813	4255	10238	4304	3921	12070	3883	5995
63929	686	151	756	277	276	270	480	223	232	534	195	432
150353	57	14	43	22	14	19	54	21	23	49	19	28
9978	2435	618	2641	1070	802	892	1819	771	924	2201	788	1041
106635682	301	61	266	117	110	84	145	71	124	264	102	124
100302237	1	3	1	2	3	2	1	1	2	1	2	2
2033	3162	822	3529	1299	839	1030	2310	1085	926	2825	774	1675
101927279	17	7	19	10	7	8	9	11	3	17	7	15
83746	546	202	548	319	209	222	393	283	327	580	245	372
100506544	101	33	100	51	29	31	82	48	45	104	32	60
150356	20	9	15	11	6	12	9	10	13	16	7	9
5905	2161	792	1655	1404	1227	1094	956	854	1527	1982	1168	1350
102466758	0	0	0	0	0	0	0	0	0	0	0	1
23264	2009	690	1483	1181	809	932	1062	797	1295	2105	870	1276
7008	769	201	795	382	377	348	369	247	398	669	233	470
100996598	1	0	1	1	0	0	1	0	3	1	0	0
105373042	2	0	2	1	1	4	1	2	2	3	1	1
10766	1242	354	1141	662	428	400	967	528	483	1270	506	597
