GeneID	perturbed	perturbed	perturbed	perturbed	perturbed	perturbed	perturbed	control	control	control	control	control	control	control
6919	6	7	8	4	3	4	6	6	5	4	11	15	2	8
54345	1	1	6	2	3	0	4	0	4	7	6	4	8	0
10287	363	223	200	344	568	458	369	517	377	536	411	392	429	243
102466741	1	1	1	0	0	1	1	1	0	0	0	1	0	0
4987	14	12	14	16	25	33	26	29	27	26	34	21	23	15
198437	2	0	0	0	0	2	1	0	0	0	2	0	0	0
2832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4661	11	8	14	19	36	52	37	21	18	26	13	25	25	7
55251	353	302	357	529	648	667	375	600	1036	682	744	977	938	419
140849	2	1	4	4	6	6	1	4	6	6	4	10	9	2
105379484	0	0	0	0	0	0	0	0	0	0	0	0	1	0
102723996	10	4	5	14	13	10	4	16	28	19	20	27	22	8
105372832	0	0	1	0	0	0	0	0	0	0	0	0	1	0
105372831	0	0	0	0	0	0	0	1	0	0	0	1	0	0
107987292	0	0	0	1	0	1	0	1	0	0	1	1	1	0
101928576	1	0	0	0	0	1	0	0	0	0	0	0	0	0
102724023	511	256	312	354	498	443	434	549	374	483	474	450	456	276
102724159	164	87	82	158	237	203	125	255	264	296	273	338	303	100
102724200	66	50	63	72	86	92	60	85	172	149	135	183	158	75
105379487	7	7	5	6	8	7	8	6	3	6	5	4	6	8
105379488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379489	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724219	61	60	53	40	66	61	46	70	64	46	42	71	80	72
107987309	0	1	0	1	1	1	0	1	1	1	0	2	2	1
102724334	20	6	10	6	12	9	9	12	6	6	12	5	3	4
105379490	1	1	0	1	2	2	4	2	2	2	2	2	2	3
102724354	0	0	0	1	1	0	1	1	1	0	1	0	1	0
102724370	0	0	0	0	0	0	0	1	0	0	0	1	0	1
102724398	1	0	1	2	2	2	1	1	8	5	6	5	3	3
107985506	0	0	1	1	1	0	1	2	1	1	1	1	1	0
102724428	44	47	49	62	89	90	47	75	132	146	131	140	126	64
107987288	0	0	0	0	0	0	0	0	0	1	0	0	0	0
107987289	0	0	0	0	0	0	0	0	1	1	0	1	0	0
102724701	50	57	51	45	49	53	52	54	56	39	43	54	69	58
105379491	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724843	100	97	90	77	98	97	70	109	107	72	77	127	127	118
105379493	5	4	8	5	4	5	4	5	7	3	4	7	8	10
107987290	3	3	3	1	3	1	2	2	3	2	1	3	3	2
102724560	11	10	8	11	12	13	14	15	3	2	3	3	3	4
102724594	498	225	303	366	485	454	367	500	445	487	446	593	575	217
106780825	0	0	1	1	0	0	0	0	0	0	0	0	0	1
102724652	1	1	1	1	0	0	0	0	0	0	0	0	0	0
105379497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110091777	0	0	0	0	1	0	1	0	0	1	0	1	1	0
102466252	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379499	24	27	26	29	32	28	32	19	21	17	13	20	26	25
105379501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724951	53	49	46	35	56	54	37	63	60	34	37	62	67	59
107987308	0	0	1	0	2	3	0	1	1	0	1	1	1	2
102723360	42	46	35	30	45	43	34	50	46	35	33	55	57	49
102723553	199	193	180	117	226	196	206	148	79	69	66	109	97	189
102723451	0	1	0	1	1	1	0	1	1	1	0	1	1	0
105379504	0	0	0	0	1	0	0	1	0	0	0	1	0	0
102723475	0	0	0	0	0	0	1	0	0	0	0	1	1	0
105379505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102465433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109864279	34028	4475	1822	2841	2530	4506	2429	13027	3154	15382	2517	26498	2834	1971
100500862	8	1	1	1	1	3	2	5	5	4	2	4	1	1
109864280	5921	1077	342	465	391	438	451	1374	565	2405	710	6047	343	327
109864281	435	34	22	11	12	18	19	21	11	16	10	35	7	13
109864282	27377	3294	1408	2233	2041	3906	1833	11366	2443	12781	1664	20149	2410	1548
105379506	4	1	2	6	3	2	3	9	5	8	12	8	8	3
107987293	3	4	4	3	3	3	3	7	5	7	5	11	5	7
102723570	1	1	1	2	2	1	1	11	15	13	12	27	24	9
103504727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103504739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109910379	35980	6264	1981	3002	2659	4495	2617	13156	3435	16342	2707	30366	2959	2077
109910380	9379	1301	528	685	555	709	664	2138	922	4007	918	10725	582	478
109910381	1237	94	56	24	33	43	46	49	25	35	23	88	18	32
109910382	24972	4762	1329	2106	1952	3541	1734	10615	2302	12059	1584	19176	2252	1449
112268284	4826	227	219	372	347	677	293	2044	395	2357	264	3332	453	237
105379508	12	3	5	14	6	8	6	24	11	22	23	20	22	8
102723584	1	2	2	3	3	3	2	23	32	23	26	63	52	16
103504733	0	0	0	0	0	0	0	0	1	0	2	0	0	0
106631777	35396	4308	1898	2619	2132	3113	2499	9186	3428	15238	2958	37636	2295	1839
113218488	1	0	0	0	0	0	0	1	0	0	0	1	0	0
106631781	28649	2498	1522	1996	1582	2182	1890	6382	2825	12382	2187	33579	1875	1441
106632260	51	4	4	3	2	4	3	5	3	4	5	9	3	3
106632264	6512	1765	342	544	495	833	531	2636	520	2749	676	3901	373	344
105379507	17	5	9	17	9	13	9	32	17	29	32	32	29	11
107987294	5	4	3	3	3	7	2	9	5	10	8	14	8	5
102723603	6	9	21	13	32	6	15	50	60	34	35	98	85	235
105372730	0	0	0	0	1	1	1	0	1	1	0	0	0	0
103504731	9	1	1	2	1	3	2	5	6	5	2	3	1	1
113218501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927615	0	0	0	0	0	1	0	1	0	0	1	0	0	0
100132288	6	7	10	5	8	4	9	5	3	4	6	9	8	14
101930100	4	8	3	6	10	10	6	11	8	4	2	7	6	4
101927345	0	1	1	1	0	2	0	0	1	0	0	1	2	0
105379511	0	0	1	0	0	0	0	2	0	0	1	0	0	1
105379514	0	0	1	0	0	0	0	0	0	0	0	0	0	0
105379513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441058	0	0	0	0	0	0	0	0	0	0	0	1	0	0
105372734	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372733	7	10	6	3	12	10	13	9	7	3	5	3	5	7
85319	0	2	0	1	1	2	0	1	4	2	1	1	2	0
105378260	1	1	1	1	1	3	0	1	3	2	1	1	2	2
7179	0	0	0	0	1	0	0	0	0	3	0	0	0	1
149992	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100423018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317754	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100423008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103504736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54055	5	2	3	1	3	1	4	3	1	1	1	0	1	4
110091776	0	0	0	1	2	0	0	0	0	0	0	1	0	0
391267	0	1	0	0	0	0	0	0	0	0	0	0	2	1
105377134	0	2	0	0	0	0	0	0	0	0	0	0	0	0
149998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54033	0	1	0	0	0	1	0	0	0	0	0	0	0	0
150000	0	1	0	0	1	1	4	0	0	0	0	0	1	3
6782	351	516	422	362	671	616	402	498	605	382	246	332	501	809
105369304	0	0	0	0	0	0	0	0	0	0	0	1	0	2
64092	1	1	2	0	0	3	1	2	2	1	0	0	1	0
100874190	0	0	0	0	1	0	0	0	0	0	0	0	0	0
388813	0	0	0	1	2	0	0	0	0	0	0	0	0	0
105372738	0	0	1	0	0	0	1	0	0	0	0	0	0	0
107987295	62	56	53	38	83	74	46	50	75	39	32	51	59	56
8204	283	334	373	355	509	491	167	355	899	520	391	642	822	563
107985483	0	0	0	0	0	1	1	0	1	0	0	0	0	0
105369292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927745	0	2	0	0	0	0	0	0	1	0	0	0	0	0
105369302	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29761	420	451	508	422	611	628	364	555	805	626	463	665	754	605
112268281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388815	0	0	0	0	0	0	0	1	5	5	1	0	0	5
109617014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268282	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406885	0	0	0	0	0	0	0	0	0	0	1	0	0	0
406912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100505929	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189284	7	2	2	3	2	1	9	1	1	0	0	1	1	2
1525	745	753	756	758	1071	1060	869	650	1551	606	662	890	1141	1090
10950	205	271	219	159	244	194	234	171	192	160	124	162	193	236
110806272	19	26	11	12	24	20	18	20	13	17	9	12	20	18
105372741	0	0	0	0	0	0	0	0	0	0	0	0	0	1
246312	0	0	2	0	0	2	0	0	1	0	0	2	1	2
54149	71	65	66	47	85	83	54	56	99	53	49	71	94	89
140578	1	0	1	2	4	2	0	2	1	1	1	2	1	1
54075	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107987296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5651	0	0	0	0	1	0	1	1	0	0	0	0	0	2
101927797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100422920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372746	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111216285	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387486	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4685	0	0	0	1	0	0	0	0	0	0	0	0	0	0
378828	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927821	0	0	0	0	0	3	0	0	0	0	0	1	0	0
101927843	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985508	0	1	0	0	0	0	0	0	0	0	0	0	0	0
107985509	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985494	1	0	0	0	0	0	1	0	0	0	0	0	0	0
102466967	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372747	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985512	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372749	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927869	0	1	0	2	1	0	0	0	0	0	0	0	0	0
105372751	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54072	0	0	0	0	1	1	2	1	0	0	0	0	0	0
105372753	1	0	0	0	1	1	1	3	0	0	0	0	0	1
114614	2	0	2	2	3	1	1	6	14	5	5	8	5	25
406947	0	0	0	0	1	0	0	0	0	0	0	0	1	0
282566	7	4	5	0	0	0	2	4	2	2	0	8	0	3
54148	879	910	973	538	715	664	803	642	395	448	400	432	453	1122
58494	1	6	1	1	2	1	1	3	0	1	0	3	2	3
522	2755	3201	3294	1433	2026	1976	2363	1581	1018	1080	966	1013	1120	2758
2551	193	257	225	174	373	317	177	272	483	273	198	307	413	395
105372757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372756	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351	2224	1393	1881	3116	3404	3370	1692	3820	5641	4807	3964	5559	5011	1643
100996571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985474	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116159	0	2	0	0	0	0	0	0	0	0	0	0	0	0
9510	1	0	0	1	0	1	0	0	4	8	6	2	1	6
105372760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11096	2	2	0	0	3	1	2	4	9	5	4	4	5	5
100616243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268279	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724355	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372759	2	0	0	0	0	0	0	0	0	0	0	1	0	0
105372762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372763	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54088	3	2	4	2	4	1	6	2	0	0	0	0	0	0
246705	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284825	2	7	4	2	5	4	10	4	2	2	4	2	2	6
101927973	0	0	0	0	0	0	0	0	1	0	0	0	1	0
102724420	0	0	1	1	0	0	0	0	0	0	0	0	0	0
105372764	4	1	2	2	8	7	3	1	1	5	4	1	4	0
29104	296	302	301	185	288	249	274	243	199	188	183	225	245	308
118421	5	6	5	2	0	2	3	5	1	5	1	5	6	2
26046	275	360	330	264	722	489	247	351	919	412	351	467	818	725
105372766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10069	326	283	295	228	276	277	233	249	190	224	211	224	247	260
10600	747	1031	1004	709	1115	900	727	716	672	520	443	628	784	1365
10694	9078	9566	9523	5468	8490	7342	8054	5720	4254	3751	3601	4413	4879	10520
56911	29	21	25	41	36	44	30	39	42	31	37	41	51	26
105372767	18	16	17	10	15	14	14	26	29	25	28	55	52	15
193629	0	0	0	0	2	0	0	1	0	0	1	0	0	1
105369299	3	2	4	5	7	10	3	2	5	3	5	8	7	2
571	392	409	397	378	566	576	225	635	1437	836	553	884	1146	544
100874322	0	1	0	0	0	0	0	1	1	1	1	2	1	0
107985486	1	2	1	0	1	1	1	1	0	1	0	1	0	1
105372770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2897	1	4	3	5	1	0	2	0	1	2	3	1	0	1
105372768	2	2	1	0	1	0	1	0	2	1	2	1	0	0
100379661	1	2	0	3	2	2	4	1	1	3	1	0	1	3
642976	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26285	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
643803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
643812	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337963	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337959	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100422891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372772	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284827	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337969	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337971	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337973	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337974	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100288287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337968	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337967	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337979	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337966	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337975	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100151643	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337976	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372773	0	0	1	2	0	0	3	1	1	1	0	0	0	1
100288323	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337977	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337879	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337878	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337880	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372776	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372775	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372774	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7074	5	0	3	0	8	12	4	5	6	10	3	5	6	0
107985487	0	0	0	0	0	1	0	0	0	0	0	0	0	0
105372777	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150051	0	0	0	0	0	2	0	1	0	0	0	0	0	1
107985488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724449	1	0	0	1	0	2	0	0	2	0	0	2	1	0
6647	7157	6425	6299	3799	4464	5016	6022	3714	2070	2342	2173	2490	2229	5494
57466	131	99	107	143	196	218	104	251	445	417	272	435	431	120
30811	4	1	8	6	0	0	0	2	0	0	0	0	0	0
100551499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54069	161	96	117	101	170	163	125	160	119	106	118	134	177	136
56246	17	11	13	13	19	22	15	19	21	24	22	35	30	12
105372779	0	0	0	0	0	0	0	0	3	0	0	1	0	0
9875	177	132	162	227	338	319	137	323	523	567	290	621	557	123
677846	0	0	0	0	0	0	1	0	1	0	1	0	0	0
84996	37	25	33	25	54	41	73	56	19	25	20	28	26	43
59271	143	81	105	189	170	213	154	158	77	154	124	140	110	58
110091775	321	160	179	233	343	332	281	344	270	335	282	370	366	160
140290	0	2	3	1	1	1	1	1	1	1	0	2	0	0
105372782	0	0	0	1	0	0	0	0	0	0	0	0	0	0
56683	550	302	385	434	581	547	477	584	491	567	498	614	562	295
8867	25	16	20	36	55	53	23	72	190	117	71	122	159	49
100506215	3	4	2	5	2	5	3	9	19	6	8	11	16	12
94104	183	182	235	169	284	231	183	222	485	271	326	419	537	251
54067	9	6	3	1	8	4	2	4	4	3	1	4	1	6
56245	0	1	1	0	0	1	0	0	0	0	1	1	0	0
105377136	0	0	0	0	0	0	0	1	0	0	0	1	0	0
102724502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10215	0	0	1	0	0	0	0	0	0	0	0	0	0	0
107985505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101930746	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116448	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372787	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3455	146	118	115	129	186	174	112	160	202	246	222	197	271	121
100288432	0	2	2	0	2	1	1	1	2	2	4	1	4	1
3588	332	231	238	295	350	380	256	366	428	450	333	351	389	199
3454	263	178	194	219	355	342	207	260	615	425	342	466	569	259
3460	769	519	552	602	832	724	529	1000	856	923	762	863	779	580
757	695	622	613	461	780	619	562	669	653	527	416	585	648	841
54943	8	11	13	6	12	10	12	9	8	9	5	12	11	16
2618	1893	1329	1430	1412	2220	2024	1342	1988	2219	2069	1559	2100	2260	1506
6651	1206	921	1160	1073	1570	1638	695	1526	3821	2877	1918	3368	3347	1012
102465248	5	6	3	6	21	19	1	21	56	37	14	30	33	4
107985481	52	42	55	41	47	47	31	49	81	70	65	101	90	35
29980	213	185	192	138	207	157	114	131	219	154	140	202	199	141
9946	145	196	204	145	164	158	144	136	121	97	109	101	127	267
6453	172	127	132	169	272	262	88	248	452	384	225	371	418	145
539	5980	6284	6022	3411	4691	4554	5623	3345	1624	1674	1628	1799	1764	5004
100506334	1	0	3	1	3	7	3	0	1	0	2	0	1	4
101928126	1	2	0	1	1	2	2	1	0	1	0	0	0	0
105372790	0	0	0	0	0	0	1	0	1	1	0	0	0	0
105372789	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64968	481	421	408	424	606	531	398	371	342	332	350	402	418	272
6526	231	177	243	224	371	311	118	159	512	301	186	337	453	183
114036	0	2	2	2	1	1	0	2	3	1	1	1	6	0
105372791	4	2	5	3	4	4	6	2	1	2	0	2	1	2
9992	0	0	1	0	0	1	1	0	0	1	0	1	1	1
54065	177	179	170	106	213	173	191	143	68	59	61	96	89	183
101928147	0	1	0	1	1	1	0	1	1	1	0	1	1	0
105372793	0	0	0	1	0	0	0	1	0	0	1	2	0	0
388820	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3753	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1827	175	143	153	147	180	199	133	205	195	186	146	234	192	169
54102	1	0	0	0	0	0	0	0	0	0	0	0	0	0
54064	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506385	2	3	3	4	1	0	2	1	1	1	0	1	2	0
861	167	108	165	205	231	245	137	265	426	412	340	471	487	139
102724584	3	1	1	0	1	0	0	6	3	0	1	5	2	3
112267915	2	0	2	1	1	1	0	1	1	1	2	4	5	4
80215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506403	0	0	0	0	0	0	0	0	0	0	0	0	0	0
768219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928269	0	0	0	0	1	0	0	0	0	0	0	0	0	0
100996609	1	2	1	0	0	0	0	0	0	0	0	2	0	0
54093	174	156	136	151	166	178	120	180	159	179	166	230	194	114
105369295	2	0	0	0	1	1	1	1	0	0	0	0	1	2
100133286	110	50	52	80	155	126	84	138	87	121	91	113	112	83
873	553	291	306	395	769	581	468	714	536	591	540	589	628	420
105369306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506428	15	13	17	11	18	13	12	19	41	14	18	25	24	19
874	5	3	4	5	8	3	3	4	4	9	4	1	6	2
9980	125	75	119	139	212	183	94	221	392	310	243	399	373	86
23515	303	412	324	278	547	441	245	349	615	312	300	371	535	542
8208	61	46	67	101	106	87	79	145	129	167	147	224	211	63
105369301	3	6	7	10	6	9	6	15	17	10	7	15	14	13
23562	2	2	0	1	1	2	3	0	2	4	3	2	2	1
105369308	0	0	0	0	0	0	0	0	4	0	1	0	0	0
6493	26	18	20	43	66	47	22	73	99	87	60	84	74	22
107985492	1	2	1	0	2	2	0	6	4	8	4	9	3	6
3141	206	127	185	242	341	282	165	345	500	421	297	504	560	167
105369305	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53820	0	1	0	1	0	0	0	0	0	0	0	0	0	0
105372795	8	5	7	9	6	7	3	4	10	5	8	11	5	4
51227	422	454	517	265	444	337	445	334	270	218	218	246	277	680
7267	1055	766	928	1217	1672	1579	728	1198	2298	1561	1188	2048	2439	874
100874006	24	19	23	38	51	50	24	41	52	40	25	65	67	19
257203	29	26	27	29	30	33	29	17	3	5	5	6	9	10
10311	356	277	288	455	603	560	303	742	782	729	612	821	893	426
1859	260	225	271	280	336	348	161	308	680	542	518	668	607	224
105372797	1	0	0	0	0	0	0	0	1	2	1	0	1	0
105372798	1	0	0	0	3	4	0	1	3	1	1	7	2	2
3763	0	0	1	0	1	0	0	0	0	0	0	0	0	2
107985507	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372799	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10281	0	0	0	0	0	0	0	1	0	0	0	0	0	0
84677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3772	15	16	16	13	13	14	16	29	63	127	63	98	79	38
105372801	0	0	1	0	1	0	1	0	0	2	1	0	0	1
102724678	0	0	0	0	0	0	0	0	0	1	0	0	0	0
107985513	0	0	0	0	0	0	1	0	0	0	1	0	1	1
2078	3	1	1	2	1	5	2	3	7	3	0	4	5	13
105372802	0	0	1	0	0	0	0	0	0	0	0	0	0	0
400866	17	12	14	9	22	11	27	32	11	11	6	14	12	44
107985480	8	13	5	14	8	10	7	5	3	2	7	4	5	10
2114	3044	1709	2303	4062	3490	3688	2401	4474	5939	5669	5074	6708	5618	1966
101928398	0	0	0	0	0	0	0	0	1	0	0	0	0	0
400867	0	1	1	3	4	6	1	1	5	0	4	3	6	3
101928435	0	0	1	0	0	0	0	0	1	0	0	3	0	0
102724740	28	24	36	55	48	36	47	51	51	40	41	43	49	33
105372803	3	4	4	2	4	3	4	5	3	2	5	2	2	0
107985484	2	2	6	4	8	6	5	5	7	6	3	6	5	5
8624	925	777	848	952	1114	944	1159	637	597	576	546	666	756	752
54014	485	515	537	395	606	569	357	471	1017	551	558	787	932	533
103091865	2	0	0	1	3	1	0	2	2	3	2	1	6	3
100874093	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3150	3351	2548	2793	1957	2486	2609	2491	2642	2579	2116	2207	2988	2735	2730
105372804	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7485	325	353	330	198	271	248	262	209	188	122	126	141	163	363
106865373	180	195	170	116	162	149	152	139	75	72	55	72	79	169
150082	4	16	12	9	8	14	18	6	7	11	7	13	19	18
6450	16	12	8	8	15	6	12	14	2	4	3	4	7	6
102466972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114041	3	2	2	2	0	3	0	0	1	0	0	2	1	1
10317	69	49	54	89	88	76	32	180	380	360	235	373	313	75
150084	1	0	0	1	1	0	1	0	3	0	0	2	0	1
107985499	0	0	0	0	2	0	0	0	0	0	0	0	0	0
107985500	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5121	0	0	0	0	0	2	0	0	0	0	0	0	0	0
1826	0	0	0	0	1	0	0	0	2	0	0	0	0	1
100616148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506492	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105369294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100874326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284835	6	1	2	5	3	1	5	3	0	1	1	2	0	2
107985495	6	3	6	4	13	4	0	5	1	2	3	2	0	4
100423023	0	0	0	0	0	1	0	0	1	0	1	0	0	0
25825	1982	940	1081	2298	2444	2478	1359	2096	2447	3148	2474	2576	2411	1025
191585	1	0	2	5	1	2	0	2	2	3	4	10	11	0
54097	6	4	3	7	7	3	6	4	2	1	1	0	0	0
4600	135	82	89	158	121	104	62	144	164	288	261	342	167	60
4599	312	163	245	428	328	383	227	426	552	873	763	1061	699	137
7113	203	115	126	289	277	408	166	414	407	536	471	491	499	156
105372809	0	0	0	0	0	1	0	0	0	0	0	1	2	1
105372808	1	2	3	1	0	5	2	1	0	0	0	2	0	0
105372812	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985478	1	0	0	0	3	1	0	5	2	4	3	4	3	1
105372813	0	0	0	0	0	2	1	0	2	1	1	5	0	1
