GeneID	control	control	control	control	control	perturbed	perturbed	perturbed	perturbed	perturbed
55364	4326	3819	4003	4343	4067	4049	3873	4527	3450	2409
147463	74	71	81	992	925	116	110	172	541	416
135154	411	319	411	314	275	408	391	432	261	226
83539	0	0	0	4	0	1	1	0	0	3
7070	26120	18229	22358	71419	65907	17196	16856	27352	40609	29012
123872	2	5	1	5	1	2	2	1	3	0
404550	60	55	109	128	106	71	69	76	180	143
219899	1774	1597	1742	2399	2348	1797	1814	2165	2549	1775
57338	5	3	1	9	7	5	0	6	0	5
56172	4985	4065	4603	7354	7629	6056	5608	6847	4797	3384
90268	1955	1768	1943	2610	2594	1991	1918	2535	2417	1773
84959	1232	1206	1309	1807	1928	1668	1752	2227	2000	1360
54538	79	65	96	212	220	317	290	402	330	218
64221	833	590	630	1066	1274	1101	950	1230	1371	1011
116337	1	0	0	0	0	0	0	0	0	2
84897	4793	4032	4593	5020	4889	3506	3156	3816	4614	3597
4900	3	3	0	13	4	9	4	19	0	5
54463	39	47	74	205	206	28	42	60	93	84
1010	0	0	0	3	0	2	2	7	0	5
2838	0	0	0	0	0	0	0	0	0	0
9868	7638	6978	7334	9907	10175	9050	8471	10330	10169	7659
25890	1433	1446	1950	3471	2901	1332	1750	1876	3208	2659
284	6123	4984	5358	13560	11516	2872	2628	4020	7191	4835
163720	0	0	0	0	0	0	0	0	0	0
26207	697	563	736	1448	1403	1257	1195	1309	1668	1303
200014	1595	1212	1484	879	1000	1600	1371	1983	1058	816
204219	0	0	1	2	1	0	3	1	1	0
5578	4283	3541	4695	2962	2996	2248	2277	2650	1777	1209
79705	588	456	673	893	910	673	692	971	880	614
201134	896	707	879	1248	1108	590	593	784	598	494
64090	0	0	0	0	0	0	0	1	0	0
10350	410	324	315	2997	2787	440	473	825	2253	1703
23460	847	731	759	2236	2054	2059	1949	3414	3334	2684
10349	86	103	108	151	163	34	25	26	99	63
23461	2736	2728	2747	1404	1344	516	414	518	690	462
5169	2	1	0	1	4	6	5	14	9	5
55286	0	1	0	4	2	1	0	1	2	0
7345	26042	21394	21628	12008	10566	9922	9221	12072	7574	5690
375056	7442	6267	7452	5471	4983	7781	7573	9972	5929	4237
84976	352	295	363	541	425	497	480	633	623	487
23043	220	162	212	120	143	165	157	255	181	155
157739	4	2	2	6	2	1	5	5	6	5
83648	762	641	798	553	399	1273	1043	1424	1181	822
252969	1165	1000	1068	1677	1598	1084	942	1187	1063	669
5239	208	216	224	1340	1276	35	42	50	183	102
89780	1	0	0	4	3	1	1	0	2	3
84033	28	29	40	76	54	64	48	94	140	106
91694	1591	1370	1622	997	962	935	822	918	897	632
81559	1150	965	1023	963	881	995	828	1033	1111	790
55740	15818	13473	15197	12565	13912	10994	10794	12690	10419	7904
5506	0	0	0	0	0	1	0	0	0	0
126731	669	627	671	542	497	547	527	576	502	313
136991	0	0	0	1	0	0	1	0	0	0
57630	2143	1842	2292	2304	2348	1464	1481	1733	2026	1551
115362	6	5	5	3	3	1268	1307	1398	794	985
9184	6535	5756	6047	7086	6946	7898	7534	9175	8432	6765
2849	0	0	0	0	0	0	0	0	0	0
129881	9	5	9	18	13	3	5	9	4	3
118856	12	4	8	6	7	2	1	4	3	4
118611	45	41	46	128	148	83	63	57	149	119
388650	2745	2278	2474	3267	2818	1356	1327	1745	1824	1285
518	5601	4699	5480	7645	7329	6012	5492	7142	6579	5176
728577	8	16	12	56	64	5	5	11	43	39
728239	4	6	12	1	2	6	6	5	3	0
135295	14	8	13	24	23	14	13	9	16	14
27295	348	214	240	47	81	75	81	80	30	31
8470	41	24	44	16	12	28	20	19	9	4
6921	2775	2770	2483	3257	3135	2577	2409	2851	2536	2142
23643	540	555	531	390	330	904	803	993	260	219
143471	1	4	3	14	13	5	6	7	6	6
9087	5	6	0	4	3	1	4	8	4	1
1525	7	2	6	4	0	2	2	4	18	10
10950	1040	884	875	1223	1271	1356	1247	1516	2364	2070
54149	921	812	810	697	641	1591	1464	1774	1343	1095
140578	7	3	1	1	6	6	14	19	7	15
5651	0	0	0	0	0	0	0	0	0	0
4685	64	57	66	140	129	41	41	40	73	58
91133	0	2	5	0	0	5	2	9	0	1
5137	38	51	48	84	64	11	6	5	131	68
27342	669	576	638	778	742	550	509	614	754	583
54148	1290	1258	1056	1254	1306	1533	1474	1762	1429	1287
58494	46	54	40	256	262	110	77	98	402	316
522	2549	2174	2389	3152	2998	2093	2038	2425	2253	1763
2551	2371	2150	2363	3216	3058	3113	2767	3269	2782	2346
9510	23532	17521	20358	25990	28057	6761	6161	9094	13523	8940
11096	1926	1631	1859	1721	1426	809	761	962	2313	1791
80746	503	434	461	456	459	575	553	712	462	354
146857	157	125	131	130	127	213	196	266	159	123
7476	0	0	0	2	0	0	0	1	3	2
7508	3688	3299	3788	5290	5169	5319	4978	6513	7426	5384
51244	941	809	972	1110	1048	811	860	1078	1193	945
152273	16	10	17	69	84	31	24	23	30	42
201163	1700	1302	1414	891	904	1568	1451	2048	1426	1038
285381	3806	3475	3529	6454	6332	3678	3474	4333	4998	4237
92106	755	708	692	580	534	802	727	919	446	439
23228	998	811	810	1167	1171	1278	1162	1876	1841	1488
30827	1298	1032	1248	988	913	1222	1079	1427	1045	830
220134	17	14	9	8	11	21	20	16	2	2
9989	8444	7265	7705	9423	9408	7301	7120	8957	7910	5641
147495	29	27	37	653	648	84	92	148	1556	1047
63895	5	10	7	15	16	4	6	9	16	5
284047	1914	1626	1907	2092	2054	1520	1543	1949	1415	1253
65258	1093	862	1021	1547	1506	1055	1029	1221	1339	920
124739	2	6	1	14	13	2	6	12	12	6
51560	21	21	23	229	172	26	16	29	98	87
146956	45	43	38	30	23	56	28	51	31	18
2047	3	3	3	8	14	6	5	14	18	21
84532	34	23	28	87	75	91	68	124	175	162
91369	3477	2844	3023	3188	3151	3608	3194	4359	2935	2216
7566	870	763	769	913	875	630	601	703	548	402
56934	0	1	0	96	65	1	1	0	58	68
81552	3378	2730	3144	6150	6171	3274	2911	3980	6096	4234
346288	0	0	0	0	0	0	1	0	0	0
139322	605	520	622	630	552	437	465	555	472	372
27123	1615	1291	1334	3631	3382	774	661	1082	1470	1264
113612	1272	1044	1195	2307	2153	610	548	718	1247	937
222967	2	1	1	3	1	4	1	3	0	4
80028	678	556	696	626	751	623	531	623	703	543
129684	0	0	0	0	0	0	0	0	0	1
150696	9	3	3	17	20	7	13	8	23	8
221264	284	184	214	353	322	149	177	218	252	179
4956	0	0	0	7	4	0	1	0	2	1
7071	3341	3256	3922	10742	9882	5341	5139	5287	11434	7575
5799	6	2	2	37	25	19	12	23	52	50
51582	11555	10390	10948	12052	12652	7697	7133	8128	9428	6653
528	3197	2743	3074	3548	3258	3432	3474	4445	3563	2633
55529	1885	1716	1713	1092	865	2474	2339	2684	1277	1057
51633	1049	998	1090	1139	1269	1266	1090	1176	952	874
23097	1318	1285	1448	1411	1316	1015	977	1243	974	725
112495	2886	2448	2555	2055	2016	2848	2832	3386	2100	1691
158219	4131	3513	4014	4021	4103	5536	5323	6366	5144	3836
55326	1834	1766	1780	1457	1582	1654	1374	1673	1734	1278
64210	3269	2751	3106	3869	3980	4208	3688	5401	3964	2785
79544	0	0	0	0	0	0	0	0	0	0
55361	2303	1922	2162	3353	3395	3059	2847	4236	4617	3067
83742	3632	2858	3506	4246	4122	3678	3674	4691	4062	2767
118813	1203	964	1161	1601	1452	1490	1413	1717	2220	1686
401647	0	0	2	7	1	0	1	1	11	3
27201	13	4	9	9	2	4	0	2	5	4
152992	715	595	605	742	777	604	619	740	948	682
81894	1039	814	984	2159	2028	2972	2901	3613	4442	3183
6782	21181	21117	21493	18292	18342	16101	15688	16143	14214	11804
64092	0	0	1	0	1	2	3	1	11	2
29761	5971	5107	5232	4827	4552	6095	6166	7835	5286	3851
65983	3169	2449	2804	2801	2530	1674	1586	2591	2110	1623
54819	823	833	814	1147	1106	1156	1121	1282	1153	882
388272	646	540	535	795	737	609	497	687	505	473
4343	799	722	849	1084	957	3681	3522	4654	3603	2479
389	20573	16611	18134	24735	22420	15657	12539	16668	18678	13455
333926	22	24	16	36	46	38	41	77	87	58
1622	8668	6875	7056	7094	6538	6280	5382	7478	3979	3205
6566	21689	20880	22327	14802	15165	20082	18378	22242	16978	12799
55027	2396	2124	2202	2159	2296	2963	2713	3403	2421	1714
378108	2	1	4	11	10	4	2	5	9	9
84365	4121	3672	3868	4398	4504	4615	4402	5274	4241	3443
5018	1981	1704	1915	2546	2293	2176	2099	2588	2333	1942
9056	164	97	129	194	173	473	485	666	319	246
9947	0	0	0	0	0	0	0	0	0	1
23367	4553	3579	4688	5294	5245	5521	5490	6874	6075	4385
9337	3519	3248	3345	5284	5351	3655	3475	4224	5019	3796
2890	15	10	3	135	137	110	98	114	274	214
136332	5	11	7	26	19	13	22	16	36	24
133383	331	297	302	455	464	293	285	407	425	353
166968	1972	1758	1866	3307	3423	2162	1967	2324	3272	2601
23165	3644	2875	3387	4593	4776	4563	4897	6479	5537	3920
342357	545	456	611	782	788	654	608	815	830	673
138241	590	511	514	632	604	752	667	900	747	645
9502	0	0	0	0	0	0	0	0	0	0
118788	2	4	5	24	18	938	1051	1396	672	607
129831	1073	906	961	1202	1168	1034	994	1289	1123	905
7273	3	2	4	18	19	6	8	7	19	21
11326	0	0	0	2	0	0	0	0	0	0
9601	21578	19153	21938	17503	18590	30241	27164	33868	17853	11803
79831	112	138	114	155	185	151	175	174	157	166
255762	1	0	1	1	0	0	1	6	0	1
146183	2	3	5	0	2	2	2	2	3	2
130535	1955	1583	1714	1743	1667	1210	1040	1390	975	734
285172	1138	1066	1168	1110	1042	1700	1618	1980	1317	1044
130540	74	60	48	49	54	50	61	74	64	52
151254	164	138	158	335	276	148	130	180	248	157
65062	4613	3908	4073	6723	6814	3003	2898	3367	3354	2568
8324	1974	1605	1808	1406	1514	1804	1728	2429	1549	1011
200162	0	1	0	1	0	1	3	0	0	1
64798	621	418	451	968	875	75	46	106	204	135
56776	1090	1154	1143	1245	1371	801	765	1147	1473	1204
56254	4625	3929	4421	4770	4321	3638	3243	4169	4137	2954
1539	0	1	0	0	0	0	0	0	0	0
133522	49	35	60	74	78	101	119	162	76	78
9844	0	0	0	51	45	1	1	1	32	15
1836	4347	4275	4898	3981	3717	2953	2719	3373	2520	1714
134353	509	448	491	444	625	612	524	738	678	533
9443	865	803	838	972	943	907	786	921	971	736
158297	3	6	7	10	11	8	9	6	15	6
10670	6746	5430	5969	6735	6531	5963	5018	6747	6749	4722
25769	1	1	5	7	4	6	0	14	6	13
287015	0	0	0	0	0	0	0	0	0	0
92370	266	232	252	390	440	1040	843	1313	483	340
114	2	3	1	80	92	13	20	27	34	32
5922	1240	1243	1349	1978	1898	1758	1733	2124	1831	1506
55005	2526	2193	2263	1650	1548	1698	1715	1922	1553	1204
154064	2	1	6	4	9	6	14	13	18	19
6503	8	4	6	20	29	14	10	8	21	24
51643	2094	1835	1837	2614	2593	2147	1983	2491	2454	1876
7411	3773	3540	3472	4438	4317	3787	3534	4038	3692	3065
116442	56	46	29	24	26	53	44	55	18	16
1193	529	442	432	2662	2603	1053	1017	1357	2269	1864
2334	8	14	6	39	57	1	2	3	5	5
286097	592	626	651	670	687	544	537	557	361	287
23426	5	7	7	2	0	4	4	8	7	2
137492	4476	3815	4016	6618	6316	3875	3899	4432	5925	4876
3798	3	6	6	0	5	5	5	7	1	4
10	0	0	0	2	4	6	0	0	5	5
4107	0	0	0	0	0	0	0	0	0	0
23362	7102	5991	6705	10258	9436	7852	7603	8734	6746	5025
138199	2073	1896	2048	2691	2724	2592	2420	2772	1987	1533
90550	2368	2051	2266	4093	3802	1346	1407	1704	1632	1283
91748	508	466	582	1238	1268	619	650	778	1663	1201
118491	92	72	79	338	263	116	107	141	295	166
9630	22	28	23	108	110	24	29	46	116	64
145483	476	368	407	599	551	410	359	472	658	489
2776	4402	3976	4680	5549	5805	3833	3859	4631	5018	3785
11197	21	24	11	10	11	85	83	94	13	7
7363	0	0	0	0	0	0	0	0	0	0
83873	3	0	3	3	3	5	5	16	2	3
4325	2085	2013	2058	677	812	508	616	618	222	145
132	2050	1630	1816	2432	2344	1612	1432	1859	1434	1092
3778	2450	2208	2547	3517	3636	1681	1718	2037	3117	2782
10538	0	0	0	0	0	4	1	3	0	2
1633	581	551	558	524	538	542	518	602	387	275
9508	99	62	78	45	54	105	110	110	76	49
257	0	0	0	0	0	0	0	0	2	3
286148	3695	3213	3590	2241	2075	3352	3199	4031	1727	1470
137682	696	679	642	595	541	624	637	622	509	398
128338	1881	1779	1814	1828	1794	1560	1464	1743	1554	1165
157657	362	290	258	343	326	290	268	295	264	235
5470	0	0	0	6	0	3	0	2	11	6
161502	4	4	6	9	10	6	11	13	5	9
57188	12	10	12	35	34	45	48	48	58	70
419	7	11	5	53	29	75	54	75	175	149
9154	1	0	5	7	3	1	2	1	9	2
123720	461	370	467	543	534	527	542	705	831	669
10563	0	0	0	0	0	1	0	1	0	0
29104	799	651	675	1021	898	872	811	1092	912	741
10069	1888	1673	1711	1379	1174	1816	1828	2270	1295	1110
10600	4748	4465	4486	6144	6362	4962	4691	5447	5627	4233
10694	10379	8935	9284	14900	15084	12949	12201	14715	15861	12942
56911	2581	2265	2383	3813	3797	3373	3051	3321	3268	2702
84779	0	0	0	0	0	0	0	0	0	0
571	8533	7466	7517	11652	12197	8956	8911	10220	14084	11117
100379661	8533	7466	7517	11652	12197	8956	8911	10220	14084	11117
26285	0	0	0	0	0	0	0	0	0	0
9073	0	0	0	0	0	0	0	0	0	0
7102	2	3	0	10	3	1	0	0	9	4
7074	1022	939	1054	462	500	1499	1615	1889	677	458
57466	139	137	198	285	223	217	228	282	409	328
6103	434	374	403	487	524	816	806	779	766	585
23552	179	161	205	339	340	338	300	447	455	388
84108	817	675	781	766	721	860	767	926	685	571
122416	1462	999	1138	1054	1100	1188	894	1393	1536	1087
119392	457	387	446	550	550	303	304	353	313	237
22986	0	0	0	4	0	3	0	2	10	4
118980	163	118	145	64	105	127	107	168	65	47
9556	4074	3815	3842	3883	3796	2774	2538	3002	2634	2164
2528	0	0	0	0	0	0	0	1	0	0
122402	36	38	43	68	87	51	44	66	92	73
8817	40	43	38	452	468	173	164	158	527	378
5097	64	71	72	58	72	119	120	109	311	187
153769	15	11	7	21	12	3	3	2	53	19
392255	1746	1484	1586	791	1010	1109	1007	1258	1253	832
7381	7982	7175	7145	7614	7734	6459	6134	7569	5439	4603
51001	983	845	916	1200	1186	1258	1299	1484	1166	860
9791	5525	4635	4912	5429	5254	4289	4099	5495	4076	3170
5521	0	1	0	3	8	2	1	2	3	9
6156	40861	37453	36815	30818	32114	29222	26232	30208	20578	16590
3788	18	12	16	442	418	24	25	30	315	203
159091	97	62	80	194	201	202	190	189	231	185
6832	1715	1315	1512	998	768	1776	1634	2089	1134	661
159090	506	364	381	3321	3167	733	727	810	2413	2202
1915	885177	831686	848440	518317	548343	360212	309205	368349	324988	244011
286151	12	3	6	6	2	6	4	2	3	3
80201	23	14	12	29	15	23	27	28	17	22
3098	4267	3611	4751	3736	4127	4790	4582	6419	4607	2829
219743	618	472	457	484	474	575	459	596	857	612
84295	1680	1426	1557	2431	2153	1988	1902	2334	1806	1775
135228	4216	3367	4148	5447	4826	3720	3511	4754	3223	2513
57497	1	0	0	0	0	0	1	0	0	0
4838	0	0	0	3	3	5	7	7	24	16
10394	0	0	0	0	0	0	0	0	3	0
9246	2303	1728	1911	3600	2790	22333	20473	26747	14391	11023
25921	5223	4181	5238	10503	10302	6379	6249	8265	11473	8647
219541	1289	1134	1144	1682	1681	1432	1254	1590	1603	1119
60685	1947	1532	1966	2373	2047	1691	1501	1986	1941	1476
27020	9528	8235	9097	10291	9951	9977	9570	12568	10360	7400
23522	1215	978	1238	1802	1759	1105	1178	1683	1468	1207
142891	3827	3505	3587	6770	6584	4961	4667	5588	6000	4515
80223	254	193	231	172	125	183	187	258	220	159
137970	0	0	0	2	1	0	0	0	0	0
219970	6	8	5	2	6	5	9	10	0	3
10813	2012	1716	1938	2687	2680	2899	2640	2965	2710	2201
9131	1999	1629	1551	1976	1859	1922	1639	2120	1603	1144
5603	347	276	362	584	668	862	745	918	1152	904
9530	1791	1550	1814	2880	2969	2493	2349	2998	2774	2282
931	0	0	0	0	1	0	0	0	0	0
3532	0	0	0	0	0	0	0	0	0	0
93594	871	728	809	718	803	562	542	653	615	459
55093	589	507	551	384	448	560	531	622	379	288
29028	871	691	837	955	888	902	896	1091	965	732
114907	1321	1137	1347	472	387	1611	1569	1911	1276	892
286053	1150	987	1001	1179	1156	1221	1156	1389	1210	928
115509	605	468	512	565	559	803	741	912	702	523
78994	222	181	231	215	245	255	226	283	248	193
64319	515	356	515	1008	1097	545	583	670	1291	951
391059	787	556	587	976	991	1169	1189	1517	796	618
5261	775	536	625	719	748	541	492	701	821	556
64645	495	400	476	559	552	585	514	710	564	428
163786	176	120	164	116	118	139	170	180	114	103
1339	0	0	0	0	0	0	0	0	0	0
3681	0	0	0	0	0	0	0	0	0	0
139378	0	0	0	1	0	0	0	0	5	2
7547	0	1	0	0	0	1	0	0	0	0
115416	1593	1385	1426	1930	1939	1674	1700	1873	1467	1100
23355	3668	2966	3396	4541	4538	3331	3320	4234	3123	2508
2585	1801	1431	1498	1794	1856	2105	1812	2351	1752	1468
375323	3	0	1	10	8	0	2	2	12	5
93010	0	4	2	4	3	7	1	6	5	6
255027	9	6	5	25	32	2	3	2	33	10
701	35	31	32	17	10	26	28	26	15	10
5147	1032	806	871	935	774	984	871	1097	786	630
1974	17523	15673	16540	17191	17803	13046	12500	15443	13301	10392
7862	979	805	895	1214	1260	1155	966	1305	1646	1218
285367	968	706	855	580	582	807	730	899	535	363
6750	0	0	0	7	7	0	0	0	0	0
9797	682	504	651	1258	1226	769	725	1014	1258	885
51738	0	0	0	0	0	0	1	2	1	0
6396	17386	13895	15635	14440	14548	13885	11939	16082	11764	9203
9941	754	532	627	783	852	828	809	981	807	599
123803	3395	2736	2797	3636	3508	2684	2431	3431	2479	1984
81626	1	0	0	8	18	4	7	5	32	29
23057	104	96	108	485	456	244	304	281	508	453
9372	4253	3496	4034	4304	4031	2592	2511	3419	2974	2199
491	0	0	0	4	2	1	1	0	0	3
131375	0	0	0	3	2	0	0	0	7	0
6529	0	0	0	0	2	1	0	0	0	0
23049	4170	3598	4467	7101	7315	5068	5522	6822	6874	5983
115548	1049	925	982	1686	1548	1494	1425	1641	1894	1692
11030	224	169	246	478	407	282	343	432	675	581
134285	99	60	69	112	117	207	261	390	577	483
131377	0	0	0	0	0	0	0	0	0	0
731	24	12	18	17	15	31	32	52	36	27
7079	393	271	311	243	233	331	294	484	235	182
6854	9	5	11	7	1	22	5	9	9	10
3084	475	475	533	760	664	103	95	156	452	361
54953	2360	2208	2202	4067	4079	2609	2569	3096	3907	3002
1376	853	720	800	934	885	1082	1064	1340	1031	771
55707	5554	4632	5030	9105	8826	6325	5628	7190	9588	7604
7804	1037	872	1064	280	283	1306	1184	1532	365	297
200008	0	0	0	7	4	1	1	2	0	0
22976	541	500	583	694	632	569	531	696	615	476
261729	2885	2312	2526	3961	3605	3263	3223	3933	6667	4583
23648	861	731	950	1339	1281	967	908	1095	1158	724
3361	0	0	0	1	0	0	0	0	2	0
9069	1328	1227	1356	847	863	1348	1341	1678	1186	1042
4323	33268	24987	31211	22607	21551	70368	62722	83771	34525	22377
8321	950	800	994	1952	1915	3281	3076	4082	2195	1417
57798	2344	2059	2283	2551	2426	2128	2220	2600	2347	1622
203328	6	11	12	2	4	70	46	76	17	13
146456	3	0	0	4	6	3	4	3	2	5
348174	42	20	33	17	15	24	26	42	16	30
10901	1325	1049	1272	850	798	1070	818	1090	733	481
93190	2	0	0	3	4	0	0	0	9	8
283971	18	6	12	14	9	19	18	34	8	22
221481	33	38	40	87	56	22	11	32	57	18
11269	920	796	880	1029	973	832	780	958	1136	848
6483	2532	2016	2317	2732	2592	4036	3476	4619	2936	2014
197258	432	330	376	307	302	334	322	419	318	183
146433	163	124	114	190	181	112	87	127	255	147
115817	391	292	388	371	366	307	320	436	367	226
776	4	4	0	22	15	2	2	1	16	12
415	36	17	46	117	106	56	53	75	78	61
3815	0	0	0	6	1	0	0	0	3	0
54768	38	35	35	4	8	48	46	46	24	19
132949	1078	985	1003	1198	1236	1140	1063	1331	1170	863
7567	159	133	114	131	114	100	111	122	113	84
55799	5	6	3	39	16	11	16	9	36	26
54778	998	857	1014	1634	1440	1143	1331	1695	1817	1343
9133	56	41	46	137	113	44	33	72	102	50
145773	16	12	5	32	32	11	7	17	37	9
4643	5100	4364	5082	12383	14233	5042	4693	6244	8654	6046
26060	4460	4086	4263	4775	4799	3402	3262	4129	2949	2104
139221	3	2	7	10	3	1	0	3	17	6
134265	1085	798	859	578	646	681	611	887	1022	699
1831	5520	4494	4920	3341	3247	3138	2625	4613	2140	1519
10311	3347	2849	3149	3546	3763	3899	3624	4695	3374	2378
1859	4110	3517	3752	6153	6164	4931	4830	6024	7011	5151
3763	8	9	5	119	111	14	6	12	94	57
3772	300	304	333	1075	1062	1269	1182	1589	1344	1034
2078	85	79	58	315	462	13	14	19	85	85
2114	801	633	759	1349	1428	1006	926	1314	2101	1726
90139	42	29	45	440	395	9	11	17	49	21
150082	286	278	263	335	302	119	110	118	165	102
347734	4287	3453	3722	3235	2993	4035	3285	4801	3222	2211
84187	699	586	692	838	818	1081	1039	1362	1135	788
4599	145	103	93	8338	5558	118899	115047	152744	133778	98271
90993	1205	914	1369	1128	844	993	1056	1175	1186	874
25966	985	850	1010	862	844	1953	1855	2359	1126	873
257397	924	779	981	2421	1874	930	924	1264	1971	1517
124565	6475	5163	6407	4361	4230	5139	4764	5881	6190	4193
257169	27	23	26	75	41	52	42	54	34	42
445815	6190	5216	6514	22836	22089	10484	10578	14647	29282	21613
114991	243	206	259	310	243	859	932	1177	992	883
9162	3905	3684	3950	9415	11093	3620	3659	4431	6461	4408
203197	1261	949	1240	1471	1452	933	924	1146	1118	850
136306	0	0	0	1	2	1	0	3	2	3
79856	18	21	13	13	8	7	16	17	15	9
254048	793	636	802	1290	1280	785	789	964	1801	1417
673	1843	1645	2009	2446	2344	1986	2048	2452	2476	1678
10568	0	0	0	12	8	0	0	0	6	6
176	10	18	21	0	0	3	0	3	0	0
84262	1449	1160	1135	978	969	1456	1154	1637	1366	947
9478	6	15	14	5	7	23	12	12	25	12
57728	1762	1490	1568	1273	1100	1687	1547	1991	1101	804
84255	4113	3539	3698	4257	4707	4174	3864	4926	3856	2919
10239	1211	1007	1118	1386	1293	898	879	1177	964	721
114793	1857	1569	1785	2345	2339	3058	3326	3966	2116	1572
150946	187	168	222	196	186	143	137	179	270	199
121665	713	569	770	932	787	765	793	926	1014	678
56896	0	0	0	3	0	0	0	0	0	3
92749	2	1	1	5	6	4	4	8	9	4
9364	1092	873	994	980	867	783	762	855	791	719
127281	303	220	330	469	407	398	341	527	342	264
8764	306	173	249	545	484	761	669	1007	1013	690
55229	645	464	598	607	678	652	615	806	703	571
130106	0	0	0	0	0	0	0	0	0	0
84465	9	6	5	22	9	3	2	3	5	10
64897	843	699	747	951	920	906	873	1142	1005	904
5192	2448	1859	2031	1864	1921	1885	1588	2095	1496	1069
11079	11941	10162	11009	13778	13704	10471	9490	12259	12655	9569
55698	68	46	68	108	119	83	58	69	134	85
6497	1181	916	1351	2562	2602	1997	1921	2091	3612	2538
26100	3925	3328	3558	4742	4394	4208	3657	4867	5913	4314
280659	0	0	0	0	0	0	0	0	0	0
26119	692	546	668	960	864	587	476	636	806	531
116987	1540	1129	1443	3507	4115	961	874	1117	2010	1404
200634	4	5	4	0	9	8	6	1	7	2
100310846	7	6	9	18	10	7	8	16	13	8
5051	1226	1087	1109	1278	1262	1053	1016	1329	1128	850
2134	177	145	156	39	32	58	54	88	51	49
7780	0	1	0	0	0	0	0	0	0	0
9577	1593	1306	1503	2971	2809	1253	1232	1663	2125	1539
84676	0	0	0	2	0	1	1	0	0	0
144406	143	139	144	311	277	140	143	183	359	298
63875	4931	4348	4421	5022	5064	7914	6853	8388	7750	6073
1844	62	33	57	24	61	53	40	43	58	38
57822	1	0	1	31	29	14	9	8	82	55
91544	174	126	138	159	154	216	257	330	251	208
338323	8	4	1	2	5	9	4	17	8	5
138639	1922	1622	1744	1512	1622	1060	956	1277	991	701
79623	9	13	25	31	49	29	42	52	38	25
4690	2399	1994	2150	1985	1795	1973	1910	2498	1740	1357
3242	17	26	18	372	302	10	10	23	72	69
114822	9	5	13	2	2	5	5	6	5	5
127262	3706	2969	3177	4245	4166	2764	2372	2963	3778	2498
254050	26	16	27	76	77	18	24	15	41	46
195827	1455	1182	1284	976	933	1520	1311	1892	1049	717
7498	66	44	64	18	42	294	241	340	104	98
55113	306	233	275	145	143	358	324	472	227	177
26504	371	308	389	141	137	335	322	361	418	314
2140	1022	956	1068	2161	2144	1184	1233	1449	1835	1551
199221	805	711	872	1440	1560	912	815	1039	1317	891
11013	3	1	0	5	6	1	2	0	4	3
2176	236	189	205	170	190	235	185	313	208	141
105376156	236	189	205	170	190	235	185	313	208	141
22808	11287	9119	9858	17922	19032	9577	8757	10458	13952	10080
10163	1740	1455	2148	2231	2266	1296	1408	1677	1571	1222
